place,r,lower,upper
Andhra Pradesh,2.169287364315144,2.1050319855292705,2.2345034397287105
Assam,1.4239835034397244,1.2422789365669942,1.617923842965261
Bihar,1.9869464161087076,1.8707537988593936,2.1066143964486654
Chhattisgarh,1.8582393040194862,1.8259307365876813,1.8908282857773364
Delhi,1.7946632437573815,1.754741073391976,1.8350298773265963
Gujarat,1.4462320029145221,1.418833737140447,1.4738889995661635
Haryana,1.46612173061951,1.428738127734011,1.5039819091466875
India,1.4103970418125231,1.4053475997390747,1.415455425049137
Jammu and Kashmir,1.6578891928073103,1.5672411495473175,1.7510819856125672
Jharkhand,2.2753405144364858,2.1605876666638775,2.3930649277863707
Karnataka,1.6302535780722651,1.603117544816594,1.6576153808955956
Kerala,1.0714076089395792,1.0508765276178458,1.0921347652549664
Madhya Pradesh,1.6149957520603724,1.5838481305529493,1.646443287635389
Maharashtra,1.3317747452036262,1.3255183815307428,1.3380456443773974
Odisha,1.7986647884835398,1.6940586957235653,1.9063777637783073
Punjab,1.2084851387616473,1.1883698449699602,1.2287669527395784
Rajasthan,1.7372959624751156,1.6844255280423304,1.7909753007838167
Tamil Nadu,1.5959219173952528,1.564925220899649,1.6272196588360726
Telangana,1.451203484573129,1.3945337249383547,1.508988225246816
Uttar Pradesh,2.1142155200726083,2.0570322930868263,2.1721802663795198
West Bengal,1.6776425189052513,1.6211433791464427,1.7351039264495518
