place,r,lower,upper
Andhra Pradesh,1.6554797334619231,1.6176779056699093,1.6937155084578701
Assam,1.6777783265428,1.5144694020322231,1.8495482854443457
Bihar,2.714159410959834,2.6255856260096246,2.8042459445225414
Chhattisgarh,2.05916845809322,2.0352440442106285,2.0832336307063604
Delhi,2.0310586603829783,2.000742438734195,2.061603856547293
Gujarat,1.3316168242550797,1.3096635437109634,1.3537506742276517
Haryana,1.5112043021474373,1.4800738727809757,1.5426566866886078
India,1.4945190820193637,1.490199896333577,1.4988444711945657
Jammu and Kashmir,1.8052905549125329,1.7349376924746511,1.8770303790787441
Jharkhand,2.37016912893525,2.2978635404638506,2.443599505765849
Karnataka,1.629198992175422,1.60847942568036,1.650049964267939
Kerala,1.2664651596731913,1.2453275786573954,1.2877785833261532
Madhya Pradesh,1.4492201192994432,1.4259985622180387,1.4726276311032593
Maharashtra,1.3640032646728109,1.3585401145958673,1.3694772691247306
Odisha,1.9205068883413332,1.842623735117441,2.000002446359687
Punjab,1.0674028986682156,1.0499715039306152,1.0849758253927078
Rajasthan,1.9052578415670596,1.864541300382657,1.9464175415955332
Tamil Nadu,1.551632854543024,1.5278848754647585,1.5755621129045445
Telangana,1.943873217119489,1.8920558735688648,1.9963933636625897
Uttar Pradesh,2.607181124398111,2.56718229518818,2.64749602342303
West Bengal,2.114865692566332,2.0688998070242746,2.1613372718265187
