stat	value
thetaS_last_obs_p_mean	0.9963828
thetaI_last_obs_p_mean	1.573128e-05
thetaR_last_obs_p_mean	0.003601463
thetaS_last_obs_p_ci_low	0.9961475
thetaS_last_obs_p_ci_med	0.9963838
thetaS_last_obs_p_ci_up	0.9966134
thetaI_last_obs_p_ci_low	4.203554e-06
thetaI_last_obs_p_ci_med	1.486067e-05
thetaI_last_obs_p_ci_up	3.22878e-05
thetaR_last_obs_p_ci_low	0.00337124
thetaR_last_obs_p_ci_med	0.003600591
thetaR_last_obs_p_ci_up	0.003835927
R0_p_mean	1.667295
R0_p_ci_low	0.6867325
R0_p_ci_med	1.518474
R0_p_ci_up	3.509682
gamma_p_mean	0.05353596
gamma_p_ci_low	0.006910833
gamma_p_ci_med	0.03779877
gamma_p_ci_up	0.1946638
beta_p_mean	0.07822619
beta_p_ci_low	0.009824961
beta_p_ci_med	0.06117609
beta_p_ci_up	0.2433536
incidence_mean	0.03657131
incidence_ci_low	1.678978e-05
incidence_ci_median	0.0001197926
incidence_ci_up	0.656215
thetaI_tp1_mean	0.003333279
thetaI_tp1_ci_low	0
thetaI_tp1_ci_med	0
thetaI_tp1_ci_up	0.02908465
thetaR_tp1_mean	0.009080334
thetaR_tp1_ci_low	0.001468913
thetaR_tp1_ci_med	0.003698032
thetaR_tp1_ci_up	0.03511183
Y_tp1_mean	0.003332381
Y_tp1_ci_low	0
Y_tp1_ci_med	0
Y_tp1_ci_up	0.02904663
R_tp1_mean	0.009080725
R_tp1_ci_low	0.00145312
R_tp1_ci_med	0.003698534
R_tp1_ci_up	0.03504555
thetaI_tp2_mean	NA
thetaI_tp2_ci_low	NA
thetaI_tp2_ci_med	NA
thetaI_tp2_ci_up	NA
thetaR_tp2_mean	NA
thetaR_tp2_ci_low	NA
thetaR_tp2_ci_med	NA
thetaR_tp2_ci_up	NA
Y_tp2_mean	NA
Y_tp2_ci_low	NA
Y_tp2_ci_med	NA
Y_tp2_ci_up	NA
R_tp2_mean	NA
R_tp2_ci_low	NA
R_tp2_ci_med	NA
R_tp2_ci_up	NA
thetaR_max_mean	0.03214305
thetaR_max_ci_low	0.0009453148
thetaR_max_ci_med	0.003748946
thetaR_max_ci_up	0.5272071
cumInf_mean	0.03986673
cumInf_ci_low	0.0009465375
cumInf_ci_med	0.003766925
cumInf_ci_up	0.6582815
dthetaI_tp1_date	05/13/21
first_tp_mean	02/04/21
first_tp_ci_low	12/30/20
first_tp_ci_med	01/12/21
first_tp_ci_up	07/17/21
dthetaI_tp2_date	05/13/21
second_tp_mean	02/07/21
second_tp_ci_low	01/01/21
second_tp_ci_med	01/14/21
second_tp_ci_up	07/17/21
end_p_mean	03/21/21
end_p_ci_low	02/15/21
end_p_ci_med	02/24/21
end_p_ci_up	07/17/21
begin_str	12/30/2020
