place,r,lower,upper,.groups
Andhra Pradesh,0.6912361092112256,0.647184523943213,0.7367262145660194,drop_last
Assam,0.8436938233813146,0.7283420021995838,0.9674400331497022,drop_last
Bihar,0.8137114441168818,0.7747174885646679,0.8536520897058866,drop_last
Chhattisgarh,0.7434378111380456,0.719393130592377,0.7678749782755593,drop_last
Delhi,0.720162732052753,0.6875313914644016,0.7535424667707553,drop_last
Gujarat,0.8586392664078425,0.8282845282709926,0.8895333052078488,drop_last
Haryana,0.7714237338296479,0.7263359805172753,0.8178556407290627,drop_last
India,0.8747389721068186,0.8686592454271587,0.8808396136461047,drop_last
Jammu and Kashmir,0.7330650354709936,0.6744144264473747,0.7941267576877619,drop_last
Jharkhand,0.8461753651823042,0.7865821501294038,0.9079266665709754,drop_last
Karnataka,0.8633511534695976,0.8348212486083271,0.892354835425042,drop_last
Kerala,1.0171141327386533,1.0046943275257154,1.0296092781410386,drop_last
Madhya Pradesh,0.7071650794723829,0.6794204781398142,0.7354595529090854,drop_last
Maharashtra,0.909133896388806,0.8951877721733951,0.9231863363087114,drop_last
Odisha,0.9367304560507471,0.8824200026739495,0.9926418457405956,drop_last
Punjab,0.9400698561117302,0.887961031599751,0.9936447097248401,drop_last
Rajasthan,0.7166144604776206,0.6841890923240642,0.7497848339642816,drop_last
Tamil Nadu,0.8271696205917511,0.7997031860319831,0.8550937213796875,drop_last
Telangana,0.8371290698278749,0.7945877957513116,0.8807652300899886,drop_last
Uttar Pradesh,0.6885297992463988,0.6629408621577333,0.7145995183445265,drop_last
West Bengal,0.7884690941388625,0.7628955846249891,0.8144589698549557,drop_last
