place,r,lower,upper
Andhra Pradesh,1.890608603378846,1.8636176806137463,1.9177928469104877
Assam,2.7931317235064355,2.675124367835319,2.9136807400274525
Bihar,2.7297133068835238,2.690142924321522,2.7695737982823525
Chhattisgarh,1.664967845159588,1.652257202167837,1.6777266266966049
Delhi,2.2741958212993394,2.255914804009217,2.2925509438113982
Gujarat,1.731844491759749,1.712435706402235,1.7513621750915584
Haryana,1.7765440878069032,1.7520271105963137,1.8012313466065477
India,1.5638979390565968,1.5606169641729932,1.5671823277414905
Jammu and Kashmir,1.627334310100539,1.582852445940184,1.6724254855687748
Jharkhand,2.059010736151309,2.023376210209658,2.094954708169778
Karnataka,1.6862332844982042,1.6713602494988637,1.7011718662619668
Kerala,1.880992300543806,1.8611098866917624,1.9009798833382006
Madhya Pradesh,1.875163443342849,1.855753742356955,1.8946744136954572
Maharashtra,1.1557528640937695,1.1515822061206,1.1599309581520567
Odisha,2.3812777653968427,2.3310773171366397,2.432016373646397
Punjab,1.1353846131766305,1.1183014826055933,1.1525955746554772
Rajasthan,2.07629622657183,2.0511830503518875,2.10156132225341
Tamil Nadu,1.665231564970719,1.6473422172952312,1.6832166684155137
Telangana,1.8053558101019844,1.7753689727487252,1.835590758068868
Uttar Pradesh,2.591506842956453,2.5730170393508556,2.610063078559081
West Bengal,2.0387185248957973,2.0125851072046754,2.0650199399152522
