place,r,lower,upper
Andhra Pradesh,1.2615292919516539,1.1587943299430223,1.3685687674060023
Assam,0.9116527527281657,0.7312741398291294,1.1116717981121051
Bihar,0.6668188761854122,0.5681332943901714,0.773296053339757
Chhattisgarh,1.0590904751603631,1.0017376429835365,1.118020938549831
Delhi,1.3052325472626876,1.2348471904132448,1.3775486748885961
Gujarat,1.2686696007458744,1.219203169875812,1.3191076835697961
Haryana,1.5537820299091876,1.467519233791786,1.6424873267102618
India,1.119994482518696,1.1124252012744815,1.1275890993305095
Jammu and Kashmir,1.0371259877979209,0.9402875421926814,1.1386448294735572
Jharkhand,0.9782528092913763,0.8556690778755888,1.1089297276725822
Karnataka,1.1900566247192934,1.145549962931793,1.2354012783299437
Kerala,0.740847547028871,0.7281605717682168,0.753642768487569
Madhya Pradesh,1.247405506133786,1.1941585707061653,1.3017992408962087
Maharashtra,1.2344746934532476,1.2232151237587718,1.245785224844049
Odisha,1.0119783315778266,0.9148791415104641,1.113914914450152
Punjab,1.5924291041991694,1.54556895420669,1.6399841007844123
Rajasthan,1.4268082292253126,1.3326396135217444,1.5241590794561344
Tamil Nadu,1.0879218654365403,1.046183953896055,1.1304654272024477
Telangana,0.8947909530180672,0.8332277605897154,0.9585178050587355
Uttar Pradesh,1.0098509977632015,0.9265662874475414,1.0966802368748352
West Bengal,1.1058330180416114,1.0407691995664305,1.1728430161723928
