place,r,lower,upper
Andaman and Nicobar Islands,0.8495232068099395,0.4073793983038559,1.451393701576714
Andhra Pradesh,0.9743101887808121,0.95508899655235,0.9937204258128481
Arunachal Pradesh,0.775025926274416,0.7325299518811773,0.8187052140801871
Assam,0.8146470837772505,0.7920841017855076,0.8375230372773415
Bihar,0.7805146349188388,0.6814046582765643,0.886263020892925
Chandigarh,0.9950881986825051,0.621566119734172,1.4562366848432615
Chhattisgarh,0.7741887578285771,0.7139718695406353,0.8368339925274413
Dadra and Nagar Haveli,0.5797390794531057,0.28940365967556925,0.9692370984194769
Delhi,0.9506608735564377,0.8441437451159408,1.0634212759897388
Goa,0.9470761949579347,0.8644156502427108,1.0334595869650545
Gujarat,0.8299200552025237,0.6784204713411375,0.9964659933834873
Haryana,0.7470815583832081,0.6056342100508268,0.9031960319783183
Himachal Pradesh,1.5464198008742533,1.4643895816966552,1.6306644513907014
India,0.9691620063842759,0.9648560415577275,0.9734774326245625
Jammu and Kashmir,0.982328826773756,0.9088843371436591,1.0585882329481364
Jharkhand,0.8272775912753312,0.6942215714340887,0.9718434137697414
Karnataka,0.954973822714382,0.9343498093450836,0.9758200019125236
Kerala,1.0254099967575883,1.0190711330467876,1.0317682559052772
Ladakh,1.2917473166198994,0.9325232353779187,1.7087594786885325
Lakshadweep,0.7200235616212972,0.5017570035934059,0.9780968909919827
Madhya Pradesh,0.8376175041054124,0.6607895542359243,1.0353351952577599
Maharashtra,0.9360724577869475,0.9256169846493918,0.9465859182480709
Manipur,0.7922468891949298,0.7661575901472905,0.8187672897965306
Meghalaya,0.8607186678999283,0.8269511567552897,0.8951537973557755
Mizoram,0.9150135745582483,0.8861680467040027,0.9443153826296
Nagaland,1.0670893735889022,0.9753589725575225,1.1628906471343357
Odisha,0.7837926145448102,0.7638636169331853,0.8039748897989071
Pondicherry,0.9607569107527973,0.87312211963175,1.0525253713210223
Punjab,1.0138556880869942,0.8947294681876374,1.1403499022544854
Rajasthan,0.9432672716446808,0.7692446256077722,1.1348830576742144
Sikkim,0.6736749150324035,0.6255132968951531,0.7236281518853651
Tamil Nadu,1.0183257999600608,0.9982554674011652,1.038593118653312
Telangana,0.9126292152442389,0.8788195011513522,0.9470689619866178
Tripura,0.7038361895060667,0.6619176216804564,0.7470297058780884
Uttar Pradesh,0.8682927726739924,0.7495371087304428,0.9957006667363077
Uttarakhand,0.6620422905900701,0.5639365921737393,0.7679132681609567
West Bengal,0.9703314249889163,0.9388311245665183,1.0023446072992799
