Dates,variable,value,color,type
2020-04-28,mod_4,4271,Moderate return,solid
2020-04-28,mod_5,4469,Normal (pre-intervention),solid
2020-04-28,mod_6,4245,Cautious return,solid
2020-04-29,mod_2,94487,Soc. Dist. + Travel Ban,solid
2020-04-29,mod_4,4508,Moderate return,solid
2020-04-29,mod_5,4800,Normal (pre-intervention),solid
2020-04-29,mod_6,4452,Cautious return,solid
2020-04-30,mod_2,108809,Soc. Dist. + Travel Ban,solid
2020-04-30,mod_4,4788,Moderate return,solid
2020-04-30,mod_5,5211,Normal (pre-intervention),solid
2020-04-30,mod_6,4682,Cautious return,solid
2020-05-01,mod_2,124454,Soc. Dist. + Travel Ban,solid
2020-05-01,mod_4,5116,Moderate return,solid
2020-05-01,mod_5,5728,Normal (pre-intervention),solid
2020-05-01,mod_6,4949,Cautious return,solid
2020-05-02,mod_2,141426,Soc. Dist. + Travel Ban,solid
2020-05-02,mod_4,5510,Moderate return,solid
2020-05-02,mod_5,6390,Normal (pre-intervention),solid
2020-05-02,mod_6,5252,Cautious return,solid
2020-05-03,mod_2,159720,Soc. Dist. + Travel Ban,solid
2020-05-03,mod_4,5984,Moderate return,solid
2020-05-03,mod_5,7242,Normal (pre-intervention),solid
2020-05-03,mod_6,5596,Cautious return,solid
2020-05-04,mod_2,179300,Soc. Dist. + Travel Ban,solid
2020-05-04,mod_4,6558,Moderate return,solid
2020-05-04,mod_5,8357,Normal (pre-intervention),solid
2020-05-04,mod_6,5998,Cautious return,solid
2020-05-05,mod_2,200154,Soc. Dist. + Travel Ban,solid
2020-05-05,mod_4,7254,Moderate return,solid
2020-05-05,mod_5,9819,Normal (pre-intervention),solid
2020-05-05,mod_6,6459,Cautious return,solid
2020-05-06,mod_2,222209,Soc. Dist. + Travel Ban,solid
2020-05-06,mod_4,8112,Moderate return,solid
2020-05-06,mod_5,11764,Normal (pre-intervention),solid
2020-05-06,mod_6,6994,Cautious return,solid
2020-05-07,mod_2,245456,Soc. Dist. + Travel Ban,solid
2020-05-07,mod_4,9161,Moderate return,solid
2020-05-07,mod_5,14349,Normal (pre-intervention),solid
2020-05-07,mod_6,7621,Cautious return,solid
2020-05-08,mod_2,269835,Soc. Dist. + Travel Ban,solid
2020-05-08,mod_4,10457,Moderate return,solid
2020-05-08,mod_5,17790,Normal (pre-intervention),solid
2020-05-08,mod_6,8351,Cautious return,solid
2020-05-09,mod_2,295295,Soc. Dist. + Travel Ban,solid
2020-05-09,mod_4,12045,Moderate return,solid
2020-05-09,mod_5,22328,Normal (pre-intervention),solid
2020-05-09,mod_6,9203,Cautious return,solid
2020-05-10,mod_2,321817,Soc. Dist. + Travel Ban,solid
2020-05-10,mod_4,13985,Moderate return,solid
2020-05-10,mod_5,28250,Normal (pre-intervention),solid
2020-05-10,mod_6,10186,Cautious return,solid
2020-05-11,mod_2,349311,Soc. Dist. + Travel Ban,solid
2020-05-11,mod_4,16356,Moderate return,solid
2020-05-11,mod_5,35848,Normal (pre-intervention),solid
2020-05-11,mod_6,11324,Cautious return,solid
2020-05-12,mod_2,377703,Soc. Dist. + Travel Ban,solid
2020-05-12,mod_4,19240,Moderate return,solid
2020-05-12,mod_5,45440,Normal (pre-intervention),solid
2020-05-12,mod_6,12643,Cautious return,solid
2020-05-13,mod_2,406920,Soc. Dist. + Travel Ban,solid
2020-05-13,mod_4,22739,Moderate return,solid
2020-05-13,mod_5,57347,Normal (pre-intervention),solid
2020-05-13,mod_6,14164,Cautious return,solid
2020-05-14,mod_2,436956,Soc. Dist. + Travel Ban,solid
2020-05-14,mod_4,26876,Moderate return,solid
2020-05-14,mod_5,71376,Normal (pre-intervention),solid
2020-05-14,mod_6,15899,Cautious return,solid
2020-05-15,mod_2,467716,Soc. Dist. + Travel Ban,solid
2020-05-15,mod_4,31682,Moderate return,solid
2020-05-15,mod_5,87569,Normal (pre-intervention),solid
2020-05-15,mod_6,17850,Cautious return,solid
2020-05-16,mod_2,499187,Soc. Dist. + Travel Ban,solid
2020-05-16,mod_4,37223,Moderate return,solid
2020-05-16,mod_5,105947,Normal (pre-intervention),solid
2020-05-16,mod_6,20025,Cautious return,solid
2020-05-17,mod_2,531259,Soc. Dist. + Travel Ban,solid
2020-05-17,mod_4,43525,Moderate return,solid
2020-05-17,mod_5,126523,Normal (pre-intervention),solid
2020-05-17,mod_6,22449,Cautious return,solid
2020-05-18,mod_2,563881,Soc. Dist. + Travel Ban,solid
2020-05-18,mod_4,50608,Moderate return,solid
2020-05-18,mod_5,149319,Normal (pre-intervention),solid
2020-05-18,mod_6,25135,Cautious return,solid
2020-05-19,mod_2,597012,Soc. Dist. + Travel Ban,solid
2020-05-19,mod_4,58467,Moderate return,solid
2020-05-19,mod_5,174294,Normal (pre-intervention),solid
2020-05-19,mod_6,28095,Cautious return,solid
2020-05-20,mod_2,630575,Soc. Dist. + Travel Ban,solid
2020-05-20,mod_4,67130,Moderate return,solid
2020-05-20,mod_5,201347,Normal (pre-intervention),solid
2020-05-20,mod_6,31334,Cautious return,solid
2020-05-21,mod_2,664551,Soc. Dist. + Travel Ban,solid
2020-05-21,mod_4,76600,Moderate return,solid
2020-05-21,mod_5,230359,Normal (pre-intervention),solid
2020-05-21,mod_6,34857,Cautious return,solid
2020-05-22,mod_2,698835,Soc. Dist. + Travel Ban,solid
2020-05-22,mod_4,86854,Moderate return,solid
2020-05-22,mod_5,261180,Normal (pre-intervention),solid
2020-05-22,mod_6,38675,Cautious return,solid
2020-05-23,mod_2,733404,Soc. Dist. + Travel Ban,solid
2020-05-23,mod_4,97885,Moderate return,solid
2020-05-23,mod_5,293624,Normal (pre-intervention),solid
2020-05-23,mod_6,42779,Cautious return,solid
2020-05-24,mod_2,768215,Soc. Dist. + Travel Ban,solid
2020-05-24,mod_4,109712,Moderate return,solid
2020-05-24,mod_5,327561,Normal (pre-intervention),solid
2020-05-24,mod_6,47193,Cautious return,solid
2020-05-25,mod_2,803236,Soc. Dist. + Travel Ban,solid
2020-05-25,mod_4,122269,Moderate return,solid
2020-05-25,mod_5,362771,Normal (pre-intervention),solid
2020-05-25,mod_6,51903,Cautious return,solid
2020-05-26,mod_2,838405,Soc. Dist. + Travel Ban,solid
2020-05-26,mod_4,135563,Moderate return,solid
2020-05-26,mod_5,399080,Normal (pre-intervention),solid
2020-05-26,mod_6,56894,Cautious return,solid
2020-05-27,mod_2,873722,Soc. Dist. + Travel Ban,solid
2020-05-27,mod_4,149547,Moderate return,solid
2020-05-27,mod_5,436364,Normal (pre-intervention),solid
2020-05-27,mod_6,62195,Cautious return,solid
2020-05-28,mod_2,909134,Soc. Dist. + Travel Ban,solid
2020-05-28,mod_4,164210,Moderate return,solid
2020-05-28,mod_5,474413,Normal (pre-intervention),solid
2020-05-28,mod_6,67792,Cautious return,solid
2020-05-29,mod_2,944570,Soc. Dist. + Travel Ban,solid
2020-05-29,mod_4,179522,Moderate return,solid
2020-05-29,mod_5,513100,Normal (pre-intervention),solid
2020-05-29,mod_6,73671,Cautious return,solid
2020-05-30,mod_2,980043,Soc. Dist. + Travel Ban,solid
2020-05-30,mod_4,195442,Moderate return,solid
2020-05-30,mod_5,552299,Normal (pre-intervention),solid
2020-05-30,mod_6,79844,Cautious return,solid
2020-05-31,mod_2,1015505,Soc. Dist. + Travel Ban,solid
2020-05-31,mod_4,211957,Moderate return,solid
2020-05-31,mod_5,591850,Normal (pre-intervention),solid
2020-05-31,mod_6,86297,Cautious return,solid
2020-06-01,mod_2,1050938,Soc. Dist. + Travel Ban,solid
2020-06-01,mod_4,228997,Moderate return,solid
2020-06-01,mod_5,631593,Normal (pre-intervention),solid
2020-06-01,mod_6,93028,Cautious return,solid
2020-06-02,mod_2,1086300,Soc. Dist. + Travel Ban,solid
2020-06-02,mod_4,246561,Moderate return,solid
2020-06-02,mod_5,671474,Normal (pre-intervention),solid
2020-06-02,mod_6,100033,Cautious return,solid
2020-06-03,mod_2,1121544,Soc. Dist. + Travel Ban,solid
2020-06-03,mod_4,264591,Moderate return,solid
2020-06-03,mod_5,711302,Normal (pre-intervention),solid
2020-06-03,mod_6,107297,Cautious return,solid
2020-06-04,mod_2,1156690,Soc. Dist. + Travel Ban,solid
2020-06-04,mod_4,283063,Moderate return,solid
2020-06-04,mod_5,751000,Normal (pre-intervention),solid
2020-06-04,mod_6,114822,Cautious return,solid
2020-06-05,mod_2,1191674,Soc. Dist. + Travel Ban,solid
2020-06-05,mod_4,301911,Moderate return,solid
2020-06-05,mod_5,790484,Normal (pre-intervention),solid
2020-06-05,mod_6,122595,Cautious return,solid
2020-06-06,mod_2,1226502,Soc. Dist. + Travel Ban,solid
2020-06-06,mod_4,321144,Moderate return,solid
2020-06-06,mod_5,829655,Normal (pre-intervention),solid
2020-06-06,mod_6,130617,Cautious return,solid
2020-06-07,mod_2,1261113,Soc. Dist. + Travel Ban,solid
2020-06-07,mod_4,340672,Moderate return,solid
2020-06-07,mod_5,868454,Normal (pre-intervention),solid
2020-06-07,mod_6,138882,Cautious return,solid
2020-06-08,mod_2,1295498,Soc. Dist. + Travel Ban,solid
2020-06-08,mod_4,360491,Moderate return,solid
2020-06-08,mod_5,906830,Normal (pre-intervention),solid
2020-06-08,mod_6,147362,Cautious return,solid
2020-06-09,mod_2,1329622,Soc. Dist. + Travel Ban,solid
2020-06-09,mod_4,380523,Moderate return,solid
2020-06-09,mod_5,944707,Normal (pre-intervention),solid
2020-06-09,mod_6,156077,Cautious return,solid
2020-06-10,mod_2,1363527,Soc. Dist. + Travel Ban,solid
2020-06-10,mod_4,400735,Moderate return,solid
2020-06-10,mod_5,982095,Normal (pre-intervention),solid
2020-06-10,mod_6,164996,Cautious return,solid
2020-06-11,mod_2,1397148,Soc. Dist. + Travel Ban,solid
2020-06-11,mod_4,421137,Moderate return,solid
2020-06-11,mod_5,1018888,Normal (pre-intervention),solid
2020-06-11,mod_6,174113,Cautious return,solid
2020-06-12,mod_2,1430476,Soc. Dist. + Travel Ban,solid
2020-06-12,mod_4,441630,Moderate return,solid
2020-06-12,mod_5,1055091,Normal (pre-intervention),solid
2020-06-12,mod_6,183418,Cautious return,solid
2020-06-13,mod_2,1463503,Soc. Dist. + Travel Ban,solid
2020-06-13,mod_4,462234,Moderate return,solid
2020-06-13,mod_5,1090697,Normal (pre-intervention),solid
2020-06-13,mod_6,192866,Cautious return,solid
2020-06-14,mod_2,1496231,Soc. Dist. + Travel Ban,solid
2020-06-14,mod_4,482881,Moderate return,solid
2020-06-14,mod_5,1125652,Normal (pre-intervention),solid
2020-06-14,mod_6,202490,Cautious return,solid
2020-06-15,mod_2,1528670,Soc. Dist. + Travel Ban,solid
2020-06-15,mod_4,503531,Moderate return,solid
2020-06-15,mod_5,1159987,Normal (pre-intervention),solid
2020-06-15,mod_6,212250,Cautious return,solid
2020-06-16,mod_2,1560794,Soc. Dist. + Travel Ban,solid
2020-06-16,mod_4,524219,Moderate return,solid
2020-06-16,mod_5,1193683,Normal (pre-intervention),solid
2020-06-16,mod_6,222154,Cautious return,solid
2020-06-17,mod_2,1592570,Soc. Dist. + Travel Ban,solid
2020-06-17,mod_4,544904,Moderate return,solid
2020-06-17,mod_5,1226681,Normal (pre-intervention),solid
2020-06-17,mod_6,232181,Cautious return,solid
2020-06-18,mod_2,1624055,Soc. Dist. + Travel Ban,solid
2020-06-18,mod_4,565533,Moderate return,solid
2020-06-18,mod_5,1259020,Normal (pre-intervention),solid
2020-06-18,mod_6,242315,Cautious return,solid
2020-06-19,mod_2,1655201,Soc. Dist. + Travel Ban,solid
2020-06-19,mod_4,586080,Moderate return,solid
2020-06-19,mod_5,1290668,Normal (pre-intervention),solid
2020-06-19,mod_6,252545,Cautious return,solid
2020-06-20,mod_2,1685978,Soc. Dist. + Travel Ban,solid
2020-06-20,mod_4,606544,Moderate return,solid
2020-06-20,mod_5,1321674,Normal (pre-intervention),solid
2020-06-20,mod_6,262867,Cautious return,solid
2020-06-21,mod_2,1716371,Soc. Dist. + Travel Ban,solid
2020-06-21,mod_4,626906,Moderate return,solid
2020-06-21,mod_5,1352046,Normal (pre-intervention),solid
2020-06-21,mod_6,273225,Cautious return,solid
2020-06-22,mod_2,1746452,Soc. Dist. + Travel Ban,solid
2020-06-22,mod_4,647159,Moderate return,solid
2020-06-22,mod_5,1381698,Normal (pre-intervention),solid
2020-06-22,mod_6,283679,Cautious return,solid
2020-06-23,mod_2,1776215,Soc. Dist. + Travel Ban,solid
2020-06-23,mod_4,667256,Moderate return,solid
2020-06-23,mod_5,1410702,Normal (pre-intervention),solid
2020-06-23,mod_6,294171,Cautious return,solid
2020-06-24,mod_2,1805577,Soc. Dist. + Travel Ban,solid
2020-06-24,mod_4,687228,Moderate return,solid
2020-06-24,mod_5,1439069,Normal (pre-intervention),solid
2020-06-24,mod_6,304719,Cautious return,solid
2020-06-25,mod_2,1834572,Soc. Dist. + Travel Ban,solid
2020-06-25,mod_4,707007,Moderate return,solid
2020-06-25,mod_5,1466796,Normal (pre-intervention),solid
2020-06-25,mod_6,315301,Cautious return,solid
2020-06-26,mod_2,1863242,Soc. Dist. + Travel Ban,solid
2020-06-26,mod_4,726634,Moderate return,solid
2020-06-26,mod_5,1493893,Normal (pre-intervention),solid
2020-06-26,mod_6,325909,Cautious return,solid
2020-06-27,mod_2,1891508,Soc. Dist. + Travel Ban,solid
2020-06-27,mod_4,746074,Moderate return,solid
2020-06-27,mod_5,1520351,Normal (pre-intervention),solid
2020-06-27,mod_6,336543,Cautious return,solid
2020-06-28,mod_2,1919433,Soc. Dist. + Travel Ban,solid
2020-06-28,mod_4,765368,Moderate return,solid
2020-06-28,mod_5,1546211,Normal (pre-intervention),solid
2020-06-28,mod_6,347198,Cautious return,solid
2020-06-29,mod_2,1946957,Soc. Dist. + Travel Ban,solid
2020-06-29,mod_4,784447,Moderate return,solid
2020-06-29,mod_5,1571480,Normal (pre-intervention),solid
2020-06-29,mod_6,357862,Cautious return,solid
2020-06-30,mod_2,1974196,Soc. Dist. + Travel Ban,solid
2020-06-30,mod_4,803317,Moderate return,solid
2020-06-30,mod_5,1596130,Normal (pre-intervention),solid
2020-06-30,mod_6,368518,Cautious return,solid
2020-07-01,mod_2,2001043,Soc. Dist. + Travel Ban,solid
2020-07-01,mod_4,821986,Moderate return,solid
2020-07-01,mod_5,1620219,Normal (pre-intervention),solid
2020-07-01,mod_6,379157,Cautious return,solid
2020-07-02,mod_2,2027503,Soc. Dist. + Travel Ban,solid
2020-07-02,mod_4,840485,Moderate return,solid
2020-07-02,mod_5,1643757,Normal (pre-intervention),solid
2020-07-02,mod_6,389793,Cautious return,solid
2020-07-03,mod_2,2053631,Soc. Dist. + Travel Ban,solid
2020-07-03,mod_4,858778,Moderate return,solid
2020-07-03,mod_5,1666708,Normal (pre-intervention),solid
2020-07-03,mod_6,400428,Cautious return,solid
2020-07-04,mod_2,2079363,Soc. Dist. + Travel Ban,solid
2020-07-04,mod_4,876825,Moderate return,solid
2020-07-04,mod_5,1689133,Normal (pre-intervention),solid
2020-07-04,mod_6,411030,Cautious return,solid
2020-07-05,mod_2,2104794,Soc. Dist. + Travel Ban,solid
2020-07-05,mod_4,894681,Moderate return,solid
2020-07-05,mod_5,1711044,Normal (pre-intervention),solid
2020-07-05,mod_6,421580,Cautious return,solid
2020-07-06,mod_2,2129807,Soc. Dist. + Travel Ban,solid
2020-07-06,mod_4,912294,Moderate return,solid
2020-07-06,mod_5,1732449,Normal (pre-intervention),solid
2020-07-06,mod_6,432134,Cautious return,solid
2020-07-07,mod_2,2154506,Soc. Dist. + Travel Ban,solid
2020-07-07,mod_4,929699,Moderate return,solid
2020-07-07,mod_5,1753351,Normal (pre-intervention),solid
2020-07-07,mod_6,442616,Cautious return,solid
2020-07-08,mod_2,2178840,Soc. Dist. + Travel Ban,solid
2020-07-08,mod_4,946889,Moderate return,solid
2020-07-08,mod_5,1773758,Normal (pre-intervention),solid
2020-07-08,mod_6,453073,Cautious return,solid
2020-07-09,mod_2,2202773,Soc. Dist. + Travel Ban,solid
2020-07-09,mod_4,963861,Moderate return,solid
2020-07-09,mod_5,1793694,Normal (pre-intervention),solid
2020-07-09,mod_6,463492,Cautious return,solid
2020-07-10,mod_2,2226388,Soc. Dist. + Travel Ban,solid
2020-07-10,mod_4,980604,Moderate return,solid
2020-07-10,mod_5,1813151,Normal (pre-intervention),solid
2020-07-10,mod_6,473855,Cautious return,solid
2020-07-11,mod_2,2249652,Soc. Dist. + Travel Ban,solid
2020-07-11,mod_4,997131,Moderate return,solid
2020-07-11,mod_5,1832157,Normal (pre-intervention),solid
2020-07-11,mod_6,484156,Cautious return,solid
2020-07-12,mod_2,2272557,Soc. Dist. + Travel Ban,solid
2020-07-12,mod_4,1013448,Moderate return,solid
2020-07-12,mod_5,1850684,Normal (pre-intervention),solid
2020-07-12,mod_6,494431,Cautious return,solid
2020-07-13,mod_2,2295106,Soc. Dist. + Travel Ban,solid
2020-07-13,mod_4,1029507,Moderate return,solid
2020-07-13,mod_5,1868828,Normal (pre-intervention),solid
2020-07-13,mod_6,504634,Cautious return,solid
2020-07-14,mod_2,2317341,Soc. Dist. + Travel Ban,solid
2020-07-14,mod_4,1045327,Moderate return,solid
2020-07-14,mod_5,1886507,Normal (pre-intervention),solid
2020-07-14,mod_6,514760,Cautious return,solid
2020-07-15,mod_2,2339265,Soc. Dist. + Travel Ban,solid
2020-07-15,mod_4,1060926,Moderate return,solid
2020-07-15,mod_5,1903800,Normal (pre-intervention),solid
2020-07-15,mod_6,524813,Cautious return,solid
2020-07-16,mod_2,2360832,Soc. Dist. + Travel Ban,solid
2020-07-16,mod_4,1076298,Moderate return,solid
2020-07-16,mod_5,1920666,Normal (pre-intervention),solid
2020-07-16,mod_6,534788,Cautious return,solid
2020-07-17,mod_2,2382074,Soc. Dist. + Travel Ban,solid
2020-07-17,mod_4,1091418,Moderate return,solid
2020-07-17,mod_5,1937167,Normal (pre-intervention),solid
2020-07-17,mod_6,544696,Cautious return,solid
2020-07-18,mod_2,2403037,Soc. Dist. + Travel Ban,solid
2020-07-18,mod_4,1106348,Moderate return,solid
2020-07-18,mod_5,1953284,Normal (pre-intervention),solid
2020-07-18,mod_6,554554,Cautious return,solid
2020-07-19,mod_2,2423621,Soc. Dist. + Travel Ban,solid
2020-07-19,mod_4,1121040,Moderate return,solid
2020-07-19,mod_5,1969029,Normal (pre-intervention),solid
2020-07-19,mod_6,564312,Cautious return,solid
2020-07-20,mod_2,2443918,Soc. Dist. + Travel Ban,solid
2020-07-20,mod_4,1135483,Moderate return,solid
2020-07-20,mod_5,1984387,Normal (pre-intervention),solid
2020-07-20,mod_6,573998,Cautious return,solid
2020-07-21,mod_2,2463915,Soc. Dist. + Travel Ban,solid
2020-07-21,mod_4,1149706,Moderate return,solid
2020-07-21,mod_5,1999425,Normal (pre-intervention),solid
2020-07-21,mod_6,583596,Cautious return,solid
2020-07-22,mod_2,2483587,Soc. Dist. + Travel Ban,solid
2020-07-22,mod_4,1163662,Moderate return,solid
2020-07-22,mod_5,2014100,Normal (pre-intervention),solid
2020-07-22,mod_6,593110,Cautious return,solid
2020-07-23,mod_2,2502978,Soc. Dist. + Travel Ban,solid
2020-07-23,mod_4,1177442,Moderate return,solid
2020-07-23,mod_5,2028452,Normal (pre-intervention),solid
2020-07-23,mod_6,602560,Cautious return,solid
2020-07-24,mod_2,2522053,Soc. Dist. + Travel Ban,solid
2020-07-24,mod_4,1190994,Moderate return,solid
2020-07-24,mod_5,2042519,Normal (pre-intervention),solid
2020-07-24,mod_6,611940,Cautious return,solid
2020-07-25,mod_2,2540778,Soc. Dist. + Travel Ban,solid
2020-07-25,mod_4,1204323,Moderate return,solid
2020-07-25,mod_5,2056251,Normal (pre-intervention),solid
2020-07-25,mod_6,621241,Cautious return,solid
2020-07-26,mod_2,2559255,Soc. Dist. + Travel Ban,solid
2020-07-26,mod_4,1217429,Moderate return,solid
2020-07-26,mod_5,2069632,Normal (pre-intervention),solid
2020-07-26,mod_6,630422,Cautious return,solid
2020-07-27,mod_2,2577422,Soc. Dist. + Travel Ban,solid
2020-07-27,mod_4,1230281,Moderate return,solid
2020-07-27,mod_5,2082714,Normal (pre-intervention),solid
2020-07-27,mod_6,639527,Cautious return,solid
2020-07-28,mod_2,2595337,Soc. Dist. + Travel Ban,solid
2020-07-28,mod_4,1242950,Moderate return,solid
2020-07-28,mod_5,2095501,Normal (pre-intervention),solid
2020-07-28,mod_6,648554,Cautious return,solid
2020-07-29,mod_2,2612997,Soc. Dist. + Travel Ban,solid
2020-07-29,mod_4,1255416,Moderate return,solid
2020-07-29,mod_5,2108046,Normal (pre-intervention),solid
2020-07-29,mod_6,657485,Cautious return,solid
2020-07-30,mod_2,2630359,Soc. Dist. + Travel Ban,solid
2020-07-30,mod_4,1267669,Moderate return,solid
2020-07-30,mod_5,2120263,Normal (pre-intervention),solid
2020-07-30,mod_6,666309,Cautious return,solid
2020-07-31,mod_2,2647447,Soc. Dist. + Travel Ban,solid
2020-07-31,mod_4,1279704,Moderate return,solid
2020-07-31,mod_5,2132254,Normal (pre-intervention),solid
2020-07-31,mod_6,675084,Cautious return,solid
2020-08-01,mod_2,2664206,Soc. Dist. + Travel Ban,solid
2020-08-01,mod_4,1291542,Moderate return,solid
2020-08-01,mod_5,2143980,Normal (pre-intervention),solid
2020-08-01,mod_6,683780,Cautious return,solid
2020-08-02,mod_2,2680727,Soc. Dist. + Travel Ban,solid
2020-08-02,mod_4,1303182,Moderate return,solid
2020-08-02,mod_5,2155457,Normal (pre-intervention),solid
2020-08-02,mod_6,692361,Cautious return,solid
2020-08-03,mod_2,2696976,Soc. Dist. + Travel Ban,solid
2020-08-03,mod_4,1314610,Moderate return,solid
2020-08-03,mod_5,2166679,Normal (pre-intervention),solid
2020-08-03,mod_6,700873,Cautious return,solid
2020-08-04,mod_2,2712985,Soc. Dist. + Travel Ban,solid
2020-08-04,mod_4,1325855,Moderate return,solid
2020-08-04,mod_5,2177671,Normal (pre-intervention),solid
2020-08-04,mod_6,709274,Cautious return,solid
2020-08-05,mod_2,2728741,Soc. Dist. + Travel Ban,solid
2020-08-05,mod_4,1336922,Moderate return,solid
2020-08-05,mod_5,2188407,Normal (pre-intervention),solid
2020-08-05,mod_6,717613,Cautious return,solid
2020-08-06,mod_2,2744232,Soc. Dist. + Travel Ban,solid
2020-08-06,mod_4,1347781,Moderate return,solid
2020-08-06,mod_5,2198905,Normal (pre-intervention),solid
2020-08-06,mod_6,725847,Cautious return,solid
2020-08-07,mod_2,2759480,Soc. Dist. + Travel Ban,solid
2020-08-07,mod_4,1358478,Moderate return,solid
2020-08-07,mod_5,2209183,Normal (pre-intervention),solid
2020-08-07,mod_6,733978,Cautious return,solid
2020-08-08,mod_2,2774507,Soc. Dist. + Travel Ban,solid
2020-08-08,mod_4,1368983,Moderate return,solid
2020-08-08,mod_5,2219264,Normal (pre-intervention),solid
2020-08-08,mod_6,742058,Cautious return,solid
2020-08-09,mod_2,2789298,Soc. Dist. + Travel Ban,solid
2020-08-09,mod_4,1379271,Moderate return,solid
2020-08-09,mod_5,2229110,Normal (pre-intervention),solid
2020-08-09,mod_6,750057,Cautious return,solid
2020-08-10,mod_2,2803818,Soc. Dist. + Travel Ban,solid
2020-08-10,mod_4,1389407,Moderate return,solid
2020-08-10,mod_5,2238755,Normal (pre-intervention),solid
2020-08-10,mod_6,757945,Cautious return,solid
2020-08-11,mod_2,2818121,Soc. Dist. + Travel Ban,solid
2020-08-11,mod_4,1399363,Moderate return,solid
2020-08-11,mod_5,2248205,Normal (pre-intervention),solid
2020-08-11,mod_6,765770,Cautious return,solid
2020-08-12,mod_2,2832168,Soc. Dist. + Travel Ban,solid
2020-08-12,mod_4,1409163,Moderate return,solid
2020-08-12,mod_5,2257457,Normal (pre-intervention),solid
2020-08-12,mod_6,773472,Cautious return,solid
2020-08-13,mod_2,2846015,Soc. Dist. + Travel Ban,solid
2020-08-13,mod_4,1418792,Moderate return,solid
2020-08-13,mod_5,2266535,Normal (pre-intervention),solid
2020-08-13,mod_6,781091,Cautious return,solid
2020-08-14,mod_2,2859698,Soc. Dist. + Travel Ban,solid
2020-08-14,mod_4,1428245,Moderate return,solid
2020-08-14,mod_5,2275427,Normal (pre-intervention),solid
2020-08-14,mod_6,788621,Cautious return,solid
2020-08-15,mod_2,2873115,Soc. Dist. + Travel Ban,solid
2020-08-15,mod_4,1437539,Moderate return,solid
2020-08-15,mod_5,2284121,Normal (pre-intervention),solid
2020-08-15,mod_6,796050,Cautious return,solid
2020-08-16,mod_2,2886386,Soc. Dist. + Travel Ban,solid
2020-08-16,mod_4,1446666,Moderate return,solid
2020-08-16,mod_5,2292653,Normal (pre-intervention),solid
2020-08-16,mod_6,803410,Cautious return,solid
