Dates,variable,value,color,type
2020-05-02,mod_2,16972,Soc. Dist. + Travel Ban,solid
2020-05-02,mod_4,394,Moderate return,solid
2020-05-02,mod_5,662,Normal (pre-intervention),solid
2020-05-02,mod_6,303,Cautious return,solid
2020-05-03,mod_2,18294,Soc. Dist. + Travel Ban,solid
2020-05-03,mod_4,474,Moderate return,solid
2020-05-03,mod_5,852,Normal (pre-intervention),solid
2020-05-03,mod_6,344,Cautious return,solid
2020-05-04,mod_2,19580,Soc. Dist. + Travel Ban,solid
2020-05-04,mod_4,574,Moderate return,solid
2020-05-04,mod_5,1115,Normal (pre-intervention),solid
2020-05-04,mod_6,402,Cautious return,solid
2020-05-05,mod_2,20854,Soc. Dist. + Travel Ban,solid
2020-05-05,mod_4,696,Moderate return,solid
2020-05-05,mod_5,1462,Normal (pre-intervention),solid
2020-05-05,mod_6,461,Cautious return,solid
2020-05-06,mod_2,22055,Soc. Dist. + Travel Ban,solid
2020-05-06,mod_4,858,Moderate return,solid
2020-05-06,mod_5,1945,Normal (pre-intervention),solid
2020-05-06,mod_6,535,Cautious return,solid
2020-05-07,mod_2,23247,Soc. Dist. + Travel Ban,solid
2020-05-07,mod_4,1049,Moderate return,solid
2020-05-07,mod_5,2585,Normal (pre-intervention),solid
2020-05-07,mod_6,627,Cautious return,solid
2020-05-08,mod_2,24379,Soc. Dist. + Travel Ban,solid
2020-05-08,mod_4,1296,Moderate return,solid
2020-05-08,mod_5,3441,Normal (pre-intervention),solid
2020-05-08,mod_6,730,Cautious return,solid
2020-05-09,mod_2,25460,Soc. Dist. + Travel Ban,solid
2020-05-09,mod_4,1588,Moderate return,solid
2020-05-09,mod_5,4538,Normal (pre-intervention),solid
2020-05-09,mod_6,852,Cautious return,solid
2020-05-10,mod_2,26522,Soc. Dist. + Travel Ban,solid
2020-05-10,mod_4,1940,Moderate return,solid
2020-05-10,mod_5,5922,Normal (pre-intervention),solid
2020-05-10,mod_6,983,Cautious return,solid
2020-05-11,mod_2,27494,Soc. Dist. + Travel Ban,solid
2020-05-11,mod_4,2371,Moderate return,solid
2020-05-11,mod_5,7598,Normal (pre-intervention),solid
2020-05-11,mod_6,1138,Cautious return,solid
2020-05-12,mod_2,28392,Soc. Dist. + Travel Ban,solid
2020-05-12,mod_4,2884,Moderate return,solid
2020-05-12,mod_5,9592,Normal (pre-intervention),solid
2020-05-12,mod_6,1319,Cautious return,solid
2020-05-13,mod_2,29217,Soc. Dist. + Travel Ban,solid
2020-05-13,mod_4,3499,Moderate return,solid
2020-05-13,mod_5,11907,Normal (pre-intervention),solid
2020-05-13,mod_6,1521,Cautious return,solid
2020-05-14,mod_2,30036,Soc. Dist. + Travel Ban,solid
2020-05-14,mod_4,4137,Moderate return,solid
2020-05-14,mod_5,14029,Normal (pre-intervention),solid
2020-05-14,mod_6,1735,Cautious return,solid
2020-05-15,mod_2,30760,Soc. Dist. + Travel Ban,solid
2020-05-15,mod_4,4806,Moderate return,solid
2020-05-15,mod_5,16193,Normal (pre-intervention),solid
2020-05-15,mod_6,1951,Cautious return,solid
2020-05-16,mod_2,31471,Soc. Dist. + Travel Ban,solid
2020-05-16,mod_4,5541,Moderate return,solid
2020-05-16,mod_5,18378,Normal (pre-intervention),solid
2020-05-16,mod_6,2175,Cautious return,solid
2020-05-17,mod_2,32072,Soc. Dist. + Travel Ban,solid
2020-05-17,mod_4,6302,Moderate return,solid
2020-05-17,mod_5,20576,Normal (pre-intervention),solid
2020-05-17,mod_6,2424,Cautious return,solid
2020-05-18,mod_2,32622,Soc. Dist. + Travel Ban,solid
2020-05-18,mod_4,7083,Moderate return,solid
2020-05-18,mod_5,22796,Normal (pre-intervention),solid
2020-05-18,mod_6,2686,Cautious return,solid
2020-05-19,mod_2,33131,Soc. Dist. + Travel Ban,solid
2020-05-19,mod_4,7859,Moderate return,solid
2020-05-19,mod_5,24975,Normal (pre-intervention),solid
2020-05-19,mod_6,2960,Cautious return,solid
2020-05-20,mod_2,33563,Soc. Dist. + Travel Ban,solid
2020-05-20,mod_4,8663,Moderate return,solid
2020-05-20,mod_5,27053,Normal (pre-intervention),solid
2020-05-20,mod_6,3239,Cautious return,solid
2020-05-21,mod_2,33976,Soc. Dist. + Travel Ban,solid
2020-05-21,mod_4,9470,Moderate return,solid
2020-05-21,mod_5,29012,Normal (pre-intervention),solid
2020-05-21,mod_6,3523,Cautious return,solid
2020-05-22,mod_2,34284,Soc. Dist. + Travel Ban,solid
2020-05-22,mod_4,10254,Moderate return,solid
2020-05-22,mod_5,30821,Normal (pre-intervention),solid
2020-05-22,mod_6,3818,Cautious return,solid
2020-05-23,mod_2,34569,Soc. Dist. + Travel Ban,solid
2020-05-23,mod_4,11031,Moderate return,solid
2020-05-23,mod_5,32444,Normal (pre-intervention),solid
2020-05-23,mod_6,4104,Cautious return,solid
2020-05-24,mod_2,34811,Soc. Dist. + Travel Ban,solid
2020-05-24,mod_4,11827,Moderate return,solid
2020-05-24,mod_5,33937,Normal (pre-intervention),solid
2020-05-24,mod_6,4414,Cautious return,solid
2020-05-25,mod_2,35021,Soc. Dist. + Travel Ban,solid
2020-05-25,mod_4,12557,Moderate return,solid
2020-05-25,mod_5,35210,Normal (pre-intervention),solid
2020-05-25,mod_6,4710,Cautious return,solid
2020-05-26,mod_2,35169,Soc. Dist. + Travel Ban,solid
2020-05-26,mod_4,13294,Moderate return,solid
2020-05-26,mod_5,36309,Normal (pre-intervention),solid
2020-05-26,mod_6,4991,Cautious return,solid
2020-05-27,mod_2,35317,Soc. Dist. + Travel Ban,solid
2020-05-27,mod_4,13984,Moderate return,solid
2020-05-27,mod_5,37284,Normal (pre-intervention),solid
2020-05-27,mod_6,5301,Cautious return,solid
2020-05-28,mod_2,35412,Soc. Dist. + Travel Ban,solid
2020-05-28,mod_4,14663,Moderate return,solid
2020-05-28,mod_5,38049,Normal (pre-intervention),solid
2020-05-28,mod_6,5597,Cautious return,solid
2020-05-29,mod_2,35436,Soc. Dist. + Travel Ban,solid
2020-05-29,mod_4,15312,Moderate return,solid
2020-05-29,mod_5,38687,Normal (pre-intervention),solid
2020-05-29,mod_6,5879,Cautious return,solid
2020-05-30,mod_2,35473,Soc. Dist. + Travel Ban,solid
2020-05-30,mod_4,15920,Moderate return,solid
2020-05-30,mod_5,39199,Normal (pre-intervention),solid
2020-05-30,mod_6,6173,Cautious return,solid
2020-05-31,mod_2,35462,Soc. Dist. + Travel Ban,solid
2020-05-31,mod_4,16515,Moderate return,solid
2020-05-31,mod_5,39551,Normal (pre-intervention),solid
2020-05-31,mod_6,6453,Cautious return,solid
2020-06-01,mod_2,35433,Soc. Dist. + Travel Ban,solid
2020-06-01,mod_4,17040,Moderate return,solid
2020-06-01,mod_5,39743,Normal (pre-intervention),solid
2020-06-01,mod_6,6731,Cautious return,solid
2020-06-02,mod_2,35362,Soc. Dist. + Travel Ban,solid
2020-06-02,mod_4,17564,Moderate return,solid
2020-06-02,mod_5,39881,Normal (pre-intervention),solid
2020-06-02,mod_6,7005,Cautious return,solid
2020-06-03,mod_2,35244,Soc. Dist. + Travel Ban,solid
2020-06-03,mod_4,18030,Moderate return,solid
2020-06-03,mod_5,39828,Normal (pre-intervention),solid
2020-06-03,mod_6,7264,Cautious return,solid
2020-06-04,mod_2,35146,Soc. Dist. + Travel Ban,solid
2020-06-04,mod_4,18472,Moderate return,solid
2020-06-04,mod_5,39698,Normal (pre-intervention),solid
2020-06-04,mod_6,7525,Cautious return,solid
2020-06-05,mod_2,34984,Soc. Dist. + Travel Ban,solid
2020-06-05,mod_4,18848,Moderate return,solid
2020-06-05,mod_5,39484,Normal (pre-intervention),solid
2020-06-05,mod_6,7773,Cautious return,solid
2020-06-06,mod_2,34828,Soc. Dist. + Travel Ban,solid
2020-06-06,mod_4,19233,Moderate return,solid
2020-06-06,mod_5,39171,Normal (pre-intervention),solid
2020-06-06,mod_6,8022,Cautious return,solid
2020-06-07,mod_2,34611,Soc. Dist. + Travel Ban,solid
2020-06-07,mod_4,19528,Moderate return,solid
2020-06-07,mod_5,38799,Normal (pre-intervention),solid
2020-06-07,mod_6,8265,Cautious return,solid
2020-06-08,mod_2,34385,Soc. Dist. + Travel Ban,solid
2020-06-08,mod_4,19819,Moderate return,solid
2020-06-08,mod_5,38376,Normal (pre-intervention),solid
2020-06-08,mod_6,8480,Cautious return,solid
2020-06-09,mod_2,34124,Soc. Dist. + Travel Ban,solid
2020-06-09,mod_4,20032,Moderate return,solid
2020-06-09,mod_5,37877,Normal (pre-intervention),solid
2020-06-09,mod_6,8715,Cautious return,solid
2020-06-10,mod_2,33905,Soc. Dist. + Travel Ban,solid
2020-06-10,mod_4,20212,Moderate return,solid
2020-06-10,mod_5,37388,Normal (pre-intervention),solid
2020-06-10,mod_6,8919,Cautious return,solid
2020-06-11,mod_2,33621,Soc. Dist. + Travel Ban,solid
2020-06-11,mod_4,20402,Moderate return,solid
2020-06-11,mod_5,36793,Normal (pre-intervention),solid
2020-06-11,mod_6,9117,Cautious return,solid
2020-06-12,mod_2,33328,Soc. Dist. + Travel Ban,solid
2020-06-12,mod_4,20493,Moderate return,solid
2020-06-12,mod_5,36203,Normal (pre-intervention),solid
2020-06-12,mod_6,9305,Cautious return,solid
2020-06-13,mod_2,33027,Soc. Dist. + Travel Ban,solid
2020-06-13,mod_4,20604,Moderate return,solid
2020-06-13,mod_5,35606,Normal (pre-intervention),solid
2020-06-13,mod_6,9448,Cautious return,solid
2020-06-14,mod_2,32728,Soc. Dist. + Travel Ban,solid
2020-06-14,mod_4,20647,Moderate return,solid
2020-06-14,mod_5,34955,Normal (pre-intervention),solid
2020-06-14,mod_6,9624,Cautious return,solid
2020-06-15,mod_2,32439,Soc. Dist. + Travel Ban,solid
2020-06-15,mod_4,20650,Moderate return,solid
2020-06-15,mod_5,34335,Normal (pre-intervention),solid
2020-06-15,mod_6,9760,Cautious return,solid
2020-06-16,mod_2,32124,Soc. Dist. + Travel Ban,solid
2020-06-16,mod_4,20688,Moderate return,solid
2020-06-16,mod_5,33696,Normal (pre-intervention),solid
2020-06-16,mod_6,9904,Cautious return,solid
2020-06-17,mod_2,31776,Soc. Dist. + Travel Ban,solid
2020-06-17,mod_4,20685,Moderate return,solid
2020-06-17,mod_5,32998,Normal (pre-intervention),solid
2020-06-17,mod_6,10027,Cautious return,solid
2020-06-18,mod_2,31485,Soc. Dist. + Travel Ban,solid
2020-06-18,mod_4,20629,Moderate return,solid
2020-06-18,mod_5,32339,Normal (pre-intervention),solid
2020-06-18,mod_6,10134,Cautious return,solid
2020-06-19,mod_2,31146,Soc. Dist. + Travel Ban,solid
2020-06-19,mod_4,20547,Moderate return,solid
2020-06-19,mod_5,31648,Normal (pre-intervention),solid
2020-06-19,mod_6,10230,Cautious return,solid
2020-06-20,mod_2,30777,Soc. Dist. + Travel Ban,solid
2020-06-20,mod_4,20464,Moderate return,solid
2020-06-20,mod_5,31006,Normal (pre-intervention),solid
2020-06-20,mod_6,10322,Cautious return,solid
2020-06-21,mod_2,30393,Soc. Dist. + Travel Ban,solid
2020-06-21,mod_4,20362,Moderate return,solid
2020-06-21,mod_5,30372,Normal (pre-intervention),solid
2020-06-21,mod_6,10358,Cautious return,solid
2020-06-22,mod_2,30081,Soc. Dist. + Travel Ban,solid
2020-06-22,mod_4,20253,Moderate return,solid
2020-06-22,mod_5,29652,Normal (pre-intervention),solid
2020-06-22,mod_6,10454,Cautious return,solid
2020-06-23,mod_2,29763,Soc. Dist. + Travel Ban,solid
2020-06-23,mod_4,20097,Moderate return,solid
2020-06-23,mod_5,29004,Normal (pre-intervention),solid
2020-06-23,mod_6,10492,Cautious return,solid
2020-06-24,mod_2,29362,Soc. Dist. + Travel Ban,solid
2020-06-24,mod_4,19972,Moderate return,solid
2020-06-24,mod_5,28367,Normal (pre-intervention),solid
2020-06-24,mod_6,10548,Cautious return,solid
2020-06-25,mod_2,28995,Soc. Dist. + Travel Ban,solid
2020-06-25,mod_4,19779,Moderate return,solid
2020-06-25,mod_5,27727,Normal (pre-intervention),solid
2020-06-25,mod_6,10582,Cautious return,solid
2020-06-26,mod_2,28670,Soc. Dist. + Travel Ban,solid
2020-06-26,mod_4,19627,Moderate return,solid
2020-06-26,mod_5,27097,Normal (pre-intervention),solid
2020-06-26,mod_6,10608,Cautious return,solid
2020-06-27,mod_2,28266,Soc. Dist. + Travel Ban,solid
2020-06-27,mod_4,19440,Moderate return,solid
2020-06-27,mod_5,26458,Normal (pre-intervention),solid
2020-06-27,mod_6,10634,Cautious return,solid
2020-06-28,mod_2,27925,Soc. Dist. + Travel Ban,solid
2020-06-28,mod_4,19294,Moderate return,solid
2020-06-28,mod_5,25860,Normal (pre-intervention),solid
2020-06-28,mod_6,10655,Cautious return,solid
2020-06-29,mod_2,27524,Soc. Dist. + Travel Ban,solid
2020-06-29,mod_4,19079,Moderate return,solid
2020-06-29,mod_5,25269,Normal (pre-intervention),solid
2020-06-29,mod_6,10664,Cautious return,solid
2020-06-30,mod_2,27239,Soc. Dist. + Travel Ban,solid
2020-06-30,mod_4,18870,Moderate return,solid
2020-06-30,mod_5,24650,Normal (pre-intervention),solid
2020-06-30,mod_6,10656,Cautious return,solid
2020-07-01,mod_2,26847,Soc. Dist. + Travel Ban,solid
2020-07-01,mod_4,18669,Moderate return,solid
2020-07-01,mod_5,24089,Normal (pre-intervention),solid
2020-07-01,mod_6,10639,Cautious return,solid
2020-07-02,mod_2,26460,Soc. Dist. + Travel Ban,solid
2020-07-02,mod_4,18499,Moderate return,solid
2020-07-02,mod_5,23538,Normal (pre-intervention),solid
2020-07-02,mod_6,10636,Cautious return,solid
2020-07-03,mod_2,26128,Soc. Dist. + Travel Ban,solid
2020-07-03,mod_4,18293,Moderate return,solid
2020-07-03,mod_5,22951,Normal (pre-intervention),solid
2020-07-03,mod_6,10635,Cautious return,solid
2020-07-04,mod_2,25732,Soc. Dist. + Travel Ban,solid
2020-07-04,mod_4,18047,Moderate return,solid
2020-07-04,mod_5,22425,Normal (pre-intervention),solid
2020-07-04,mod_6,10602,Cautious return,solid
2020-07-05,mod_2,25431,Soc. Dist. + Travel Ban,solid
2020-07-05,mod_4,17856,Moderate return,solid
2020-07-05,mod_5,21911,Normal (pre-intervention),solid
2020-07-05,mod_6,10550,Cautious return,solid
2020-07-06,mod_2,25013,Soc. Dist. + Travel Ban,solid
2020-07-06,mod_4,17613,Moderate return,solid
2020-07-06,mod_5,21405,Normal (pre-intervention),solid
2020-07-06,mod_6,10554,Cautious return,solid
2020-07-07,mod_2,24699,Soc. Dist. + Travel Ban,solid
2020-07-07,mod_4,17405,Moderate return,solid
2020-07-07,mod_5,20902,Normal (pre-intervention),solid
2020-07-07,mod_6,10482,Cautious return,solid
2020-07-08,mod_2,24334,Soc. Dist. + Travel Ban,solid
2020-07-08,mod_4,17190,Moderate return,solid
2020-07-08,mod_5,20407,Normal (pre-intervention),solid
2020-07-08,mod_6,10457,Cautious return,solid
2020-07-09,mod_2,23933,Soc. Dist. + Travel Ban,solid
2020-07-09,mod_4,16972,Moderate return,solid
2020-07-09,mod_5,19936,Normal (pre-intervention),solid
2020-07-09,mod_6,10419,Cautious return,solid
2020-07-10,mod_2,23615,Soc. Dist. + Travel Ban,solid
2020-07-10,mod_4,16743,Moderate return,solid
2020-07-10,mod_5,19457,Normal (pre-intervention),solid
2020-07-10,mod_6,10363,Cautious return,solid
2020-07-11,mod_2,23264,Soc. Dist. + Travel Ban,solid
2020-07-11,mod_4,16527,Moderate return,solid
2020-07-11,mod_5,19006,Normal (pre-intervention),solid
2020-07-11,mod_6,10301,Cautious return,solid
2020-07-12,mod_2,22905,Soc. Dist. + Travel Ban,solid
2020-07-12,mod_4,16317,Moderate return,solid
2020-07-12,mod_5,18527,Normal (pre-intervention),solid
2020-07-12,mod_6,10275,Cautious return,solid
2020-07-13,mod_2,22549,Soc. Dist. + Travel Ban,solid
2020-07-13,mod_4,16059,Moderate return,solid
2020-07-13,mod_5,18144,Normal (pre-intervention),solid
2020-07-13,mod_6,10203,Cautious return,solid
2020-07-14,mod_2,22235,Soc. Dist. + Travel Ban,solid
2020-07-14,mod_4,15820,Moderate return,solid
2020-07-14,mod_5,17679,Normal (pre-intervention),solid
2020-07-14,mod_6,10126,Cautious return,solid
2020-07-15,mod_2,21924,Soc. Dist. + Travel Ban,solid
2020-07-15,mod_4,15599,Moderate return,solid
2020-07-15,mod_5,17293,Normal (pre-intervention),solid
2020-07-15,mod_6,10053,Cautious return,solid
2020-07-16,mod_2,21567,Soc. Dist. + Travel Ban,solid
2020-07-16,mod_4,15372,Moderate return,solid
2020-07-16,mod_5,16866,Normal (pre-intervention),solid
2020-07-16,mod_6,9975,Cautious return,solid
2020-07-17,mod_2,21242,Soc. Dist. + Travel Ban,solid
2020-07-17,mod_4,15120,Moderate return,solid
2020-07-17,mod_5,16501,Normal (pre-intervention),solid
2020-07-17,mod_6,9908,Cautious return,solid
2020-07-18,mod_2,20963,Soc. Dist. + Travel Ban,solid
2020-07-18,mod_4,14930,Moderate return,solid
2020-07-18,mod_5,16117,Normal (pre-intervention),solid
2020-07-18,mod_6,9858,Cautious return,solid
2020-07-19,mod_2,20584,Soc. Dist. + Travel Ban,solid
2020-07-19,mod_4,14692,Moderate return,solid
2020-07-19,mod_5,15745,Normal (pre-intervention),solid
2020-07-19,mod_6,9758,Cautious return,solid
2020-07-20,mod_2,20297,Soc. Dist. + Travel Ban,solid
2020-07-20,mod_4,14443,Moderate return,solid
2020-07-20,mod_5,15358,Normal (pre-intervention),solid
2020-07-20,mod_6,9686,Cautious return,solid
2020-07-21,mod_2,19997,Soc. Dist. + Travel Ban,solid
2020-07-21,mod_4,14223,Moderate return,solid
2020-07-21,mod_5,15038,Normal (pre-intervention),solid
2020-07-21,mod_6,9598,Cautious return,solid
2020-07-22,mod_2,19672,Soc. Dist. + Travel Ban,solid
2020-07-22,mod_4,13956,Moderate return,solid
2020-07-22,mod_5,14675,Normal (pre-intervention),solid
2020-07-22,mod_6,9514,Cautious return,solid
2020-07-23,mod_2,19391,Soc. Dist. + Travel Ban,solid
2020-07-23,mod_4,13780,Moderate return,solid
2020-07-23,mod_5,14352,Normal (pre-intervention),solid
2020-07-23,mod_6,9450,Cautious return,solid
2020-07-24,mod_2,19075,Soc. Dist. + Travel Ban,solid
2020-07-24,mod_4,13552,Moderate return,solid
2020-07-24,mod_5,14067,Normal (pre-intervention),solid
2020-07-24,mod_6,9380,Cautious return,solid
2020-07-25,mod_2,18725,Soc. Dist. + Travel Ban,solid
2020-07-25,mod_4,13329,Moderate return,solid
2020-07-25,mod_5,13732,Normal (pre-intervention),solid
2020-07-25,mod_6,9301,Cautious return,solid
2020-07-26,mod_2,18477,Soc. Dist. + Travel Ban,solid
2020-07-26,mod_4,13106,Moderate return,solid
2020-07-26,mod_5,13381,Normal (pre-intervention),solid
2020-07-26,mod_6,9181,Cautious return,solid
2020-07-27,mod_2,18167,Soc. Dist. + Travel Ban,solid
2020-07-27,mod_4,12852,Moderate return,solid
2020-07-27,mod_5,13082,Normal (pre-intervention),solid
2020-07-27,mod_6,9105,Cautious return,solid
2020-07-28,mod_2,17915,Soc. Dist. + Travel Ban,solid
2020-07-28,mod_4,12669,Moderate return,solid
2020-07-28,mod_5,12787,Normal (pre-intervention),solid
2020-07-28,mod_6,9027,Cautious return,solid
2020-07-29,mod_2,17660,Soc. Dist. + Travel Ban,solid
2020-07-29,mod_4,12466,Moderate return,solid
2020-07-29,mod_5,12545,Normal (pre-intervention),solid
2020-07-29,mod_6,8931,Cautious return,solid
2020-07-30,mod_2,17362,Soc. Dist. + Travel Ban,solid
2020-07-30,mod_4,12253,Moderate return,solid
2020-07-30,mod_5,12217,Normal (pre-intervention),solid
2020-07-30,mod_6,8824,Cautious return,solid
2020-07-31,mod_2,17088,Soc. Dist. + Travel Ban,solid
2020-07-31,mod_4,12035,Moderate return,solid
2020-07-31,mod_5,11991,Normal (pre-intervention),solid
2020-07-31,mod_6,8775,Cautious return,solid
2020-08-01,mod_2,16759,Soc. Dist. + Travel Ban,solid
2020-08-01,mod_4,11838,Moderate return,solid
2020-08-01,mod_5,11726,Normal (pre-intervention),solid
2020-08-01,mod_6,8696,Cautious return,solid
2020-08-02,mod_2,16521,Soc. Dist. + Travel Ban,solid
2020-08-02,mod_4,11640,Moderate return,solid
2020-08-02,mod_5,11477,Normal (pre-intervention),solid
2020-08-02,mod_6,8581,Cautious return,solid
2020-08-03,mod_2,16249,Soc. Dist. + Travel Ban,solid
2020-08-03,mod_4,11428,Moderate return,solid
2020-08-03,mod_5,11222,Normal (pre-intervention),solid
2020-08-03,mod_6,8512,Cautious return,solid
2020-08-04,mod_2,16009,Soc. Dist. + Travel Ban,solid
2020-08-04,mod_4,11245,Moderate return,solid
2020-08-04,mod_5,10992,Normal (pre-intervention),solid
2020-08-04,mod_6,8401,Cautious return,solid
2020-08-05,mod_2,15756,Soc. Dist. + Travel Ban,solid
2020-08-05,mod_4,11067,Moderate return,solid
2020-08-05,mod_5,10736,Normal (pre-intervention),solid
2020-08-05,mod_6,8339,Cautious return,solid
2020-08-06,mod_2,15491,Soc. Dist. + Travel Ban,solid
2020-08-06,mod_4,10859,Moderate return,solid
2020-08-06,mod_5,10498,Normal (pre-intervention),solid
2020-08-06,mod_6,8234,Cautious return,solid
2020-08-07,mod_2,15248,Soc. Dist. + Travel Ban,solid
2020-08-07,mod_4,10697,Moderate return,solid
2020-08-07,mod_5,10278,Normal (pre-intervention),solid
2020-08-07,mod_6,8131,Cautious return,solid
2020-08-08,mod_2,15027,Soc. Dist. + Travel Ban,solid
2020-08-08,mod_4,10505,Moderate return,solid
2020-08-08,mod_5,10081,Normal (pre-intervention),solid
2020-08-08,mod_6,8080,Cautious return,solid
2020-08-09,mod_2,14791,Soc. Dist. + Travel Ban,solid
2020-08-09,mod_4,10288,Moderate return,solid
2020-08-09,mod_5,9846,Normal (pre-intervention),solid
2020-08-09,mod_6,7999,Cautious return,solid
2020-08-10,mod_2,14520,Soc. Dist. + Travel Ban,solid
2020-08-10,mod_4,10136,Moderate return,solid
2020-08-10,mod_5,9645,Normal (pre-intervention),solid
2020-08-10,mod_6,7888,Cautious return,solid
2020-08-11,mod_2,14303,Soc. Dist. + Travel Ban,solid
2020-08-11,mod_4,9956,Moderate return,solid
2020-08-11,mod_5,9450,Normal (pre-intervention),solid
2020-08-11,mod_6,7825,Cautious return,solid
2020-08-12,mod_2,14047,Soc. Dist. + Travel Ban,solid
2020-08-12,mod_4,9800,Moderate return,solid
2020-08-12,mod_5,9252,Normal (pre-intervention),solid
2020-08-12,mod_6,7702,Cautious return,solid
2020-08-13,mod_2,13847,Soc. Dist. + Travel Ban,solid
2020-08-13,mod_4,9629,Moderate return,solid
2020-08-13,mod_5,9078,Normal (pre-intervention),solid
2020-08-13,mod_6,7619,Cautious return,solid
2020-08-14,mod_2,13683,Soc. Dist. + Travel Ban,solid
2020-08-14,mod_4,9453,Moderate return,solid
2020-08-14,mod_5,8892,Normal (pre-intervention),solid
2020-08-14,mod_6,7530,Cautious return,solid
2020-08-15,mod_2,13417,Soc. Dist. + Travel Ban,solid
2020-08-15,mod_4,9294,Moderate return,solid
2020-08-15,mod_5,8694,Normal (pre-intervention),solid
2020-08-15,mod_6,7429,Cautious return,solid
2020-08-16,mod_2,13271,Soc. Dist. + Travel Ban,solid
2020-08-16,mod_4,9127,Moderate return,solid
2020-08-16,mod_5,8532,Normal (pre-intervention),solid
2020-08-16,mod_6,7360,Cautious return,solid
2020-08-17,mod_2,12997,Soc. Dist. + Travel Ban,solid
2020-08-17,mod_4,8942,Moderate return,solid
2020-08-17,mod_5,8336,Normal (pre-intervention),solid
2020-08-17,mod_6,7252,Cautious return,solid
2020-08-18,mod_2,12813,Soc. Dist. + Travel Ban,solid
2020-08-18,mod_4,8814,Moderate return,solid
2020-08-18,mod_5,8196,Normal (pre-intervention),solid
2020-08-18,mod_6,7182,Cautious return,solid
2020-08-19,mod_2,12622,Soc. Dist. + Travel Ban,solid
