place,r,lower,upper,.groups
Andhra Pradesh,0.935659732379362,0.9272769251253913,0.9440797655960315,drop_last
Assam,0.8863067465666539,0.8699696370840484,0.9027939829485198,drop_last
Bihar,0.8704752129003097,0.8508898965953441,0.8902803320426828,drop_last
Chhattisgarh,1.2781082553553282,1.2574618964129702,1.2989205370766126,drop_last
Delhi,1.3722166289517321,1.3533668501630507,1.3911950335947847,drop_last
Gujarat,1.0250100082159235,1.0006129390520804,1.0496968481050333,drop_last
Haryana,1.2243194068279282,1.202969603995318,1.2458544374474927,drop_last
India,1.0817102993213337,1.0786005642314171,1.0848244494928063,drop_last
Jammu and Kashmir,1.356230922439334,1.3259533392920162,1.386845711630092,drop_last
Jharkhand,0.8620648930088528,0.8417818324143734,0.8825867797582054,drop_last
Karnataka,1.0349001202714383,1.0253468909272565,1.044497048477874,drop_last
Kerala,NA,NA,NA,drop_last
Madhya Pradesh,1.2787956788396972,1.2552006721071416,1.3026075560686836,drop_last
Maharashtra,1.1392107269969955,1.132487054723809,1.1459540307246543,drop_last
Odisha,1.1068362725666598,1.091378719917119,1.1224010289931308,drop_last
Punjab,1.3093282789201124,1.2861096771548308,1.3327518425892644,drop_last
Rajasthan,1.0803025404256543,1.057332168051667,1.1035163706033246,drop_last
Tamil Nadu,0.9655800120254412,0.9543179965025831,0.9769071774316632,drop_last
Telangana,0.9002889994959454,0.883575948615947,0.9171566580650565,drop_last
Uttar Pradesh,1.0584255757909171,1.0469222087213768,1.0699909468985052,drop_last
West Bengal,1.0357554362493884,1.0196883075033114,1.051946425805796,drop_last
