place,r,lower,upper,.groups
Andhra Pradesh,0.856942209294253,0.8480820733332913,0.8658477684253983,drop_last
Assam,0.9505751267363942,0.9322655511637195,0.969060614830446,drop_last
Bihar,0.9864846329062827,0.9640553353010223,1.0091683225650498,drop_last
Chhattisgarh,0.9445651558290762,0.9286859954806287,0.9605774412600789,drop_last
Delhi,0.905782127738764,0.8923867498555302,0.9192759900951928,drop_last
Gujarat,1.021101459989223,0.9974036411040429,1.0450736398691605,drop_last
Haryana,0.7966398268881968,0.7804532917641924,0.8129904067490336,drop_last
India,0.9396683636297019,0.9368282233115107,0.9425127437703946,drop_last
Jammu and Kashmir,0.864336021278515,0.8424207620501922,0.8865289784441772,drop_last
Jharkhand,0.9236043977377888,0.9009361070044503,0.9465504863635347,drop_last
Karnataka,0.951751474080679,0.942452103033497,0.9610959117276637,drop_last
Kerala,1.4185874971707795,1.4020008781215447,1.4352709023969408,drop_last
Madhya Pradesh,0.9805989874581645,0.9629183962820053,0.9984383068863641,drop_last
Maharashtra,0.8943729656520294,0.8886163040067027,0.9001479706930136,drop_last
Odisha,1.010519075724908,0.9968107343301812,1.0243197818418597,drop_last
Punjab,0.7609489896580297,0.7452223446623056,0.7768381548675694,drop_last
Rajasthan,1.1002248588763976,1.0786643731887704,1.1219957874088624,drop_last
Tamil Nadu,0.9972993659532103,0.9855976878348719,1.009069149886803,drop_last
Telangana,0.993848338708325,0.9748626071765499,1.0130147225255959,drop_last
Uttar Pradesh,0.8050457296737831,0.7947961019315786,0.8153602509661053,drop_last
West Bengal,1.000940021918649,0.985450189611758,1.0165489717276763,drop_last
