place,r,lower,upper
Andhra Pradesh,1.6596979827111968,1.5811035557782451,1.740203619095459
Assam,1.396763100095335,1.1820702196613002,1.6291985096843316
Bihar,1.9794116444116054,1.8080637409672837,2.1585255682727342
Chhattisgarh,2.0134068556090896,1.9633275631734441,2.0641158236971293
Delhi,1.7699632601119966,1.7148319901880544,1.8259670578514804
Gujarat,1.670394887432024,1.6320635501250143,1.7091672346550628
Haryana,1.6937806679245717,1.64088781101337,1.7475053298524252
India,1.5473081386051126,1.5406738203296528,1.553956561976657
Jammu and Kashmir,1.4085120411638887,1.3072048085754144,1.5135545421350423
Jharkhand,1.6750729184653284,1.5378648849220653,1.8181153297271844
Karnataka,1.6669995525653531,1.6308035902106701,1.703589144945261
Kerala,0.9494859917748562,0.9304768511388838,0.9686847549994402
Madhya Pradesh,1.6795857960891911,1.6372658549477708,1.7224426380434512
Maharashtra,1.5734363652123269,1.564910963297168,1.5819846723795368
Odisha,1.4763171999330116,1.3559106056924597,1.6018191771039432
Punjab,1.4889816273924672,1.4621354900419732,1.5160689588164993
Rajasthan,1.721251567537137,1.6496039022640638,1.794418789133213
Tamil Nadu,1.5301409899576568,1.4915902272587975,1.569179672670823
Telangana,1.5616338412184316,1.4872763880138617,1.6377933569939935
Uttar Pradesh,2.033600533938226,1.9481749310847913,2.120872543980705
West Bengal,1.3489692201125556,1.287803223583609,1.4115397478785667
