State,Date,Cases,Recovered,Deaths,Active,source
Chhattisgarh,13/04/2020,31,10,0,21,covid19india
Dadra and Nagar Haveli and Daman and Diu,13/04/2020,0,0,0,0,covid19india
Delhi,13/04/2020,1510,31,28,1451,covid19india
Goa,13/04/2020,7,5,0,2,covid19india
Gujarat,13/04/2020,572,54,26,492,covid19india
Haryana,13/04/2020,196,50,3,143,covid19india
Himachal Pradesh,13/04/2020,32,13,2,17,covid19india
Jammu and Kashmir,13/04/2020,270,16,4,250,covid19india
Jharkhand,13/04/2020,24,0,2,22,covid19india
Karnataka,13/04/2020,247,60,8,179,covid19india
Kerala,13/04/2020,379,198,3,178,covid19india
Ladakh,13/04/2020,17,12,0,5,covid19india
Lakshadweep,13/04/2020,0,0,0,0,covid19india
Madhya Pradesh,13/04/2020,614,51,51,512,covid19india
Maharashtra,13/04/2020,2334,229,159,1946,covid19india
Manipur,13/04/2020,2,1,0,1,covid19india
Meghalaya,13/04/2020,1,0,0,1,covid19india
Mizoram,13/04/2020,1,0,0,1,covid19india
Nagaland,13/04/2020,0,0,0,0,covid19india
Odisha,13/04/2020,55,18,1,36,covid19india
Pondicherry,13/04/2020,7,1,0,6,covid19india
Punjab,13/04/2020,176,25,12,139,covid19india
Rajasthan,13/04/2020,897,121,11,765,covid19india
Sikkim,13/04/2020,0,0,0,0,covid19india
Tamil Nadu,13/04/2020,1173,58,11,1104,covid19india
Telangana,13/04/2020,592,103,17,472,covid19india
Tripura,13/04/2020,2,0,0,2,covid19india
Uttar Pradesh,13/04/2020,558,49,5,504,covid19india
Uttarakhand,13/04/2020,35,7,0,28,covid19india
West Bengal,13/04/2020,152,29,7,116,covid19india
Andaman and Nicobar Islands,14/04/2020,11,10,0,1,covid19india
Andhra Pradesh,14/04/2020,484,16,11,457,covid19india
Arunachal Pradesh,14/04/2020,1,0,0,1,covid19india
Assam,14/04/2020,33,0,1,32,covid19india
Bihar,14/04/2020,66,29,1,36,covid19india
Chandigarh,14/04/2020,21,7,0,14,covid19india
Chhattisgarh,14/04/2020,33,13,0,20,covid19india
Dadra and Nagar Haveli and Daman and Diu,14/04/2020,0,0,0,0,covid19india
Delhi,14/04/2020,1561,31,30,1500,covid19india
Goa,14/04/2020,7,5,0,2,covid19india
Gujarat,14/04/2020,650,59,28,563,covid19india
Haryana,14/04/2020,198,54,3,141,covid19india
Himachal Pradesh,14/04/2020,33,14,2,17,covid19india
Jammu and Kashmir,14/04/2020,278,30,4,244,covid19india
Jharkhand,14/04/2020,27,0,2,25,covid19india
Karnataka,14/04/2020,260,71,10,179,covid19india
Kerala,14/04/2020,387,211,3,173,covid19india
Ladakh,14/04/2020,17,12,0,5,covid19india
Lakshadweep,14/04/2020,0,0,0,0,covid19india
Madhya Pradesh,14/04/2020,741,64,54,623,covid19india
Maharashtra,14/04/2020,2680,259,177,2244,covid19india
Manipur,14/04/2020,2,1,0,1,covid19india
Meghalaya,14/04/2020,1,0,0,1,covid19india
Mizoram,14/04/2020,1,0,0,1,covid19india
Nagaland,14/04/2020,0,0,0,0,covid19india
Odisha,14/04/2020,60,18,1,41,covid19india
Pondicherry,14/04/2020,7,1,0,6,covid19india
Punjab,14/04/2020,184,27,13,144,covid19india
Rajasthan,14/04/2020,1005,147,11,847,covid19india
Sikkim,14/04/2020,0,0,0,0,covid19india
Tamil Nadu,14/04/2020,1204,81,12,1111,covid19india
Telangana,14/04/2020,644,110,18,516,covid19india
Tripura,14/04/2020,2,0,0,2,covid19india
Uttar Pradesh,14/04/2020,660,50,8,602,covid19india
Uttarakhand,14/04/2020,37,9,0,28,covid19india
West Bengal,14/04/2020,190,36,7,147,covid19india
Andaman and Nicobar Islands,15/04/2020,11,10,0,1,covid19india
Andhra Pradesh,15/04/2020,525,20,14,491,covid19india
Arunachal Pradesh,15/04/2020,1,1,0,0,covid19india
Assam,15/04/2020,33,2,1,30,covid19india
Bihar,15/04/2020,72,29,1,42,covid19india
Chandigarh,15/04/2020,21,9,0,12,covid19india
Chhattisgarh,15/04/2020,33,17,0,16,covid19india
Dadra and Nagar Haveli and Daman and Diu,15/04/2020,0,0,0,0,covid19india
Delhi,15/04/2020,1578,41,32,1505,covid19india
Goa,15/04/2020,7,6,0,1,covid19india
Gujarat,15/04/2020,766,64,33,669,covid19india
Haryana,15/04/2020,204,56,3,145,covid19india
Himachal Pradesh,15/04/2020,35,14,2,19,covid19india
Jammu and Kashmir,15/04/2020,300,36,4,260,covid19india
Jharkhand,15/04/2020,28,0,2,26,covid19india
Karnataka,15/04/2020,279,80,12,187,covid19india
Kerala,15/04/2020,388,218,3,167,covid19india
Ladakh,15/04/2020,18,12,0,6,covid19india
Lakshadweep,15/04/2020,0,0,0,0,covid19india
Madhya Pradesh,15/04/2020,938,64,54,820,covid19india
Maharashtra,15/04/2020,2916,295,186,2435,covid19india
Manipur,15/04/2020,2,1,0,1,covid19india
Meghalaya,15/04/2020,7,0,1,6,covid19india
Mizoram,15/04/2020,1,0,0,1,covid19india
Nagaland,15/04/2020,0,0,0,0,covid19india
Odisha,15/04/2020,60,19,1,40,covid19india
Pondicherry,15/04/2020,7,1,0,6,covid19india
Punjab,15/04/2020,186,27,13,146,covid19india
Rajasthan,15/04/2020,1076,147,11,918,covid19india
Sikkim,15/04/2020,0,0,0,0,covid19india
Tamil Nadu,15/04/2020,1242,118,14,1110,covid19india
Telangana,15/04/2020,650,118,18,514,covid19india
Tripura,15/04/2020,2,1,0,1,covid19india
Uttar Pradesh,15/04/2020,735,57,11,667,covid19india
Uttarakhand,15/04/2020,37,9,0,28,covid19india
West Bengal,15/04/2020,213,37,7,169,covid19india
Andaman and Nicobar Islands,16/04/2020,11,11,0,0,covid19india
Andhra Pradesh,16/04/2020,534,20,14,500,covid19india
Arunachal Pradesh,16/04/2020,1,1,0,0,covid19india
Assam,16/04/2020,35,5,1,29,covid19india
Bihar,16/04/2020,83,37,1,45,covid19india
Chandigarh,16/04/2020,21,9,0,12,covid19india
Chhattisgarh,16/04/2020,36,23,0,13,covid19india
Dadra and Nagar Haveli and Daman and Diu,16/04/2020,0,0,0,0,covid19india
Delhi,16/04/2020,1640,52,38,1550,covid19india
Goa,16/04/2020,7,6,0,1,covid19india
Gujarat,16/04/2020,929,73,36,820,covid19india
Haryana,16/04/2020,215,64,3,148,covid19india
Himachal Pradesh,16/04/2020,35,17,2,16,covid19india
Jammu and Kashmir,16/04/2020,314,38,4,272,covid19india
Jharkhand,16/04/2020,29,0,2,27,covid19india
Karnataka,16/04/2020,315,82,13,220,covid19india
Kerala,16/04/2020,395,245,3,147,covid19india
Ladakh,16/04/2020,18,14,0,4,covid19india
Lakshadweep,16/04/2020,0,0,0,0,covid19india
Madhya Pradesh,16/04/2020,1164,70,56,1038,covid19india
Maharashtra,16/04/2020,3201,300,193,2708,covid19india
Manipur,16/04/2020,2,1,0,1,covid19india
Meghalaya,16/04/2020,9,0,1,8,covid19india
Mizoram,16/04/2020,1,0,0,1,covid19india
Nagaland,16/04/2020,0,0,0,0,covid19india
Odisha,16/04/2020,60,19,1,40,covid19india
Pondicherry,16/04/2020,7,1,0,6,covid19india
Punjab,16/04/2020,197,29,14,154,covid19india
Rajasthan,16/04/2020,1131,164,11,956,covid19india
Sikkim,16/04/2020,0,0,0,0,covid19india
Tamil Nadu,16/04/2020,1267,180,15,1072,covid19india
Telangana,16/04/2020,700,186,18,496,covid19india
Tripura,16/04/2020,2,1,0,1,covid19india
Uttar Pradesh,16/04/2020,805,68,13,724,covid19india
Uttarakhand,16/04/2020,37,9,0,28,covid19india
West Bengal,16/04/2020,231,42,10,179,covid19india
Andaman and Nicobar Islands,17/04/2020,12,11,0,1,covid19india
Andhra Pradesh,17/04/2020,572,35,14,523,covid19india
Arunachal Pradesh,17/04/2020,1,1,0,0,covid19india
Assam,17/04/2020,35,9,1,25,covid19india
Bihar,17/04/2020,85,37,1,47,covid19india
Chandigarh,17/04/2020,21,9,0,12,covid19india
Chhattisgarh,17/04/2020,36,24,0,12,covid19india
Dadra and Nagar Haveli and Daman and Diu,17/04/2020,0,0,0,0,covid19india
Delhi,17/04/2020,1707,72,42,1593,covid19india
Goa,17/04/2020,7,6,0,1,covid19india
Gujarat,17/04/2020,1099,86,41,972,covid19india
Haryana,17/04/2020,223,85,3,135,covid19india
Himachal Pradesh,17/04/2020,38,17,2,19,covid19india
Jammu and Kashmir,17/04/2020,328,42,5,281,covid19india
Jharkhand,17/04/2020,32,0,2,30,covid19india
Karnataka,17/04/2020,359,88,13,258,covid19india
Kerala,17/04/2020,396,255,3,138,covid19india
Ladakh,17/04/2020,18,14,0,4,covid19india
Lakshadweep,17/04/2020,0,0,0,0,covid19india
Madhya Pradesh,17/04/2020,1310,70,70,1170,covid19india
Maharashtra,17/04/2020,3321,331,200,2790,covid19india
Manipur,17/04/2020,2,1,0,1,covid19india
Meghalaya,17/04/2020,9,0,1,8,covid19india
Mizoram,17/04/2020,1,0,0,1,covid19india
Nagaland,17/04/2020,0,0,0,0,covid19india
Odisha,17/04/2020,60,21,1,38,covid19india
Pondicherry,17/04/2020,7,1,0,6,covid19india
Punjab,17/04/2020,211,30,14,167,covid19india
Rajasthan,17/04/2020,1229,183,17,1029,covid19india
Sikkim,17/04/2020,0,0,0,0,covid19india
Tamil Nadu,17/04/2020,1323,283,15,1025,covid19india
Telangana,17/04/2020,766,186,18,562,covid19india
Tripura,17/04/2020,2,1,0,1,covid19india
Uttar Pradesh,17/04/2020,849,82,14,753,covid19india
Uttarakhand,17/04/2020,40,9,0,31,covid19india
West Bengal,17/04/2020,255,51,10,194,covid19india
Andaman and Nicobar Islands,18/04/2020,14,11,0,3,covid19india
Andhra Pradesh,18/04/2020,603,42,16,545,covid19india
Arunachal Pradesh,18/04/2020,1,1,0,0,covid19india
Assam,18/04/2020,35,12,1,22,covid19india
Bihar,18/04/2020,86,42,2,42,covid19india
Chandigarh,18/04/2020,23,9,0,14,covid19india
Chhattisgarh,18/04/2020,36,25,0,11,covid19india
Dadra and Nagar Haveli and Daman and Diu,18/04/2020,0,0,0,0,covid19india
Delhi,18/04/2020,1893,207,43,1643,covid19india
Goa,18/04/2020,7,6,0,1,covid19india
Gujarat,18/04/2020,1376,93,53,1230,covid19india
Haryana,18/04/2020,232,99,3,130,covid19india
Himachal Pradesh,18/04/2020,39,17,2,20,covid19india
Jammu and Kashmir,18/04/2020,341,51,5,285,covid19india
Jharkhand,18/04/2020,33,0,2,31,covid19india
Karnataka,18/04/2020,384,104,14,266,covid19india
Kerala,18/04/2020,400,257,3,140,covid19india
Ladakh,18/04/2020,18,14,0,4,covid19india
Lakshadweep,18/04/2020,0,0,0,0,covid19india
Madhya Pradesh,18/04/2020,1402,127,70,1205,covid19india
Maharashtra,18/04/2020,3648,365,210,3073,covid19india
Manipur,18/04/2020,2,1,0,1,covid19india
Meghalaya,18/04/2020,11,0,1,10,covid19india
Mizoram,18/04/2020,1,0,0,1,covid19india
Nagaland,18/04/2020,0,0,0,0,covid19india
Odisha,18/04/2020,61,24,1,36,covid19india
Pondicherry,18/04/2020,7,4,0,3,covid19india
Punjab,18/04/2020,234,31,16,187,covid19india
Rajasthan,18/04/2020,1351,200,21,1130,covid19india
Sikkim,18/04/2020,0,0,0,0,covid19india
Tamil Nadu,18/04/2020,1372,365,15,992,covid19india
Telangana,18/04/2020,809,186,18,605,covid19india
Tripura,18/04/2020,2,1,0,1,covid19india
Uttar Pradesh,18/04/2020,975,108,14,853,covid19india
Uttarakhand,18/04/2020,42,9,0,33,covid19india
West Bengal,18/04/2020,287,55,12,220,covid19india
Andaman and Nicobar Islands,19/04/2020,15,11,0,4,covid19india
Andhra Pradesh,19/04/2020,647,65,17,565,covid19india
Arunachal Pradesh,19/04/2020,1,1,0,0,covid19india
Assam,19/04/2020,35,17,1,17,covid19india
Bihar,19/04/2020,96,42,2,52,covid19india
Chandigarh,19/04/2020,26,13,0,13,covid19india
Chhattisgarh,19/04/2020,36,25,0,11,covid19india
Dadra and Nagar Haveli and Daman and Diu,19/04/2020,0,0,0,0,covid19india
Delhi,19/04/2020,2003,290,45,1668,covid19india
Goa,19/04/2020,7,7,0,0,covid19india
Gujarat,19/04/2020,1743,105,63,1575,covid19india
Haryana,19/04/2020,250,103,3,144,covid19india
Himachal Pradesh,19/04/2020,39,17,2,20,covid19india
Jammu and Kashmir,19/04/2020,354,56,5,293,covid19india
Jharkhand,19/04/2020,41,0,2,39,covid19india
Karnataka,19/04/2020,390,111,16,263,covid19india
Kerala,19/04/2020,402,270,3,129,covid19india
Ladakh,19/04/2020,18,14,0,4,covid19india
Lakshadweep,19/04/2020,0,0,0,0,covid19india
Madhya Pradesh,19/04/2020,1407,131,73,1203,covid19india
Maharashtra,19/04/2020,4200,507,222,3471,covid19india
Manipur,19/04/2020,2,1,0,1,covid19india
Meghalaya,19/04/2020,11,0,1,10,covid19india
Mizoram,19/04/2020,1,0,0,1,covid19india
Nagaland,19/04/2020,0,0,0,0,covid19india
Odisha,19/04/2020,61,24,1,36,covid19india
Pondicherry,19/04/2020,7,4,0,3,covid19india
Punjab,19/04/2020,244,37,16,191,covid19india
Rajasthan,19/04/2020,1478,205,23,1250,covid19india
Sikkim,19/04/2020,0,0,0,0,covid19india
Tamil Nadu,19/04/2020,1477,411,15,1051,covid19india
Telangana,19/04/2020,858,186,21,651,covid19india
Tripura,19/04/2020,2,1,0,1,covid19india
Uttar Pradesh,19/04/2020,1100,127,17,956,covid19india
Uttarakhand,19/04/2020,44,11,0,33,covid19india
West Bengal,19/04/2020,310,62,12,236,covid19india
Andaman and Nicobar Islands,20/04/2020,16,11,0,5,covid19india
Andhra Pradesh,20/04/2020,722,92,20,610,covid19india
Arunachal Pradesh,20/04/2020,1,1,0,0,covid19india
Assam,20/04/2020,35,19,1,15,covid19india
Bihar,20/04/2020,113,42,2,69,covid19india
Chandigarh,20/04/2020,26,14,0,12,covid19india
Chhattisgarh,20/04/2020,36,25,0,11,covid19india
Dadra and Nagar Haveli and Daman and Diu,20/04/2020,0,0,0,0,covid19india
Delhi,20/04/2020,2081,431,47,1603,covid19india
Goa,20/04/2020,7,7,0,0,covid19india
Gujarat,20/04/2020,1939,131,71,1737,covid19india
Haryana,20/04/2020,251,140,3,108,covid19india
Himachal Pradesh,20/04/2020,39,17,2,20,covid19india
Jammu and Kashmir,20/04/2020,368,71,5,292,covid19india
Jharkhand,20/04/2020,46,4,2,40,covid19india
Karnataka,20/04/2020,408,112,16,280,covid19india
Kerala,20/04/2020,408,291,3,114,covid19india
Ladakh,20/04/2020,18,14,0,4,covid19india
Lakshadweep,20/04/2020,0,0,0,0,covid19india
Madhya Pradesh,20/04/2020,1485,138,77,1270,covid19india
Maharashtra,20/04/2020,4666,572,231,3863,covid19india
Manipur,20/04/2020,2,2,0,0,covid19india
Meghalaya,20/04/2020,11,0,1,10,covid19india
Mizoram,20/04/2020,1,0,0,1,covid19india
Nagaland,20/04/2020,0,0,0,0,covid19india
Odisha,20/04/2020,74,24,1,49,covid19india
Pondicherry,20/04/2020,7,4,0,3,covid19india
Punjab,20/04/2020,245,38,16,191,covid19india
Rajasthan,20/04/2020,1576,205,25,1346,covid19india
Sikkim,20/04/2020,0,0,0,0,covid19india
Tamil Nadu,20/04/2020,1520,457,17,1046,covid19india
Telangana,20/04/2020,872,186,23,663,covid19india
Tripura,20/04/2020,2,1,0,1,covid19india
Uttar Pradesh,20/04/2020,1184,140,18,1026,covid19india
Uttarakhand,20/04/2020,46,18,0,28,covid19india
West Bengal,20/04/2020,339,66,12,261,covid19india
Andaman and Nicobar Islands,21/04/2020,17,11,0,6,covid19india
Andhra Pradesh,21/04/2020,757,96,22,639,covid19india
Arunachal Pradesh,21/04/2020,1,1,0,0,covid19india
Assam,21/04/2020,35,19,1,15,covid19india
Bihar,21/04/2020,126,42,2,82,covid19india
Chandigarh,21/04/2020,27,14,0,13,covid19india
Chhattisgarh,21/04/2020,36,25,0,11,covid19india
Dadra and Nagar Haveli and Daman and Diu,21/04/2020,0,0,0,0,covid19india
Delhi,21/04/2020,2156,611,47,1498,covid19india
Goa,21/04/2020,7,7,0,0,covid19india
Gujarat,21/04/2020,2178,139,90,1949,covid19india
Haryana,21/04/2020,255,146,3,106,covid19india
Himachal Pradesh,21/04/2020,39,17,2,20,covid19india
Jammu and Kashmir,21/04/2020,380,81,5,294,covid19india
Jharkhand,21/04/2020,46,4,2,40,covid19india
Karnataka,21/04/2020,418,129,17,272,covid19india
Kerala,21/04/2020,427,307,3,117,covid19india
Ladakh,21/04/2020,18,14,0,4,covid19india
Lakshadweep,21/04/2020,0,0,0,0,covid19india
Madhya Pradesh,21/04/2020,1552,148,81,1323,covid19india
Maharashtra,21/04/2020,5218,722,250,4246,covid19india
Manipur,21/04/2020,2,2,0,0,covid19india
Meghalaya,21/04/2020,12,0,1,11,covid19india
Mizoram,21/04/2020,1,0,0,1,covid19india
Nagaland,21/04/2020,0,0,0,0,covid19india
Odisha,21/04/2020,79,30,1,48,covid19india
Pondicherry,21/04/2020,7,4,0,3,covid19india
Punjab,21/04/2020,251,49,16,186,covid19india
Rajasthan,21/04/2020,1735,274,26,1435,covid19india
Sikkim,21/04/2020,0,0,0,0,covid19india
Tamil Nadu,21/04/2020,1596,635,18,943,covid19india
Telangana,21/04/2020,928,194,23,711,covid19india
Tripura,21/04/2020,2,1,0,1,covid19india
Uttar Pradesh,21/04/2020,1337,162,21,1154,covid19india
Uttarakhand,21/04/2020,46,19,0,27,covid19india
West Bengal,21/04/2020,392,73,15,304,covid19india
Andaman and Nicobar Islands,22/04/2020,18,11,0,7,covid19india
Andhra Pradesh,22/04/2020,813,120,24,669,covid19india
Arunachal Pradesh,22/04/2020,1,1,0,0,covid19india
Assam,22/04/2020,35,19,1,15,covid19india
Bihar,22/04/2020,143,42,2,99,covid19india
Chandigarh,22/04/2020,27,14,0,13,covid19india
Chhattisgarh,22/04/2020,36,28,0,8,covid19india
Dadra and Nagar Haveli and Daman and Diu,22/04/2020,0,0,0,0,covid19india
Delhi,22/04/2020,2248,724,48,1476,covid19india
Goa,22/04/2020,7,7,0,0,covid19india
Gujarat,22/04/2020,2407,179,103,2125,covid19india
Haryana,22/04/2020,264,157,3,104,covid19india
Himachal Pradesh,22/04/2020,39,17,2,20,covid19india
Jammu and Kashmir,22/04/2020,407,92,5,310,covid19india
Jharkhand,22/04/2020,46,4,2,40,covid19india
Karnataka,22/04/2020,427,131,17,279,covid19india
Kerala,22/04/2020,438,308,3,127,covid19india
Ladakh,22/04/2020,18,14,0,4,covid19india
Lakshadweep,22/04/2020,0,0,0,0,covid19india
Madhya Pradesh,22/04/2020,1587,152,81,1354,covid19india
Maharashtra,22/04/2020,5649,789,268,4592,covid19india
Manipur,22/04/2020,2,2,0,0,covid19india
Meghalaya,22/04/2020,12,0,1,11,covid19india
Mizoram,22/04/2020,1,0,0,1,covid19india
Nagaland,22/04/2020,0,0,0,0,covid19india
Odisha,22/04/2020,83,32,1,50,covid19india
Pondicherry,22/04/2020,7,4,0,3,covid19india
Punjab,22/04/2020,278,53,16,209,covid19india
Rajasthan,22/04/2020,1888,344,27,1517,covid19india
Sikkim,22/04/2020,0,0,0,0,covid19india
Tamil Nadu,22/04/2020,1629,662,18,949,covid19india
Telangana,22/04/2020,943,194,24,725,covid19india
Tripura,22/04/2020,2,1,0,1,covid19india
Uttar Pradesh,22/04/2020,1449,173,21,1255,covid19india
Uttarakhand,22/04/2020,46,23,0,23,covid19india
West Bengal,22/04/2020,423,73,15,335,covid19india
Andaman and Nicobar Islands,23/04/2020,22,11,0,11,covid19india
Andhra Pradesh,23/04/2020,893,141,27,725,covid19india
Arunachal Pradesh,23/04/2020,1,1,0,0,covid19india
Assam,23/04/2020,36,19,1,16,covid19india
Bihar,23/04/2020,170,44,2,124,covid19india
Chandigarh,23/04/2020,27,14,0,13,covid19india
Chhattisgarh,23/04/2020,36,30,0,6,covid19india
Dadra and Nagar Haveli and Daman and Diu,23/04/2020,0,0,0,0,covid19india
Delhi,23/04/2020,2376,808,50,1518,covid19india
Goa,23/04/2020,7,7,0,0,covid19india
Gujarat,23/04/2020,2624,258,112,2254,covid19india
Haryana,23/04/2020,270,169,3,98,covid19india
Himachal Pradesh,23/04/2020,40,19,2,19,covid19india
Jammu and Kashmir,23/04/2020,434,92,5,337,covid19india
Jharkhand,23/04/2020,53,8,3,42,covid19india
Karnataka,23/04/2020,445,145,17,283,covid19india
Kerala,23/04/2020,448,316,3,129,covid19india
Ladakh,23/04/2020,18,16,0,2,covid19india
Lakshadweep,23/04/2020,0,0,0,0,covid19india
Madhya Pradesh,23/04/2020,1687,203,84,1400,covid19india
Maharashtra,23/04/2020,6427,840,282,5305,covid19india
Manipur,23/04/2020,2,2,0,0,covid19india
Meghalaya,23/04/2020,12,0,1,11,covid19india
Mizoram,23/04/2020,1,0,0,1,covid19india
Nagaland,23/04/2020,0,0,0,0,covid19india
Odisha,23/04/2020,89,33,1,55,covid19india
Pondicherry,23/04/2020,7,4,0,3,covid19india
Punjab,23/04/2020,283,66,17,200,covid19india
Rajasthan,23/04/2020,1964,451,28,1485,covid19india
Sikkim,23/04/2020,0,0,0,0,covid19india
Tamil Nadu,23/04/2020,1683,752,20,911,covid19india
Telangana,23/04/2020,970,252,25,693,covid19india
Tripura,23/04/2020,2,2,0,0,covid19india
Uttar Pradesh,23/04/2020,1510,206,24,1280,covid19india
Uttarakhand,23/04/2020,47,24,0,23,covid19india
West Bengal,23/04/2020,456,79,15,362,covid19india
Andaman and Nicobar Islands,24/04/2020,29,11,0,18,covid19india
Andhra Pradesh,24/04/2020,955,145,29,781,covid19india
Arunachal Pradesh,24/04/2020,1,1,0,0,covid19india
Assam,24/04/2020,36,19,1,16,covid19india
Bihar,24/04/2020,223,44,2,177,covid19india
Chandigarh,24/04/2020,27,15,0,12,covid19india
Chhattisgarh,24/04/2020,36,30,0,6,covid19india
Dadra and Nagar Haveli and Daman and Diu,24/04/2020,0,0,0,0,covid19india
Delhi,24/04/2020,2514,857,53,1604,covid19india
Goa,24/04/2020,7,7,0,0,covid19india
Gujarat,24/04/2020,2815,265,127,2423,covid19india
Haryana,24/04/2020,275,185,3,87,covid19india
Himachal Pradesh,24/04/2020,40,19,2,19,covid19india
Jammu and Kashmir,24/04/2020,454,109,5,340,covid19india
Jharkhand,24/04/2020,59,8,3,48,covid19india
Karnataka,24/04/2020,474,152,18,304,covid19india
Kerala,24/04/2020,451,331,4,116,covid19india
Ladakh,24/04/2020,18,16,0,2,covid19india
Lakshadweep,24/04/2020,0,0,0,0,covid19india
Madhya Pradesh,24/04/2020,1846,210,93,1543,covid19india
Maharashtra,24/04/2020,6817,957,300,5560,covid19india
Manipur,24/04/2020,2,2,0,0,covid19india
Meghalaya,24/04/2020,12,0,1,11,covid19india
Mizoram,24/04/2020,1,0,0,1,covid19india
Nagaland,24/04/2020,0,0,0,0,covid19india
Odisha,24/04/2020,94,33,1,60,covid19india
Pondicherry,24/04/2020,7,4,0,3,covid19india
Punjab,24/04/2020,298,70,17,211,covid19india
Rajasthan,24/04/2020,2034,493,32,1509,covid19india
Sikkim,24/04/2020,0,0,0,0,covid19india
Tamil Nadu,24/04/2020,1755,866,22,867,covid19india
Telangana,24/04/2020,983,291,25,667,covid19india
Tripura,24/04/2020,2,2,0,0,covid19india
Uttar Pradesh,24/04/2020,1621,226,25,1370,covid19india
Uttarakhand,24/04/2020,48,25,0,23,covid19india
West Bengal,24/04/2020,514,103,18,393,covid19india
Andaman and Nicobar Islands,25/04/2020,33,11,0,22,covid19india
Andhra Pradesh,25/04/2020,1016,171,31,814,covid19india
Arunachal Pradesh,25/04/2020,1,1,0,0,covid19india
Assam,25/04/2020,36,19,1,16,covid19india
Bihar,25/04/2020,251,45,2,204,covid19india
Chandigarh,25/04/2020,28,15,0,13,covid19india
Chhattisgarh,25/04/2020,37,32,0,5,covid19india
Dadra and Nagar Haveli and Daman and Diu,25/04/2020,0,0,0,0,covid19india
Delhi,25/04/2020,2625,869,54,1702,covid19india
Goa,25/04/2020,7,7,0,0,covid19india
Gujarat,25/04/2020,3071,282,133,2656,covid19india
Haryana,25/04/2020,287,190,3,94,covid19india
Himachal Pradesh,25/04/2020,40,23,2,15,covid19india
Jammu and Kashmir,25/04/2020,494,112,6,376,covid19india
Jharkhand,25/04/2020,67,8,3,56,covid19india
Karnataka,25/04/2020,500,158,18,324,covid19india
Kerala,25/04/2020,458,338,4,116,covid19india
Ladakh,25/04/2020,20,16,0,4,covid19india
Lakshadweep,25/04/2020,0,0,0,0,covid19india
Madhya Pradesh,25/04/2020,1945,281,100,1564,covid19india
Maharashtra,25/04/2020,7628,1076,322,6230,covid19india
Manipur,25/04/2020,2,2,0,0,covid19india
Meghalaya,25/04/2020,12,0,1,11,covid19india
Mizoram,25/04/2020,1,0,0,1,covid19india
Nagaland,25/04/2020,0,0,0,0,covid19india
Odisha,25/04/2020,100,34,1,65,covid19india
Pondicherry,25/04/2020,8,4,0,4,covid19india
Punjab,25/04/2020,308,72,17,219,covid19india
Rajasthan,25/04/2020,2083,513,34,1536,covid19india
Sikkim,25/04/2020,0,0,0,0,covid19india
Tamil Nadu,25/04/2020,1821,960,23,838,covid19india
Telangana,25/04/2020,990,307,25,658,covid19india
Tripura,25/04/2020,2,2,0,0,covid19india
Uttar Pradesh,25/04/2020,1793,261,27,1505,covid19india
Uttarakhand,25/04/2020,48,26,0,22,covid19india
West Bengal,25/04/2020,571,103,18,450,covid19india
Andaman and Nicobar Islands,26/04/2020,33,11,0,22,covid19india
Andhra Pradesh,26/04/2020,1097,231,31,835,covid19india
Arunachal Pradesh,26/04/2020,1,1,0,0,covid19india
Assam,26/04/2020,36,27,1,8,covid19india
Bihar,26/04/2020,277,56,2,219,covid19india
Chandigarh,26/04/2020,36,17,0,19,covid19india
Chhattisgarh,26/04/2020,37,32,0,5,covid19india
Dadra and Nagar Haveli and Daman and Diu,26/04/2020,0,0,0,0,covid19india
Delhi,26/04/2020,2918,877,54,1987,covid19india
Goa,26/04/2020,7,7,0,0,covid19india
Gujarat,26/04/2020,3301,313,151,2837,covid19india
Haryana,26/04/2020,296,198,3,95,covid19india
Himachal Pradesh,26/04/2020,40,23,2,15,covid19india
Jammu and Kashmir,26/04/2020,523,137,6,380,covid19india
Jharkhand,26/04/2020,82,13,3,66,covid19india
Karnataka,26/04/2020,503,182,19,302,covid19india
Kerala,26/04/2020,469,342,4,123,covid19india
Ladakh,26/04/2020,20,16,0,4,covid19india
Lakshadweep,26/04/2020,0,0,0,0,covid19india
Madhya Pradesh,26/04/2020,2090,302,104,1684,covid19india
Maharashtra,26/04/2020,8068,1188,341,6539,covid19india
Manipur,26/04/2020,2,2,0,0,covid19india
Meghalaya,26/04/2020,12,0,1,11,covid19india
Mizoram,26/04/2020,1,0,0,1,covid19india
Nagaland,26/04/2020,0,0,0,0,covid19india
Odisha,26/04/2020,103,35,1,67,covid19india
Pondicherry,26/04/2020,8,4,0,4,covid19india
Punjab,26/04/2020,322,84,18,220,covid19india
Rajasthan,26/04/2020,2185,629,41,1515,covid19india
Sikkim,26/04/2020,0,0,0,0,covid19india
Tamil Nadu,26/04/2020,1885,1020,24,841,covid19india
Telangana,26/04/2020,1001,316,25,660,covid19india
Tripura,26/04/2020,2,2,0,0,covid19india
Uttar Pradesh,26/04/2020,1873,327,30,1516,covid19india
Uttarakhand,26/04/2020,51,26,0,25,covid19india
West Bengal,26/04/2020,611,105,20,486,covid19india
Andaman and Nicobar Islands,27/04/2020,33,11,0,22,covid19india
Andhra Pradesh,27/04/2020,1177,235,31,911,covid19india
Arunachal Pradesh,27/04/2020,1,1,0,0,covid19india
Assam,27/04/2020,36,27,1,8,covid19india
