State,Date,Cases,Recovered,Deaths,Active,source
Odisha,07/02/2021,335620,332948,1962,710,covid19india
Pondicherry,07/02/2021,39294,38326,654,314,covid19india
Punjab,07/02/2021,174649,166746,5642,2261,covid19india
Rajasthan,07/02/2021,318193,313957,2772,1464,covid19india
Sikkim,07/02/2021,6124,5811,135,178,covid19india
Tamil Nadu,07/02/2021,841797,825025,12383,4389,covid19india
Telangana,07/02/2021,295071,292032,1610,1429,covid19india
Tripura,07/02/2021,33351,32909,388,54,covid19india
Uttar Pradesh,07/02/2021,601385,588818,8687,3880,covid19india
Uttarakhand,07/02/2021,96493,92554,1668,2271,covid19india
West Bengal,07/02/2021,571371,556370,10207,4794,covid19india
Andaman and Nicobar Islands,08/02/2021,5001,4923,62,16,covid19india
Andhra Pradesh,08/02/2021,888485,880363,7160,962,covid19india
Arunachal Pradesh,08/02/2021,16831,16770,56,5,covid19india
Assam,08/02/2021,217127,214473,1090,1564,covid19india
Bihar,08/02/2021,261355,259054,1517,784,covid19india
Chandigarh,08/02/2021,21133,20623,341,169,covid19india
Chhattisgarh,08/02/2021,307790,299856,3744,4190,covid19india
Dadra and Nagar Haveli and Daman and Diu,08/02/2021,3377,3329,2,46,covid19india
Delhi,08/02/2021,636160,624182,10882,1096,covid19india
Goa,08/02/2021,53937,52432,772,733,covid19india
Gujarat,08/02/2021,263675,257121,4395,2159,covid19india
Haryana,08/02/2021,268507,264607,3029,871,covid19india
Himachal Pradesh,08/02/2021,57925,56480,972,473,covid19india
Jammu and Kashmir,08/02/2021,124952,122415,1944,593,covid19india
Jharkhand,08/02/2021,119030,117539,1078,413,covid19india
Karnataka,08/02/2021,942846,924655,12246,5945,covid19india
Kerala,08/02/2021,972181,902622,3884,65675,covid19india
Ladakh,08/02/2021,9753,9552,130,71,covid19india
Lakshadweep,08/02/2021,154,74,0,80,covid19india
Madhya Pradesh,08/02/2021,256591,250727,3824,2040,covid19india
Maharashtra,08/02/2021,2052201,1955084,51229,45888,covid19india
Manipur,08/02/2021,29128,28672,373,83,covid19india
Meghalaya,08/02/2021,13839,13462,148,229,covid19india
Mizoram,08/02/2021,4383,4353,9,21,covid19india
Nagaland,08/02/2021,12123,11837,82,204,covid19india
Odisha,08/02/2021,335692,333031,1963,698,covid19india
Pondicherry,08/02/2021,39320,38354,655,311,covid19india
Punjab,08/02/2021,174841,166991,5653,2197,covid19india
Rajasthan,08/02/2021,318294,314050,2774,1470,covid19india
Sikkim,08/02/2021,6124,5814,135,175,covid19india
Tamil Nadu,08/02/2021,842261,825520,12387,4354,covid19india
Telangana,08/02/2021,295172,292229,1611,1332,covid19india
Tripura,08/02/2021,33351,32909,388,54,covid19india
Uttar Pradesh,08/02/2021,601455,589322,8691,3442,covid19india
Uttarakhand,08/02/2021,96536,92696,1671,2169,covid19india
West Bengal,08/02/2021,571490,556649,10209,4632,covid19india
Andaman and Nicobar Islands,09/02/2021,5003,4923,62,18,covid19india
Andhra Pradesh,09/02/2021,888555,880478,7160,917,covid19india
Arunachal Pradesh,09/02/2021,16831,16771,56,4,covid19india
Assam,09/02/2021,217154,214490,1091,1573,covid19india
Bihar,09/02/2021,261447,259174,1518,755,covid19india
Chandigarh,09/02/2021,21154,20644,342,168,covid19india
Chhattisgarh,09/02/2021,307996,300078,3746,4172,covid19india
Dadra and Nagar Haveli and Daman and Diu,09/02/2021,3377,3329,2,46,covid19india
Delhi,09/02/2021,636260,624326,10882,1052,covid19india
Goa,09/02/2021,53996,52530,774,692,covid19india
Gujarat,09/02/2021,263909,257474,4396,2039,covid19india
Haryana,09/02/2021,268600,264712,3033,855,covid19india
Himachal Pradesh,09/02/2021,57993,56552,975,466,covid19india
Jammu and Kashmir,09/02/2021,125007,122470,1944,593,covid19india
Jharkhand,09/02/2021,119091,117574,1078,439,covid19india
Karnataka,09/02/2021,943212,925168,12248,5796,covid19india
Kerala,09/02/2021,977395,909097,3903,64395,covid19india
Ladakh,09/02/2021,9758,9569,130,59,covid19india
Lakshadweep,09/02/2021,166,90,0,76,covid19india
Madhya Pradesh,09/02/2021,256758,250946,3826,1986,covid19india
Maharashtra,09/02/2021,2054716,1957638,51264,45814,covid19india
Manipur,09/02/2021,29135,28687,373,75,covid19india
Meghalaya,09/02/2021,13846,13466,148,232,covid19india
Mizoram,09/02/2021,4386,4356,9,21,covid19india
Nagaland,09/02/2021,12129,11840,82,207,covid19india
Odisha,09/02/2021,335797,333139,1963,695,covid19india
Pondicherry,09/02/2021,39355,38391,655,309,covid19india
Punjab,09/02/2021,175026,167203,5661,2162,covid19india
Rajasthan,09/02/2021,318384,314175,2774,1435,covid19india
Sikkim,09/02/2021,6124,5818,135,171,covid19india
Tamil Nadu,09/02/2021,842730,826011,12391,4328,covid19india
Telangana,09/02/2021,295321,292415,1612,1294,covid19india
Tripura,09/02/2021,33352,32911,388,53,covid19india
Uttar Pradesh,09/02/2021,601562,589565,8691,3306,covid19india
Uttarakhand,09/02/2021,96590,92763,1673,2154,covid19india
West Bengal,09/02/2021,571636,556925,10215,4496,covid19india
Andaman and Nicobar Islands,10/02/2021,5003,4923,62,18,covid19india
Andhra Pradesh,10/02/2021,888605,880599,7161,845,covid19india
Arunachal Pradesh,10/02/2021,16831,16771,56,4,covid19india
Assam,10/02/2021,217165,214507,1091,1567,covid19india
Bihar,10/02/2021,261511,259234,1520,757,covid19india
Chandigarh,10/02/2021,21171,20670,343,158,covid19india
Chhattisgarh,10/02/2021,308218,300390,3755,4073,covid19india
Dadra and Nagar Haveli and Daman and Diu,10/02/2021,3377,3329,2,46,covid19india
Delhi,10/02/2021,636387,624457,10884,1046,covid19india
Goa,10/02/2021,54068,52594,776,698,covid19india
Gujarat,10/02/2021,264164,257969,4396,1799,covid19india
Haryana,10/02/2021,268677,264819,3033,825,covid19india
Himachal Pradesh,10/02/2021,58076,56601,976,499,covid19india
Jammu and Kashmir,10/02/2021,125052,122502,1945,605,covid19india
Jharkhand,10/02/2021,119136,117616,1081,439,covid19india
Karnataka,10/02/2021,943627,925490,12251,5886,covid19india
Kerala,10/02/2021,983375,914842,3921,64612,covid19india
Ladakh,10/02/2021,9762,9572,130,60,covid19india
Lakshadweep,10/02/2021,181,115,0,66,covid19india
Madhya Pradesh,10/02/2021,256899,251121,3828,1950,covid19india
Maharashtra,10/02/2021,2058167,1960059,51294,46814,covid19india
Manipur,10/02/2021,29146,28726,373,47,covid19india
Meghalaya,10/02/2021,13877,13470,148,259,covid19india
Mizoram,10/02/2021,4388,4359,9,20,covid19india
Nagaland,10/02/2021,12131,11843,82,206,covid19india
Odisha,10/02/2021,335889,333220,1963,706,covid19india
Pondicherry,10/02/2021,39374,38423,656,295,covid19india
Punjab,10/02/2021,175255,167383,5675,2197,covid19india
Rajasthan,10/02/2021,318491,314264,2777,1450,covid19india
Sikkim,10/02/2021,6125,5821,135,169,covid19india
Tamil Nadu,10/02/2021,843209,826504,12396,4309,covid19india
Telangana,10/02/2021,295478,292578,1613,1287,covid19india
Tripura,10/02/2021,33352,32911,388,53,covid19india
Uttar Pradesh,10/02/2021,601683,589731,8696,3256,covid19india
Uttarakhand,10/02/2021,96625,92873,1674,2078,covid19india
West Bengal,10/02/2021,571815,557208,10220,4387,covid19india
Andaman and Nicobar Islands,11/02/2021,5003,4923,62,18,covid19india
Andhra Pradesh,11/02/2021,888692,880678,7161,853,covid19india
Arunachal Pradesh,11/02/2021,16832,16771,56,5,covid19india
Assam,11/02/2021,217175,214530,1091,1554,covid19india
Bihar,11/02/2021,261568,259347,1521,700,covid19india
Chandigarh,11/02/2021,21184,20700,344,140,covid19india
Chhattisgarh,11/02/2021,308472,301238,3759,3475,covid19india
Dadra and Nagar Haveli and Daman and Diu,11/02/2021,3377,3329,2,46,covid19india
Delhi,11/02/2021,636529,624592,10886,1051,covid19india
Goa,11/02/2021,54113,52653,776,684,covid19india
Gujarat,11/02/2021,264449,258271,4398,1780,covid19india
Haryana,11/02/2021,268783,264900,3034,849,covid19india
Himachal Pradesh,11/02/2021,58112,56631,977,504,covid19india
Jammu and Kashmir,11/02/2021,125117,122542,1947,628,covid19india
Jharkhand,11/02/2021,119181,117669,1081,431,covid19india
Karnataka,11/02/2021,944057,925830,12258,5969,covid19india
Kerala,11/02/2021,988656,920534,3937,64185,covid19india
Ladakh,11/02/2021,9762,9580,130,52,covid19india
Lakshadweep,11/02/2021,187,116,0,71,covid19india
Madhya Pradesh,11/02/2021,257068,251320,3829,1919,covid19india
Maharashtra,11/02/2021,2058819,1966166,51319,41334,covid19india
Manipur,11/02/2021,29153,28729,373,51,covid19india
Meghalaya,11/02/2021,13884,13475,148,261,covid19india
Mizoram,11/02/2021,4390,4361,9,20,covid19india
Nagaland,11/02/2021,12138,11848,82,208,covid19india
Odisha,11/02/2021,335984,333280,1963,741,covid19india
Pondicherry,11/02/2021,39399,38445,656,298,covid19india
Punjab,11/02/2021,175561,167570,5682,2309,covid19india
Rajasthan,11/02/2021,318602,314438,2779,1385,covid19india
Sikkim,11/02/2021,6127,5821,135,171,covid19india
Tamil Nadu,11/02/2021,843690,826994,12402,4294,covid19india
Telangana,11/02/2021,295624,292696,1613,1315,covid19india
Tripura,11/02/2021,33352,32913,388,51,covid19india
Uttar Pradesh,11/02/2021,601898,589882,8696,3320,covid19india
Uttarakhand,11/02/2021,96673,92950,1676,2047,covid19india
West Bengal,11/02/2021,572032,557494,10225,4313,covid19india
Andaman and Nicobar Islands,12/02/2021,5003,4925,62,16,covid19india
Andhra Pradesh,12/02/2021,888760,880784,7162,814,covid19india
Arunachal Pradesh,12/02/2021,16832,16771,56,5,covid19india
Assam,12/02/2021,217183,214542,1091,1550,covid19india
Bihar,12/02/2021,261646,259433,1522,691,covid19india
Chandigarh,12/02/2021,21203,20717,344,142,covid19india
Chhattisgarh,12/02/2021,308701,301648,3766,3287,covid19india
Dadra and Nagar Haveli and Daman and Diu,12/02/2021,3379,3329,2,48,covid19india
Delhi,12/02/2021,636670,624728,10889,1053,covid19india
Goa,12/02/2021,54152,52780,777,595,covid19india
Gujarat,12/02/2021,264717,258552,4399,1766,covid19india
Haryana,12/02/2021,268887,265014,3035,838,covid19india
Himachal Pradesh,12/02/2021,58142,56648,978,516,covid19india
Jammu and Kashmir,12/02/2021,125208,122626,1948,634,covid19india
Jharkhand,12/02/2021,119217,117720,1081,416,covid19india
Karnataka,12/02/2021,944437,926235,12266,5936,covid19india
Kerala,12/02/2021,994053,925866,3955,64232,covid19india
Ladakh,12/02/2021,9763,9583,130,50,covid19india
Lakshadweep,12/02/2021,188,116,0,72,covid19india
Madhya Pradesh,12/02/2021,257229,251538,3830,1861,covid19india
Maharashtra,12/02/2021,2062489,1968588,51355,42546,covid19india
Manipur,12/02/2021,29164,28737,373,54,covid19india
Meghalaya,12/02/2021,13885,13478,148,259,covid19india
Mizoram,12/02/2021,4391,4363,9,19,covid19india
Nagaland,12/02/2021,12139,11861,82,196,covid19india
Odisha,12/02/2021,336042,333351,1963,728,covid19india
Pondicherry,12/02/2021,39418,38476,656,286,covid19india
Punjab,12/02/2021,175807,167732,5690,2385,covid19india
Rajasthan,12/02/2021,318710,314523,2780,1407,covid19india
Sikkim,12/02/2021,6130,5825,135,170,covid19india
Tamil Nadu,12/02/2021,844173,827480,12408,4285,covid19india
Telangana,12/02/2021,295767,292848,1614,1305,covid19india
Tripura,12/02/2021,33352,32915,388,49,covid19india
Uttar Pradesh,12/02/2021,602001,590071,8698,3232,covid19india
Uttarakhand,12/02/2021,96722,93013,1678,2031,covid19india
West Bengal,12/02/2021,572220,557758,10229,4233,covid19india
Andaman and Nicobar Islands,13/02/2021,5005,4929,62,14,covid19india
Andhra Pradesh,13/02/2021,888814,880855,7162,797,covid19india
Arunachal Pradesh,13/02/2021,16832,16772,56,4,covid19india
Assam,13/02/2021,217186,214570,1092,1524,covid19india
Bihar,13/02/2021,261690,259513,1524,653,covid19india
Chandigarh,13/02/2021,21220,20752,345,123,covid19india
Chhattisgarh,13/02/2021,308930,301904,3771,3255,covid19india
Dadra and Nagar Haveli and Daman and Diu,13/02/2021,3379,3329,2,48,covid19india
Delhi,13/02/2021,636796,624866,10889,1041,covid19india
Goa,13/02/2021,54193,52831,778,584,covid19india
Gujarat,13/02/2021,264996,258835,4399,1762,covid19india
Haryana,13/02/2021,268969,265084,3039,846,covid19india
Himachal Pradesh,13/02/2021,58201,56686,979,536,covid19india
Jammu and Kashmir,13/02/2021,125268,122703,1949,616,covid19india
Jharkhand,13/02/2021,119258,117749,1082,427,covid19india
Karnataka,13/02/2021,944856,926665,12270,5921,covid19india
Kerala,13/02/2021,999524,931701,3971,63852,covid19india
Ladakh,13/02/2021,9765,9586,130,49,covid19india
Lakshadweep,13/02/2021,224,131,0,93,covid19india
Madhya Pradesh,13/02/2021,257423,251765,3830,1828,covid19india
Maharashtra,13/02/2021,2066100,1970361,51393,44346,covid19india
Manipur,13/02/2021,29181,28744,373,64,covid19india
Meghalaya,13/02/2021,13890,13481,148,261,covid19india
Mizoram,13/02/2021,4392,4363,9,20,covid19india
Nagaland,13/02/2021,12146,11868,82,196,covid19india
Odisha,13/02/2021,336101,333451,1963,687,covid19india
Pondicherry,13/02/2021,39442,38500,656,286,covid19india
Punjab,13/02/2021,176067,167953,5694,2420,covid19india
Rajasthan,13/02/2021,318820,314630,2781,1409,covid19india
Sikkim,13/02/2021,6130,5827,135,168,covid19india
Tamil Nadu,13/02/2021,844650,827962,12413,4275,covid19india
Telangana,13/02/2021,295918,293033,1614,1271,covid19india
Tripura,13/02/2021,33352,32915,388,49,covid19india
Uttar Pradesh,13/02/2021,602089,590292,8699,3098,covid19india
Uttarakhand,13/02/2021,96766,93060,1680,2026,covid19india
West Bengal,13/02/2021,572405,558015,10230,4160,covid19india
Andaman and Nicobar Islands,14/02/2021,5005,4929,62,14,covid19india
Andhra Pradesh,14/02/2021,888869,880972,7162,735,covid19india
Arunachal Pradesh,14/02/2021,16832,16773,56,3,covid19india
Assam,14/02/2021,217191,214585,1092,1514,covid19india
Bihar,14/02/2021,261741,259591,1525,625,covid19india
Chandigarh,14/02/2021,21238,20765,346,127,covid19india
Chhattisgarh,14/02/2021,309099,302069,3772,3258,covid19india
Dadra and Nagar Haveli and Daman and Diu,14/02/2021,3379,3329,2,48,covid19india
Delhi,14/02/2021,636946,625024,10891,1031,covid19india
Goa,14/02/2021,54235,52910,779,546,covid19india
Gujarat,14/02/2021,265243,259105,4400,1738,covid19india
Haryana,14/02/2021,269046,265154,3039,853,covid19india
Himachal Pradesh,14/02/2021,58222,56818,981,423,covid19india
Jammu and Kashmir,14/02/2021,125341,122768,1951,622,covid19india
Jharkhand,14/02/2021,119299,117778,1083,438,covid19india
Karnataka,14/02/2021,945270,927151,12272,5847,covid19india
Kerala,14/02/2021,1004136,936393,3986,63757,covid19india
Ladakh,14/02/2021,9767,9592,130,45,covid19india
Lakshadweep,14/02/2021,233,133,0,100,covid19india
Madhya Pradesh,14/02/2021,257646,251970,3835,1841,covid19india
Maharashtra,14/02/2021,2070192,1971716,51433,47043,covid19india
Manipur,14/02/2021,29194,28748,373,73,covid19india
Meghalaya,14/02/2021,13895,13503,148,244,covid19india
Mizoram,14/02/2021,4392,4366,9,17,covid19india
Nagaland,14/02/2021,12152,11877,82,193,covid19india
Odisha,14/02/2021,336174,333554,1963,657,covid19india
Pondicherry,14/02/2021,39450,38533,657,260,covid19india
Punjab,14/02/2021,176301,168157,5697,2447,covid19india
Rajasthan,14/02/2021,318923,314733,2781,1409,covid19india
Sikkim,14/02/2021,6132,5832,135,165,covid19india
Tamil Nadu,14/02/2021,845120,828441,12419,4260,covid19india
Telangana,14/02/2021,296064,293210,1616,1238,covid19india
Tripura,14/02/2021,33352,32916,388,48,covid19india
Uttar Pradesh,14/02/2021,602190,590448,8702,3040,covid19india
Uttarakhand,14/02/2021,96820,93061,1680,2079,covid19india
West Bengal,14/02/2021,572595,558277,10232,4086,covid19india
Andaman and Nicobar Islands,15/02/2021,5005,4929,62,14,covid19india
Andhra Pradesh,15/02/2021,888899,881041,7163,695,covid19india
Arunachal Pradesh,15/02/2021,16833,16774,56,3,covid19india
Assam,15/02/2021,217202,214601,1094,1507,covid19india
Bihar,15/02/2021,261785,259670,1527,588,covid19india
Chandigarh,15/02/2021,21264,20789,346,129,covid19india
Chhattisgarh,15/02/2021,309373,302557,3777,3039,covid19india
Dadra and Nagar Haveli and Daman and Diu,15/02/2021,3379,3329,2,48,covid19india
Delhi,15/02/2021,637087,625158,10893,1036,covid19india
Goa,15/02/2021,54275,52969,781,525,covid19india
Gujarat,15/02/2021,265492,259385,4400,1707,covid19india
Haryana,15/02/2021,269154,265211,3039,904,covid19india
Himachal Pradesh,15/02/2021,58243,56852,981,410,covid19india
Jammu and Kashmir,15/02/2021,125405,122837,1951,617,covid19india
Jharkhand,15/02/2021,119337,117811,1085,441,covid19india
Karnataka,15/02/2021,945638,927581,12274,5783,covid19india
Kerala,15/02/2021,1007020,941466,3999,61555,covid19india
Ladakh,15/02/2021,9773,9595,130,48,covid19india
Lakshadweep,15/02/2021,234,140,0,94,covid19india
Madhya Pradesh,15/02/2021,257849,252164,3839,1846,covid19india
Maharashtra,15/02/2021,2073557,1974821,51456,47280,covid19india
Manipur,15/02/2021,29202,28755,373,74,covid19india
Meghalaya,15/02/2021,13895,13524,148,223,covid19india
Mizoram,15/02/2021,4392,4367,10,15,covid19india
Nagaland,15/02/2021,12152,11892,82,178,covid19india
Odisha,15/02/2021,336262,333637,1964,661,covid19india
Pondicherry,15/02/2021,39470,38574,658,238,covid19india
Punjab,15/02/2021,176523,168374,5707,2442,covid19india
Rajasthan,15/02/2021,319005,314859,2781,1365,covid19india
Sikkim,15/02/2021,6132,5834,135,163,covid19india
Tamil Nadu,15/02/2021,845575,828918,12425,4232,covid19india
Telangana,15/02/2021,296163,293379,1618,1166,covid19india
Tripura,15/02/2021,33352,32916,388,48,covid19india
Uttar Pradesh,15/02/2021,602248,590570,8704,2974,covid19india
Uttarakhand,15/02/2021,96867,93160,1680,2027,covid19india
West Bengal,15/02/2021,572728,558535,10233,3960,covid19india
Andaman and Nicobar Islands,16/02/2021,5009,4934,62,13,covid19india
Andhra Pradesh,16/02/2021,888959,881181,7163,615,covid19india
Arunachal Pradesh,16/02/2021,16833,16774,56,3,covid19india
Assam,16/02/2021,217207,214615,1094,1498,covid19india
Bihar,16/02/2021,261841,259748,1528,565,covid19india
Chandigarh,16/02/2021,21293,20813,347,133,covid19india
Chhattisgarh,16/02/2021,309623,302935,3783,2905,covid19india
Dadra and Nagar Haveli and Daman and Diu,16/02/2021,3379,3332,2,45,covid19india
Delhi,16/02/2021,637181,625268,10894,1019,covid19india
Goa,16/02/2021,54323,53035,784,504,covid19india
Gujarat,16/02/2021,265755,259656,4401,1698,covid19india
Haryana,16/02/2021,269240,265380,3040,820,covid19india
Himachal Pradesh,16/02/2021,58262,56899,981,382,covid19india
Jammu and Kashmir,16/02/2021,125463,122883,1951,629,covid19india
Jharkhand,16/02/2021,119369,117850,1084,435,covid19india
Karnataka,16/02/2021,946076,927925,12280,5871,covid19india
Kerala,16/02/2021,1011957,946905,4017,61035,covid19india
Ladakh,16/02/2021,9779,9601,130,48,covid19india
Lakshadweep,16/02/2021,251,155,0,96,covid19india
Madhya Pradesh,16/02/2021,258082,252385,3842,1855,covid19india
Maharashtra,16/02/2021,2077220,1977521,51495,48204,covid19india
Manipur,16/02/2021,29211,28757,373,81,covid19india
Meghalaya,16/02/2021,13897,13554,148,195,covid19india
Mizoram,16/02/2021,4395,4368,10,17,covid19india
Nagaland,16/02/2021,12153,11908,84,161,covid19india
Odisha,16/02/2021,336322,333700,1965,657,covid19india
Pondicherry,16/02/2021,39490,38617,658,215,covid19india
Punjab,16/02/2021,176770,168572,5712,2486,covid19india
Rajasthan,16/02/2021,319065,315027,2781,1257,covid19india
Sikkim,16/02/2021,6135,5835,135,165,covid19india
Tamil Nadu,16/02/2021,846026,829388,12432,4206,covid19india
Telangana,16/02/2021,296292,293540,1619,1133,covid19india
Tripura,16/02/2021,33352,32916,388,48,covid19india
Uttar Pradesh,16/02/2021,602353,590787,8704,2862,covid19india
Uttarakhand,16/02/2021,96920,93256,1682,1982,covid19india
West Bengal,16/02/2021,572879,558790,10235,3854,covid19india
Andaman and Nicobar Islands,17/02/2021,5010,4935,62,13,covid19india
Andhra Pradesh,17/02/2021,889010,881238,7165,607,covid19india
Arunachal Pradesh,17/02/2021,16833,16774,56,3,covid19india
Assam,17/02/2021,217228,214628,1095,1505,covid19india
Bihar,17/02/2021,261879,259830,1529,520,covid19india
Chandigarh,17/02/2021,21322,20832,348,142,covid19india
Chhattisgarh,17/02/2021,309934,303137,3788,3009,covid19india
Dadra and Nagar Haveli and Daman and Diu,17/02/2021,3381,3332,2,47,covid19india
Delhi,17/02/2021,637315,625343,10894,1078,covid19india
Goa,17/02/2021,54369,53074,786,509,covid19india
Gujarat,17/02/2021,266033,259929,4402,1702,covid19india
Haryana,17/02/2021,269322,265454,3041,827,covid19india
Himachal Pradesh,17/02/2021,58296,56949,981,366,covid19india
Jammu and Kashmir,17/02/2021,125547,122939,1951,657,covid19india
Jharkhand,17/02/2021,119414,117889,1084,441,covid19india
Karnataka,17/02/2021,946454,928462,12283,5709,covid19india
Kerala,17/02/2021,1016849,951737,4033,61079,covid19india
Ladakh,17/02/2021,9782,9604,130,48,covid19india
Lakshadweep,17/02/2021,261,161,0,100,covid19india
Madhya Pradesh,17/02/2021,258333,252628,3843,1862,covid19india
Maharashtra,17/02/2021,2082007,1981374,51535,49098,covid19india
Manipur,17/02/2021,29221,28759,373,89,covid19india
Meghalaya,17/02/2021,13898,13577,148,173,covid19india
Mizoram,17/02/2021,4396,4369,10,17,covid19india
Nagaland,17/02/2021,12153,11913,84,156,covid19india
Odisha,17/02/2021,336397,333788,1965,644,covid19india
Pondicherry,17/02/2021,39508,38644,660,204,covid19india
Punjab,17/02/2021,177111,168751,5722,2638,covid19india
Rajasthan,17/02/2021,319166,315135,2782,1249,covid19india
Sikkim,17/02/2021,6135,5836,135,164,covid19india
Tamil Nadu,17/02/2021,846480,829850,12438,4192,covid19india
Telangana,17/02/2021,296440,293690,1620,1130,covid19india
Tripura,17/02/2021,33354,32916,388,50,covid19india
Uttar Pradesh,17/02/2021,602410,591013,8707,2690,covid19india
Uttarakhand,17/02/2021,96964,93309,1683,1972,covid19india
West Bengal,17/02/2021,573012,559039,10237,3736,covid19india
Andaman and Nicobar Islands,18/02/2021,5010,4935,62,13,covid19india
Andhra Pradesh,18/02/2021,889077,881292,7166,619,covid19india
Arunachal Pradesh,18/02/2021,16836,16775,56,5,covid19india
Assam,18/02/2021,217242,214639,1096,1507,covid19india
Bihar,18/02/2021,261942,259898,1531,513,covid19india
Chandigarh,18/02/2021,21352,20854,348,150,covid19india
Chhattisgarh,18/02/2021,310210,303415,3790,3005,covid19india
Dadra and Nagar Haveli and Daman and Diu,18/02/2021,3381,3332,2,47,covid19india
Delhi,18/02/2021,637445,625496,10896,1053,covid19india
Goa,18/02/2021,54421,53125,786,510,covid19india
Gujarat,18/02/2021,266296,260199,4402,1695,covid19india
Haryana,18/02/2021,269405,265548,3042,815,covid19india
Himachal Pradesh,18/02/2021,58312,57018,981,313,covid19india
Jammu and Kashmir,18/02/2021,125634,122992,1954,688,covid19india
Jharkhand,18/02/2021,119452,117926,1084,442,covid19india
Karnataka,18/02/2021,946860,928768,12289,5803,covid19india
Kerala,18/02/2021,1021433,956930,4047,60456,covid19india
Ladakh,18/02/2021,9783,9605,130,48,covid19india
Lakshadweep,18/02/2021,263,164,0,99,covid19india
Madhya Pradesh,18/02/2021,258574,252821,3845,1908,covid19india
Maharashtra,18/02/2021,2087434,1983917,51573,51944,covid19india
Manipur,18/02/2021,29223,28769,373,81,covid19india
Meghalaya,18/02/2021,13899,13601,148,150,covid19india
Mizoram,18/02/2021,4399,4372,10,17,covid19india
Nagaland,18/02/2021,12154,11919,85,150,covid19india
Odisha,18/02/2021,336460,333888,1966,606,covid19india
Pondicherry,18/02/2021,39528,38667,660,201,covid19india
Punjab,18/02/2021,177379,168920,5732,2727,covid19india
Rajasthan,18/02/2021,319270,315212,2783,1275,covid19india
Sikkim,18/02/2021,6140,5837,135,168,covid19india
Tamil Nadu,18/02/2021,846937,830320,12444,4173,covid19india
Telangana,18/02/2021,296603,293791,1622,1190,covid19india
Tripura,18/02/2021,33356,32917,388,51,covid19india
Uttar Pradesh,18/02/2021,602553,591269,8711,2573,covid19india
Uttarakhand,18/02/2021,97005,93339,1684,1982,covid19india
West Bengal,18/02/2021,573193,559282,10239,3672,covid19india
Andaman and Nicobar Islands,19/02/2021,5010,4939,62,9,covid19india
Andhra Pradesh,19/02/2021,889156,881369,7167,620,covid19india
Arunachal Pradesh,19/02/2021,16836,16775,56,5,covid19india
Assam,19/02/2021,217265,214658,1096,1511,covid19india
Bihar,19/02/2021,262009,259973,1532,504,covid19india
Chandigarh,19/02/2021,21371,20867,348,156,covid19india
Chhattisgarh,19/02/2021,310469,303637,3793,3039,covid19india
Dadra and Nagar Haveli and Daman and Diu,19/02/2021,3381,3332,2,47,covid19india
Delhi,19/02/2021,637603,625653,10897,1053,covid19india
Goa,19/02/2021,54466,53181,787,498,covid19india
Gujarat,19/02/2021,266562,260476,4403,1683,covid19india
Haryana,19/02/2021,269498,265642,3042,814,covid19india
Himachal Pradesh,19/02/2021,58344,57053,981,310,covid19india
Jammu and Kashmir,19/02/2021,125715,123059,1954,702,covid19india
Jharkhand,19/02/2021,119503,117977,1084,442,covid19india
Karnataka,19/02/2021,947246,929059,12294,5893,covid19india
Kerala,19/02/2021,1025938,961784,4062,60092,covid19india
Ladakh,19/02/2021,9785,9614,130,41,covid19india
Lakshadweep,19/02/2021,272,178,0,94,covid19india
Madhya Pradesh,19/02/2021,258871,253071,3847,1953,covid19india
Maharashtra,19/02/2021,2093546,1986076,51617,55853,covid19india
Manipur,19/02/2021,29228,28772,373,83,covid19india
Meghalaya,19/02/2021,13904,13623,148,133,covid19india
Mizoram,19/02/2021,4405,4373,10,22,covid19india
Nagaland,19/02/2021,12154,11928,85,141,covid19india
Odisha,19/02/2021,336513,333980,1967,566,covid19india
Pondicherry,19/02/2021,39542,38701,662,179,covid19india
Punjab,19/02/2021,177762,169134,5740,2888,covid19india
Rajasthan,19/02/2021,319363,315310,2784,1269,covid19india
Sikkim,19/02/2021,6141,5842,135,164,covid19india
Tamil Nadu,19/02/2021,847385,830787,12451,4147,covid19india
Telangana,19/02/2021,296768,293940,1623,1205,covid19india
Tripura,19/02/2021,33356,32917,388,51,covid19india
Uttar Pradesh,19/02/2021,602592,591359,8712,2521,covid19india
Uttarakhand,19/02/2021,97031,93407,1686,1938,covid19india
West Bengal,19/02/2021,573387,559520,10242,3625,covid19india
Andaman and Nicobar Islands,20/02/2021,5010,4940,62,8,covid19india
Andhra Pradesh,20/02/2021,889210,881439,7167,604,covid19india
Arunachal Pradesh,20/02/2021,16836,16775,56,5,covid19india
Assam,20/02/2021,217281,214676,1096,1509,covid19india
Bihar,20/02/2021,262066,260030,1534,502,covid19india
Chandigarh,20/02/2021,21397,20879,349,169,covid19india
Chhattisgarh,20/02/2021,310732,303835,3795,3102,covid19india
Dadra and Nagar Haveli and Daman and Diu,20/02/2021,3381,3332,2,47,covid19india
Delhi,20/02/2021,637755,625832,10898,1025,covid19india
Goa,20/02/2021,54523,53243,787,493,covid19india
Gujarat,20/02/2021,266820,260746,4403,1671,covid19india
Haryana,20/02/2021,269609,265750,3042,817,covid19india
Himachal Pradesh,20/02/2021,58366,57121,981,264,covid19india
Jammu and Kashmir,20/02/2021,125783,123129,1954,700,covid19india
Jharkhand,20/02/2021,119540,118022,1084,434,covid19india
