place,r,lower,upper
Andhra Pradesh,1.546249764785808,1.534534819517559,1.558008918327949
Assam,1.8242352374852633,1.7939111532476308,1.8548107479210731
Bihar,1.355313100225649,1.3448884690661553,1.3657774440968078
Chhattisgarh,1.0257674076185572,1.0184883124811448,1.033072066951389
Delhi,1.0730502377542834,1.0669839988655903,1.0791334388965794
Gujarat,1.2425091263987587,1.2333761846046085,1.2516752933422906
Haryana,1.4271995084182463,1.415838848505919,1.4386049991630927
India,1.2560843142014282,1.2542547548364738,1.2579151893081093
Jharkhand,1.2723735098361058,1.2581979862650574,1.286627375200471
Karnataka,1.5637889823282642,1.556389527082987,1.5712057968132969
Kerala,1.5718038442191589,1.5639675454125315,1.5796595170339807
Madhya Pradesh,1.0965015485056453,1.0880696152540543,1.104965579876715
Maharashtra,0.9892018063522269,0.9857429162885109,0.9926666710729917
Odisha,1.5193174452959837,1.5035411376002639,1.535175182317413
Punjab,1.27014095292562,1.2563015788396976,1.284055102831924
Rajasthan,1.3632492221215697,1.3539178714183486,1.3726121878455977
Tamil Nadu,1.4152186512917593,1.405526592121001,1.4249436084864653
Telangana,1.4315272478845582,1.4173535043991805,1.4457706116930118
Uttar Pradesh,1.142872552290163,1.137427517201906,1.14833041442659
Uttarakhand,1.5354058796376242,1.516995100659658,1.5539263856830463
West Bengal,1.5528778488733523,1.5421452789095262,1.563647168868116
