place,r,lower,upper
Andhra Pradesh,1.3162383205379682,1.2067626721268738,1.4304076419415888
Assam,0.9844072018670236,0.7956390334360444,1.1930950092440078
Bihar,0.6355471588886993,0.5442844226660508,0.7337884150682885
Chhattisgarh,0.9810539993213714,0.9261483630607028,1.03751992553861
Delhi,1.3083115329684583,1.2348318507570106,1.3838910608595254
Gujarat,1.287738090100684,1.235848394788758,1.340681071552111
Haryana,1.5363564820490505,1.4450854478876,1.6304041244737912
India,1.114691318510362,1.1070079635805152,1.122400901862573
Jammu and Kashmir,1.0341009431497705,0.9368825774323913,1.136052722691658
Jharkhand,1.002262939247753,0.8775526623306776,1.1351512463746842
Karnataka,1.1804374482692186,1.1351271342923717,1.2266236197988136
Kerala,0.7585626982867355,0.7461612079772363,0.7710651519906649
Madhya Pradesh,1.2512602077578272,1.1960866011990903,1.3076624054438488
Maharashtra,1.247754734149577,1.236007913667034,1.2595564379183668
Odisha,1.1209678007431665,1.0165902108224498,1.2303749940597222
Punjab,1.5702835245892615,1.5204051387954827,1.6209615701755011
Rajasthan,1.4036633723099803,1.3059658504913565,1.5048553670728144
Tamil Nadu,1.0577662019407186,1.0163315461189377,1.1000174023703075
Telangana,0.9182042662547073,0.8560746408802132,0.9824802466011897
Uttar Pradesh,0.9320022062006103,0.852678637489973,1.0148095611521921
West Bengal,1.102196356139955,1.036354783527834,1.1700385009797523
