place,r,lower,upper,.groups
Andhra Pradesh,0.9866418242945217,0.9780659442622924,0.9952546221364856,drop_last
Assam,0.9405797919560814,0.9239529972734576,0.9573529081550655,drop_last
Bihar,0.8675614710118683,0.8487440572928948,0.8865824511507461,drop_last
Chhattisgarh,1.3599123961889468,1.336471386641701,1.383554645699514,drop_last
Delhi,1.4743936562500293,1.4524611417865751,1.4964891236800748,drop_last
Gujarat,1.0366627754047932,1.0118628468975521,1.061758775182979,drop_last
Haryana,1.3531867047047677,1.3286211735116749,1.377974328032398,drop_last
India,1.123434327503697,1.120158525493028,1.1267148482523666,drop_last
Jharkhand,1.0020590151514848,0.9802102714073095,1.0241459351463755,drop_last
Karnataka,1.0113249887541027,1.0018266383503378,1.0208675569103225,drop_last
Kerala,NA,NA,NA,drop_last
Madhya Pradesh,1.2465539835658233,1.2217055849615215,1.2716495508018673,drop_last
Maharashtra,1.2594421903746977,1.2518887905155252,1.2670180150554753,drop_last
Odisha,1.1375953672501418,1.1213453065723533,1.1539607287404043,drop_last
Punjab,1.2876233503122752,1.2629393755674232,1.3125437370514657,drop_last
Rajasthan,1.080522047039077,1.0570210078588955,1.104277903786941,drop_last
Tamil Nadu,0.9548923760110561,0.9438282134208135,0.9660201260325239,drop_last
Telangana,0.9364129713112873,0.9196501065602588,0.953325140749207,drop_last
Uttar Pradesh,1.1290105060305524,1.1167292180689565,1.1413580497058344,drop_last
West Bengal,1.024312179128854,1.008230921502402,1.0405189132390633,drop_last
