place,r,lower,upper
Andhra Pradesh,2.0409175437920597,1.9638458828970795,2.1194984711834275
Assam,1.4686889782383965,1.263052251173151,1.68971477046109
Bihar,2.1164398144408687,1.9652811015659897,2.2732509000955607
Chhattisgarh,2.0569595879541476,2.014432575881398,2.0999325687788755
Delhi,1.9239639897826997,1.8733641315084795,1.975238045101284
Gujarat,1.59563455924126,1.5623764931689057,1.6292391366428225
Haryana,1.645422872258006,1.599306295660163,1.692188913982729
India,1.5073467531920297,1.5014304255249893,1.5132745987520928
Jammu and Kashmir,1.4501979572631643,1.3549951917152194,1.5486082284670946
Jharkhand,2.017991606679422,1.88546107894542,2.1551192609068957
Karnataka,1.6394651177456707,1.6076991873852045,1.6715397990835954
Kerala,1.0000330297258007,0.980222398430355,1.0200392375999507
Madhya Pradesh,1.7162372175941683,1.67829080782185,1.754605049543997
Maharashtra,1.4759174670111601,1.4684983495024209,1.4833550696281792
Odisha,1.7306802852062655,1.6103643841575808,1.8553327530901154
Punjab,1.350471357179728,1.3271735232434672,1.373969208866451
Rajasthan,1.8399228168867785,1.7742768705290484,1.9067569924139742
Tamil Nadu,1.5948250378027735,1.5590684858779753,1.630983941005739
Telangana,1.5916253735707058,1.5233901329163297,1.6613406669371014
Uttar Pradesh,2.200707998420965,2.1255148490616733,2.277215730531615
West Bengal,1.5014989376832653,1.441162700530908,1.5630671931805125
