place,r,lower,upper,.groups
Andhra Pradesh,0.8403372770009236,0.7964904605829555,0.8853441940842296,drop_last
Assam,0.6527337553016119,0.5683141554729612,0.742961996390978,drop_last
Bihar,0.7994738286125406,0.764541857533547,0.8351764475105629,drop_last
Chhattisgarh,0.9193466001231684,0.8941701486751694,0.9448677832969345,drop_last
Delhi,0.6676114424740723,0.6418173064629143,0.6939076027521957,drop_last
Gujarat,0.8310636656919939,0.8040510631372951,0.8585165848121612,drop_last
Haryana,0.6572340693846366,0.6226007376623011,0.6927929800229403,drop_last
India,0.8911391005614131,0.8853942282974518,0.8969023013903876,drop_last
Jammu and Kashmir,0.7494595265841912,0.7019471493603648,0.7985238589359905,drop_last
Jharkhand,0.9250313173984164,0.8638928414448136,0.9882344634841544,drop_last
Karnataka,0.8834764063311893,0.8562512817919888,0.9111219555706381,drop_last
Kerala,1.0017868504035383,0.9894369951323813,1.0142123052723095,drop_last
Madhya Pradesh,0.7971695298055964,0.7715392019933555,0.8232132167858108,drop_last
Maharashtra,1.098789694853581,1.082955563400797,1.1147372477929085,drop_last
Odisha,0.7897320536399198,0.7449011255299379,0.8358581729466341,drop_last
Punjab,0.8062270401242948,0.7617601774788438,0.8519388763449599,drop_last
Rajasthan,0.6501457073783495,0.6252884436579678,0.6754827943948571,drop_last
Tamil Nadu,0.8754911162537767,0.8496891722786993,0.9016738213081154,drop_last
Telangana,0.8193036392096836,0.7816012557111254,0.8578837264112922,drop_last
Uttar Pradesh,0.8088713184364835,0.785168161452592,0.832925267362538,drop_last
West Bengal,0.676408144051107,0.6569070634018278,0.696191530895874,drop_last
