place,r,lower,upper
Andhra Pradesh,1.5915290799103399,1.511678823120232,1.6734284364538794
Assam,1.3680345213806093,1.1516055654945108,1.602883750093361
Bihar,1.8880119441868646,1.7137216949148006,2.0707384369375066
Chhattisgarh,2.000329747691299,1.9475709935556904,2.0537919658363686
Delhi,1.6838005286559066,1.6281799399615684,1.7403558923297484
Gujarat,1.6704514482672668,1.630676294957709,1.710702605062765
Haryana,1.6844698162308065,1.6297551814208884,1.7400829659380537
India,1.5455417065538033,1.538698086977141,1.5524003703154625
Jammu and Kashmir,1.3990487499413409,1.2958826703736208,1.5061216384907379
Jharkhand,1.6105782204340442,1.4715226518551743,1.7558600275946352
Karnataka,1.6684833121384968,1.630844647821136,1.7065479122537728
Kerala,0.9225045187393665,0.9039415882272241,0.9412536013279933
Madhya Pradesh,1.6555607758132012,1.6119619041055044,1.6997384623940686
Maharashtra,1.5899206353658353,1.5810420426239864,1.5988238465898446
Odisha,1.3869036335930682,1.2683593257083077,1.5107146442284025
Punjab,1.5186492465287376,1.4906643002431375,1.5468916387035376
Rajasthan,1.6603540399534804,1.5876532600887538,1.7346800081046239
Tamil Nadu,1.5023364861920836,1.4630393740212062,1.542150236500635
Telangana,1.514365639595873,1.4392731144731463,1.5913585695958636
Uttar Pradesh,1.9748538673650908,1.8863825282193896,2.065365231483544
West Bengal,1.3170495311097847,1.2555449691397118,1.3800100066583982
