place,r,lower,upper
Andhra Pradesh,1.83142341182154,1.8146719281936978,1.84825141322732
Assam,2.5069528620800248,2.4520024964913034,2.5625150941936137
Bihar,1.9237513749666595,1.9072403800589814,1.9403329251264556
Chhattisgarh,1.1391167073460098,1.1310435961461067,1.1472181445172247
Delhi,1.5370300095336238,1.5285074725484864,1.5455759181856832
Gujarat,1.5930378398145966,1.5804446558202654,1.605680425114613
Haryana,1.685601337872305,1.6699976785623003,1.7012769433018144
India,1.4689256192823983,1.4665953633644624,1.4712577032924825
Jammu and Kashmir,1.579864597615096,1.5478960891297036,1.6121565380795193
Jharkhand,1.6326141116975748,1.612831393006579,1.6525162665649658
Karnataka,1.7620770312153167,1.7518851071335817,1.7722983271772321
Kerala,2.1066041512903175,2.0938783435535457,2.1193683772663143
Madhya Pradesh,1.4205365074180483,1.4095071250820292,1.431608289933668
Maharashtra,1.073887103411073,1.0701960214946586,1.0775844525281206
Odisha,1.973270423839075,1.9488542374855913,1.997837698334583
Punjab,1.3638374043727468,1.3474053078339483,1.3803680184396647
Rajasthan,1.8509817217458446,1.836778187797725,1.8652394855126426
Tamil Nadu,1.5269817292152574,1.5147997052070612,1.539212045358558
Telangana,1.6901547913782027,1.6706372428470273,1.7097846070348601
Uttar Pradesh,1.5842592113013834,1.576511748746084,1.5920254322460512
West Bengal,1.7703004862968736,1.7553672752779788,1.7852966018143275
