place,r,lower,upper,.groups
Andhra Pradesh,0.7700700837246913,0.7333794261512611,0.8076447516373856,drop_last
Assam,0.7148945760849653,0.6428319417536972,0.7907537851423478,drop_last
Bihar,0.971408125654001,0.9351924653057556,1.0083028603965034,drop_last
Chhattisgarh,0.8141649909241481,0.7928547454374913,0.8357543184593741,drop_last
Delhi,0.5958516096486116,0.5774729782210893,0.6145151849033512,drop_last
Gujarat,0.8503154132553072,0.825793211963673,0.8751917051253241,drop_last
Haryana,0.6087141073851708,0.583533788682223,0.6344208424025491,drop_last
India,0.8575108838050208,0.8523735258669435,0.8626634822191654,drop_last
Jammu and Kashmir,0.8006610800459119,0.7573552073368551,0.8451557102211688,drop_last
Jharkhand,0.8972353353314434,0.8394382788913051,0.9569306193117252,drop_last
Karnataka,0.8434133951755843,0.8194716902614023,0.8676958107308244,drop_last
Kerala,0.9497571853715313,0.9379509220425658,0.9616363560408524,drop_last
Madhya Pradesh,0.8914811773343374,0.866771996851827,0.9165329484109415,drop_last
Maharashtra,0.8872026036428912,0.8736300728504487,0.9008783769008822,drop_last
Odisha,0.8820041747804627,0.838671130903904,0.9264143078931203,drop_last
Punjab,0.7792549577381798,0.7417874049172911,0.817635267909331,drop_last
Rajasthan,0.7982474481213016,0.774888294253873,0.8219491436717528,drop_last
Tamil Nadu,0.9106317742518966,0.8859053425958325,0.9356938551036592,drop_last
Telangana,0.8635900447440368,0.8290756578439367,0.8988025829037627,drop_last
Uttar Pradesh,0.834850854292402,0.8124149840517519,0.8575881244175763,drop_last
West Bengal,0.7055313597820468,0.6893585571694407,0.7218895779829447,drop_last
