place,r,lower,upper
Andaman and Nicobar Islands,0.7408509810024683,0.34806567615192774,1.27994104246839
Andhra Pradesh,0.9957601929751826,0.976386557392567,1.01532157036488
Arunachal Pradesh,0.750931337794935,0.7113549462691915,0.7915649290399159
Assam,0.7940531110135021,0.7728041779284059,0.8155864359983952
Bihar,0.741213421862896,0.6500702048715091,0.8382532103687088
Chandigarh,0.7570623748013589,0.45096764300162256,1.1414055310880322
Chhattisgarh,0.9068406776368435,0.8429873584941521,0.9730049654408006
Dadra and Nagar Haveli,0.556783066570516,0.2844627382087604,0.9192126702160943
Delhi,1.0028547871375382,0.8932170099619503,1.1187506756180596
Goa,0.9208949823239111,0.8409625293587158,1.0044059960339486
Gujarat,0.7554569555990627,0.6187907765331274,0.9055697229729643
Haryana,0.8102375333306122,0.668356516884384,0.9656127330513162
Himachal Pradesh,1.4799751911828267,1.392643627159536,1.5699439766035945
India,1.0056754977597702,1.0012781582676038,1.01008233994405
Jammu and Kashmir,1.0295995396816502,0.9538252461999236,1.108229170312784
Jharkhand,0.8180544748508972,0.6909204673951344,0.9557874024356793
Karnataka,1.0220421623977618,1.000580084848789,1.0437288588880085
Kerala,1.0952330150849232,1.0885294088677535,1.1019569201753654
Ladakh,1.308405243407889,0.9404261442056681,1.7368309908092145
Lakshadweep,1.0076033731274283,0.745200693401347,1.3097847666235904
Madhya Pradesh,0.9151388631995627,0.7358104087448497,1.113758566880707
Maharashtra,0.9513138873429177,0.9408883341223552,0.9617960977579882
Manipur,0.7667039886024397,0.7423064221827406,0.7914906708692133
Meghalaya,0.9260640744759775,0.891435632431017,0.9613434385082333
Mizoram,0.9391078486497951,0.9101412803617664,0.9685220238109459
Nagaland,1.074371002318725,0.981237085636519,1.1716793108847103
Odisha,0.7757020230062981,0.7568373987716396,0.7947958407561166
Pondicherry,0.9185004501256945,0.8343573167949272,1.0066305415948316
Punjab,0.8251555893705026,0.7227438261097001,0.9342830990209358
Rajasthan,0.9171957247272464,0.7495445057870608,1.101565154049466
Sikkim,0.8149699371378901,0.763503272103994,0.8680967159777411
Tamil Nadu,1.0265548848038386,1.0063276476631127,1.0469805950068845
Telangana,0.9378777998444118,0.9040533950237556,0.9723147734201447
Tripura,0.7172990582208368,0.6774279077954171,0.7582948836496235
Uttar Pradesh,0.9023800367700374,0.783526661102441,1.0295099087657962
Uttarakhand,0.7942842078762005,0.6908205213750651,0.9049678388526441
West Bengal,0.9733335815708772,0.9420086155235935,1.0051638781145291
