stat	value
thetaS_last_obs_p_mean	0.9859605
thetaI_last_obs_p_mean	0.00314824
thetaR_last_obs_p_mean	0.01089121
thetaS_last_obs_p_ci_low	0.9854722
thetaS_last_obs_p_ci_med	0.9859611
thetaS_last_obs_p_ci_up	0.9864448
thetaI_last_obs_p_ci_low	0.00291322
thetaI_last_obs_p_ci_med	0.003147315
thetaI_last_obs_p_ci_up	0.003390016
thetaR_last_obs_p_ci_low	0.01046885
thetaR_last_obs_p_ci_med	0.01089073
thetaR_last_obs_p_ci_up	0.01131682
R0_p_mean	1.406147
R0_p_ci_low	1.112813
R0_p_ci_med	1.378968
R0_p_ci_up	1.870093
gamma_p_mean	0.06029257
gamma_p_ci_low	0.03047391
gamma_p_ci_med	0.0602888
gamma_p_ci_up	0.09007976
beta_p_mean	0.08309597
beta_p_ci_low	0.04841071
beta_p_ci_med	0.08320421
beta_p_ci_up	0.1172445
incidence_mean	0.2213981
incidence_ci_low	0.04338376
incidence_ci_median	0.200645
incidence_ci_up	0.5053724
thetaI_tp1_mean	0.02536998
thetaI_tp1_ci_low	0.004059178
thetaI_tp1_ci_med	0.02087316
thetaI_tp1_ci_up	0.07241122
thetaR_tp1_mean	0.07792483
thetaR_tp1_ci_low	0.02734571
thetaR_tp1_ci_med	0.06950104
thetaR_tp1_ci_up	0.1765404
Y_tp1_mean	0.02536962
Y_tp1_ci_low	0.004048812
Y_tp1_ci_med	0.02088326
Y_tp1_ci_up	0.07245638
R_tp1_mean	0.07792212
R_tp1_ci_low	0.02733165
R_tp1_ci_med	0.06949715
R_tp1_ci_up	0.1766155
thetaI_tp2_mean	NA
thetaI_tp2_ci_low	NA
thetaI_tp2_ci_med	NA
thetaI_tp2_ci_up	NA
thetaR_tp2_mean	NA
thetaR_tp2_ci_low	NA
thetaR_tp2_ci_med	NA
thetaR_tp2_ci_up	NA
Y_tp2_mean	NA
Y_tp2_ci_low	NA
Y_tp2_ci_med	NA
Y_tp2_ci_up	NA
R_tp2_mean	NA
R_tp2_ci_low	NA
R_tp2_ci_med	NA
R_tp2_ci_up	NA
thetaR_max_mean	0.1859936
thetaR_max_ci_low	0.0425985
thetaR_max_ci_med	0.1663304
thetaR_max_ci_up	0.4317637
cumInf_mean	0.2263525
cumInf_ci_low	0.0496612
cumInf_ci_med	0.2055075
cumInf_ci_up	0.5097541
dthetaI_tp1_date	09/22/21
first_tp_mean	08/24/21
first_tp_ci_low	05/06/21
first_tp_ci_med	09/18/21
first_tp_ci_up	11/16/21
dthetaI_tp2_date	09/22/21
second_tp_mean	09/06/21
second_tp_ci_low	05/09/21
second_tp_ci_med	10/08/21
second_tp_ci_up	11/16/21
end_p_mean	11/15/21
end_p_ci_low	11/16/21
end_p_ci_med	11/16/21
end_p_ci_up	11/16/21
begin_str	05/01/2021
