place,r,lower,upper
Andhra Pradesh,1.918958157715751,1.8408320524223258,1.9987307071277818
Assam,1.4550032849220527,1.2453484871608713,1.6808556389362248
Bihar,2.079609439971698,1.9206368304135761,2.24492055450377
Chhattisgarh,2.0466377068198724,2.0017434009407316,2.092032794957226
Delhi,1.8924791513810733,1.8398939677482578,1.945805166188282
Gujarat,1.6298759238981118,1.5948881130003392,1.6652393247585213
Haryana,1.6663859809406834,1.6179920775605667,1.7154859195445011
India,1.5259309430392027,1.5197700048032372,1.5321042078115685
Jammu and Kashmir,1.4245615642833849,1.3275958504289127,1.5249073730651022
Jharkhand,1.8889842261684646,1.7548279048453526,2.028155722003278
Karnataka,1.6471560144821333,1.6139792572990916,1.6806675269927789
Kerala,0.9841050792573148,0.9645165293892757,1.0038878975051098
Madhya Pradesh,1.7118016501577022,1.6723051360000878,1.7517561930899588
Maharashtra,1.5135641984029264,1.505781478543169,1.521366738036606
Odisha,1.646351323899077,1.5251747578031487,1.7721517947634051
Punjab,1.4023594002955344,1.377902890727819,1.4270281219805199
Rajasthan,1.8083568113733595,1.7403398042281122,1.8776721623864563
Tamil Nadu,1.5773503614273996,1.540574203390577,1.6145569525160013
Telangana,1.6058689981043763,1.534882084371124,1.6784447967791327
Uttar Pradesh,2.1590990738686484,2.080009128011517,2.239671630924393
West Bengal,1.4416172014609319,1.3809682958873706,1.503558866644371
