place,r,lower,upper
Andhra Pradesh,1.5755744750680232,1.4869163755884809,1.6667729657250074
Assam,1.227263325562662,1.0154624452645327,1.4589554601412686
Bihar,1.5316593397395302,1.3633321936034943,1.7099227875184362
Chhattisgarh,1.9025623078477063,1.8430292968845223,1.9630450071038599
Delhi,1.4645087180292018,1.4079332813701284,1.5221939572801653
Gujarat,1.5672748277571587,1.5247932222647615,1.6103378496401404
Haryana,1.5777292816765318,1.5190969161732661,1.637468193659494
India,1.477276257787223,1.4699975138556107,1.4845728699819223
Jammu and Kashmir,1.2856295217615572,1.1821417883945222,1.3934260535984444
Jharkhand,1.435140626577191,1.2949135621655765,1.5825634431354076
Karnataka,1.620552540365435,1.5793167036737983,1.6623177287097568
Kerala,0.8339503246581159,0.8170000908929366,0.8510723194929933
Madhya Pradesh,1.574263333149835,1.5271445160033295,1.6220929216209896
Maharashtra,1.567763833800677,1.558022726310026,1.5775351380579512
Odisha,1.1361657371247755,1.0268241192783154,1.250992484885459
Punjab,1.5103969070666354,1.4798226757976634,1.541281576329274
Rajasthan,1.4378350415706873,1.3646732962453005,1.512897412381808
Tamil Nadu,1.3998709336160275,1.3590428270702002,1.441297915251166
Telangana,1.3322692308591608,1.257571367277797,1.4091082550045817
Uttar Pradesh,1.7493260551605092,1.6546648150978422,1.8466203130105425
West Bengal,1.235327638607282,1.1730253040086112,1.2992234121552182
