place,r,lower,upper
Andhra Pradesh,1.5628403610263757,1.5518865067148164,1.5738325402028774
Assam,1.6357535234453142,1.609972678634714,1.6617367294400427
Bihar,1.2541202187956833,1.244626294792904,1.2636497300078937
Chhattisgarh,0.9975605654615969,0.990428165201097,1.0047182035753819
Delhi,1.0324755736469373,1.0266147694371461,1.0383528364722514
Gujarat,1.1395794150326868,1.1311699713327559,1.1480195759542546
Haryana,1.3459743889275584,1.3355806683635987,1.356407878993463
India,1.2004641540150578,1.1987423990935644,1.202187127845281
Jharkhand,1.1792953290088057,1.1662215460507517,1.1924409911607006
Karnataka,1.4901506909041395,1.4834429876195343,1.4968733492205164
Kerala,1.439234636030039,1.4323000114226296,1.4461857979738946
Madhya Pradesh,1.0388401673722703,1.0307856202893408,1.0469256315333744
Maharashtra,0.9659852041459323,0.9625686142515881,0.9694077655703977
Odisha,1.4466522253814473,1.4323129249343856,1.461062152500676
Punjab,1.2044618125536846,1.191505768629796,1.2174869638587207
Rajasthan,1.262173077897056,1.253676219249042,1.2706982443203116
Tamil Nadu,1.377877396577349,1.3688332129062557,1.3869510052349894
Telangana,1.2760951869563988,1.263514913980248,1.2887369611951138
Uttar Pradesh,1.0389720937665685,1.033922999163724,1.044033321219072
Uttarakhand,1.4084897309512285,1.3921021659082582,1.424971896089377
West Bengal,1.4126265679114387,1.403127122477334,1.4221576276906045
