place,r,lower,upper,.groups
Andhra Pradesh,0.6752750092031667,0.6600988451585199,0.6906221103403926,drop_last
Assam,0.668838845805252,0.6276050390820884,0.7113765599778369,drop_last
Bihar,0.7839535711324085,0.755841805437348,0.8125747555781929,drop_last
Chhattisgarh,0.8071556254628965,0.788136242815377,0.8263999754794417,drop_last
Delhi,1.0126114326661375,1.001760982897774,1.0235197301899417,drop_last
Gujarat,1.075566547992681,1.047210949786373,1.1042956923818272,drop_last
Haryana,1.1520127994168723,1.1316281558208863,1.1725770117571768,drop_last
India,0.8979745168983527,0.8940905814367538,0.9018667677261893,drop_last
Jammu and Kashmir,1.028459765800236,0.989889839941944,1.067756683966681,drop_last
Jharkhand,0.7313165882853395,0.6892669424530085,0.7745984150911779,drop_last
Karnataka,0.7144081971378644,0.7004074551684942,0.7285462995384426,drop_last
Kerala,0.8662685170860882,0.85603672169104,0.8765603363994916,drop_last
Madhya Pradesh,1.138322801840585,1.1058745202016433,1.171233858901758,drop_last
Maharashtra,0.7850640987775567,0.7740392459759304,0.7961660763073131,drop_last
Odisha,0.7224612158562269,0.7021423922366877,0.743067218237149,drop_last
Punjab,NA,NA,NA,drop_last
Rajasthan,1.1252010738507292,1.1038233989254225,1.1467809947361725,drop_last
Tamil Nadu,0.8426071431029344,0.8260796359198349,0.8592963204117114,drop_last
Telangana,0.7334063322745662,0.7129142995806551,0.7541859876943224,drop_last
Uttar Pradesh,0.987260596010275,0.9677804752224635,1.0069323098457392,drop_last
West Bengal,0.9376208425367225,0.924117231521229,0.9512211042436308,drop_last
