Dates,variable,value,color,type
2020-08-19,mod_4,9708,Moderate return,solid
2020-08-19,mod_5,8960,Normal (pre-intervention),solid
2020-08-19,mod_6,7871,Cautious return,solid
2020-08-20,mod_2,14523,Soc. Dist. + Travel Ban,solid
2020-08-20,mod_4,9555,Moderate return,solid
2020-08-20,mod_5,8757,Normal (pre-intervention),solid
2020-08-20,mod_6,7761,Cautious return,solid
2020-08-21,mod_2,14346,Soc. Dist. + Travel Ban,solid
2020-08-21,mod_4,9372,Moderate return,solid
2020-08-21,mod_5,8627,Normal (pre-intervention),solid
2020-08-21,mod_6,7705,Cautious return,solid
2020-08-22,mod_2,14070,Soc. Dist. + Travel Ban,solid
2020-08-22,mod_4,9239,Moderate return,solid
2020-08-22,mod_5,8463,Normal (pre-intervention),solid
2020-08-22,mod_6,7560,Cautious return,solid
2020-08-23,mod_2,13925,Soc. Dist. + Travel Ban,solid
2020-08-23,mod_4,9094,Moderate return,solid
2020-08-23,mod_5,8260,Normal (pre-intervention),solid
2020-08-23,mod_6,7514,Cautious return,solid
2020-08-24,mod_2,13675,Soc. Dist. + Travel Ban,solid
2020-08-24,mod_4,8957,Moderate return,solid
2020-08-24,mod_5,8108,Normal (pre-intervention),solid
2020-08-24,mod_6,7382,Cautious return,solid
2020-08-25,mod_2,13505,Soc. Dist. + Travel Ban,solid
2020-08-25,mod_4,8780,Moderate return,solid
2020-08-25,mod_5,7943,Normal (pre-intervention),solid
2020-08-25,mod_6,7278,Cautious return,solid
2020-08-26,mod_2,13272,Soc. Dist. + Travel Ban,solid
2020-08-26,mod_4,8653,Moderate return,solid
2020-08-26,mod_5,7763,Normal (pre-intervention),solid
2020-08-26,mod_6,7197,Cautious return,solid
2020-08-27,mod_2,13043,Soc. Dist. + Travel Ban,solid
2020-08-27,mod_4,8526,Moderate return,solid
2020-08-27,mod_5,7649,Normal (pre-intervention),solid
2020-08-27,mod_6,7169,Cautious return,solid
2020-08-28,mod_2,12888,Soc. Dist. + Travel Ban,solid
2020-08-28,mod_4,8392,Moderate return,solid
2020-08-28,mod_5,7480,Normal (pre-intervention),solid
2020-08-28,mod_6,7058,Cautious return,solid
2020-08-29,mod_2,12662,Soc. Dist. + Travel Ban,solid
2020-08-29,mod_4,8220,Moderate return,solid
2020-08-29,mod_5,7332,Normal (pre-intervention),solid
2020-08-29,mod_6,6979,Cautious return,solid
2020-08-30,mod_2,12458,Soc. Dist. + Travel Ban,solid
2020-08-30,mod_4,8080,Moderate return,solid
2020-08-30,mod_5,7187,Normal (pre-intervention),solid
2020-08-30,mod_6,6891,Cautious return,solid
2020-08-31,mod_2,12242,Soc. Dist. + Travel Ban,solid
2020-08-31,mod_4,7958,Moderate return,solid
2020-08-31,mod_5,7001,Normal (pre-intervention),solid
2020-08-31,mod_6,6795,Cautious return,solid
2020-09-01,mod_2,12073,Soc. Dist. + Travel Ban,solid
2020-09-01,mod_4,7848,Moderate return,solid
2020-09-01,mod_5,6910,Normal (pre-intervention),solid
2020-09-01,mod_6,6720,Cautious return,solid
2020-09-02,mod_2,11837,Soc. Dist. + Travel Ban,solid
2020-09-02,mod_4,7687,Moderate return,solid
2020-09-02,mod_5,6752,Normal (pre-intervention),solid
2020-09-02,mod_6,6645,Cautious return,solid
2020-09-03,mod_2,11732,Soc. Dist. + Travel Ban,solid
2020-09-03,mod_4,7523,Moderate return,solid
2020-09-03,mod_5,6628,Normal (pre-intervention),solid
2020-09-03,mod_6,6545,Cautious return,solid
2020-09-04,mod_2,11530,Soc. Dist. + Travel Ban,solid
2020-09-04,mod_4,7436,Moderate return,solid
2020-09-04,mod_5,6504,Normal (pre-intervention),solid
2020-09-04,mod_6,6455,Cautious return,solid
2020-09-05,mod_2,11357,Soc. Dist. + Travel Ban,solid
2020-09-05,mod_4,7329,Moderate return,solid
2020-09-05,mod_5,6371,Normal (pre-intervention),solid
2020-09-05,mod_6,6379,Cautious return,solid
2020-09-06,mod_2,11150,Soc. Dist. + Travel Ban,solid
2020-09-06,mod_4,7181,Moderate return,solid
2020-09-06,mod_5,6263,Normal (pre-intervention),solid
2020-09-06,mod_6,6311,Cautious return,solid
2020-09-07,mod_2,11022,Soc. Dist. + Travel Ban,solid
2020-09-07,mod_4,7053,Moderate return,solid
2020-09-07,mod_5,6153,Normal (pre-intervention),solid
2020-09-07,mod_6,6258,Cautious return,solid
2020-09-08,mod_2,10826,Soc. Dist. + Travel Ban,solid
2020-09-08,mod_4,6926,Moderate return,solid
2020-09-08,mod_5,6001,Normal (pre-intervention),solid
2020-09-08,mod_6,6132,Cautious return,solid
2020-09-09,mod_2,10704,Soc. Dist. + Travel Ban,solid
2020-09-09,mod_4,6814,Moderate return,solid
2020-09-09,mod_5,5915,Normal (pre-intervention),solid
2020-09-09,mod_6,6063,Cautious return,solid
2020-09-10,mod_2,10538,Soc. Dist. + Travel Ban,solid
2020-09-10,mod_4,6725,Moderate return,solid
2020-09-10,mod_5,5764,Normal (pre-intervention),solid
2020-09-10,mod_6,6031,Cautious return,solid
2020-09-11,mod_2,10353,Soc. Dist. + Travel Ban,solid
2020-09-11,mod_4,6627,Moderate return,solid
2020-09-11,mod_5,5700,Normal (pre-intervention),solid
2020-09-11,mod_6,5940,Cautious return,solid
2020-09-12,mod_2,10196,Soc. Dist. + Travel Ban,solid
2020-09-12,mod_4,6508,Moderate return,solid
2020-09-12,mod_5,5585,Normal (pre-intervention),solid
2020-09-12,mod_6,5840,Cautious return,solid
2020-09-13,mod_2,10035,Soc. Dist. + Travel Ban,solid
2020-09-13,mod_4,6393,Moderate return,solid
2020-09-13,mod_5,5500,Normal (pre-intervention),solid
2020-09-13,mod_6,5797,Cautious return,solid
2020-09-14,mod_2,9942,Soc. Dist. + Travel Ban,solid
2020-09-14,mod_4,6336,Moderate return,solid
2020-09-14,mod_5,5356,Normal (pre-intervention),solid
2020-09-14,mod_6,5717,Cautious return,solid
2020-09-15,mod_2,9686,Soc. Dist. + Travel Ban,solid
2020-09-15,mod_4,6188,Moderate return,solid
2020-09-15,mod_5,5312,Normal (pre-intervention),solid
2020-09-15,mod_6,5647,Cautious return,solid
