Dates,variable,value,color,type
2020-08-17,mod_2,3344852,Soc. Dist. + Travel Ban,solid
2020-08-17,mod_4,1570114,Moderate return,solid
2020-08-17,mod_5,2513002,Normal (pre-intervention),solid
2020-08-17,mod_6,883798,Cautious return,solid
2020-08-18,mod_2,3359751,Soc. Dist. + Travel Ban,solid
2020-08-18,mod_4,1579643,Moderate return,solid
2020-08-18,mod_5,2521979,Normal (pre-intervention),solid
2020-08-18,mod_6,891823,Cautious return,solid
2020-08-19,mod_2,3374372,Soc. Dist. + Travel Ban,solid
2020-08-19,mod_4,1589031,Moderate return,solid
2020-08-19,mod_5,2530776,Normal (pre-intervention),solid
2020-08-19,mod_6,899702,Cautious return,solid
2020-08-20,mod_2,3388675,Soc. Dist. + Travel Ban,solid
2020-08-20,mod_4,1598192,Moderate return,solid
2020-08-20,mod_5,2539378,Normal (pre-intervention),solid
2020-08-20,mod_6,907493,Cautious return,solid
2020-08-21,mod_2,3402788,Soc. Dist. + Travel Ban,solid
2020-08-21,mod_4,1607215,Moderate return,solid
2020-08-21,mod_5,2547813,Normal (pre-intervention),solid
2020-08-21,mod_6,915200,Cautious return,solid
2020-08-22,mod_2,3416691,Soc. Dist. + Travel Ban,solid
2020-08-22,mod_4,1616087,Moderate return,solid
2020-08-22,mod_5,2556066,Normal (pre-intervention),solid
2020-08-22,mod_6,922786,Cautious return,solid
2020-08-23,mod_2,3430399,Soc. Dist. + Travel Ban,solid
2020-08-23,mod_4,1624811,Moderate return,solid
2020-08-23,mod_5,2564172,Normal (pre-intervention),solid
2020-08-23,mod_6,930276,Cautious return,solid
2020-08-24,mod_2,3443910,Soc. Dist. + Travel Ban,solid
2020-08-24,mod_4,1633400,Moderate return,solid
2020-08-24,mod_5,2572127,Normal (pre-intervention),solid
2020-08-24,mod_6,937665,Cautious return,solid
2020-08-25,mod_2,3457154,Soc. Dist. + Travel Ban,solid
2020-08-25,mod_4,1641818,Moderate return,solid
2020-08-25,mod_5,2579893,Normal (pre-intervention),solid
2020-08-25,mod_6,944991,Cautious return,solid
2020-08-26,mod_2,3470219,Soc. Dist. + Travel Ban,solid
2020-08-26,mod_4,1650138,Moderate return,solid
2020-08-26,mod_5,2587521,Normal (pre-intervention),solid
2020-08-26,mod_6,952228,Cautious return,solid
2020-08-27,mod_2,3483076,Soc. Dist. + Travel Ban,solid
2020-08-27,mod_4,1658311,Moderate return,solid
2020-08-27,mod_5,2594996,Normal (pre-intervention),solid
2020-08-27,mod_6,959334,Cautious return,solid
2020-08-28,mod_2,3495704,Soc. Dist. + Travel Ban,solid
2020-08-28,mod_4,1666301,Moderate return,solid
2020-08-28,mod_5,2602318,Normal (pre-intervention),solid
2020-08-28,mod_6,966386,Cautious return,solid
2020-08-29,mod_2,3508160,Soc. Dist. + Travel Ban,solid
2020-08-29,mod_4,1674154,Moderate return,solid
2020-08-29,mod_5,2609500,Normal (pre-intervention),solid
2020-08-29,mod_6,973349,Cautious return,solid
2020-08-30,mod_2,3520377,Soc. Dist. + Travel Ban,solid
2020-08-30,mod_4,1681886,Moderate return,solid
2020-08-30,mod_5,2616564,Normal (pre-intervention),solid
2020-08-30,mod_6,980208,Cautious return,solid
2020-08-31,mod_2,3532444,Soc. Dist. + Travel Ban,solid
2020-08-31,mod_4,1689481,Moderate return,solid
2020-08-31,mod_5,2623491,Normal (pre-intervention),solid
2020-08-31,mod_6,986987,Cautious return,solid
2020-09-01,mod_2,3544299,Soc. Dist. + Travel Ban,solid
2020-09-01,mod_4,1696960,Moderate return,solid
2020-09-01,mod_5,2630270,Normal (pre-intervention),solid
2020-09-01,mod_6,993676,Cautious return,solid
2020-09-02,mod_2,3555952,Soc. Dist. + Travel Ban,solid
2020-09-02,mod_4,1704314,Moderate return,solid
2020-09-02,mod_5,2636929,Normal (pre-intervention),solid
2020-09-02,mod_6,1000286,Cautious return,solid
2020-09-03,mod_2,3567426,Soc. Dist. + Travel Ban,solid
2020-09-03,mod_4,1711567,Moderate return,solid
2020-09-03,mod_5,2643472,Normal (pre-intervention),solid
2020-09-03,mod_6,1006768,Cautious return,solid
2020-09-04,mod_2,3578761,Soc. Dist. + Travel Ban,solid
2020-09-04,mod_4,1718691,Moderate return,solid
2020-09-04,mod_5,2649882,Normal (pre-intervention),solid
2020-09-04,mod_6,1013180,Cautious return,solid
2020-09-05,mod_2,3589924,Soc. Dist. + Travel Ban,solid
2020-09-05,mod_4,1725662,Moderate return,solid
2020-09-05,mod_5,2656193,Normal (pre-intervention),solid
2020-09-05,mod_6,1019540,Cautious return,solid
2020-09-06,mod_2,3600878,Soc. Dist. + Travel Ban,solid
2020-09-06,mod_4,1732549,Moderate return,solid
2020-09-06,mod_5,2662341,Normal (pre-intervention),solid
2020-09-06,mod_6,1025814,Cautious return,solid
2020-09-07,mod_2,3611684,Soc. Dist. + Travel Ban,solid
2020-09-07,mod_4,1739292,Moderate return,solid
2020-09-07,mod_5,2668373,Normal (pre-intervention),solid
2020-09-07,mod_6,1031996,Cautious return,solid
2020-09-08,mod_2,3622325,Soc. Dist. + Travel Ban,solid
2020-09-08,mod_4,1745909,Moderate return,solid
2020-09-08,mod_5,2674311,Normal (pre-intervention),solid
2020-09-08,mod_6,1038112,Cautious return,solid
2020-09-09,mod_2,3632795,Soc. Dist. + Travel Ban,solid
2020-09-09,mod_4,1752429,Moderate return,solid
2020-09-09,mod_5,2680137,Normal (pre-intervention),solid
2020-09-09,mod_6,1044143,Cautious return,solid
2020-09-10,mod_2,3643101,Soc. Dist. + Travel Ban,solid
2020-09-10,mod_4,1758866,Moderate return,solid
2020-09-10,mod_5,2685894,Normal (pre-intervention),solid
2020-09-10,mod_6,1050071,Cautious return,solid
2020-09-11,mod_2,3653190,Soc. Dist. + Travel Ban,solid
2020-09-11,mod_4,1765187,Moderate return,solid
2020-09-11,mod_5,2691529,Normal (pre-intervention),solid
2020-09-11,mod_6,1055938,Cautious return,solid
2020-09-12,mod_2,3663216,Soc. Dist. + Travel Ban,solid
2020-09-12,mod_4,1771426,Moderate return,solid
2020-09-12,mod_5,2697043,Normal (pre-intervention),solid
2020-09-12,mod_6,1061731,Cautious return,solid
2020-09-13,mod_2,3672987,Soc. Dist. + Travel Ban,solid
2020-09-13,mod_4,1777554,Moderate return,solid
2020-09-13,mod_5,2702474,Normal (pre-intervention),solid
2020-09-13,mod_6,1067445,Cautious return,solid
2020-09-14,mod_2,3682659,Soc. Dist. + Travel Ban,solid
2020-09-14,mod_4,1783587,Moderate return,solid
2020-09-14,mod_5,2707812,Normal (pre-intervention),solid
2020-09-14,mod_6,1073053,Cautious return,solid
2020-09-15,mod_2,3692205,Soc. Dist. + Travel Ban,solid
2020-09-15,mod_4,1789508,Moderate return,solid
2020-09-15,mod_5,2713026,Normal (pre-intervention),solid
2020-09-15,mod_6,1078593,Cautious return,solid
