place,r,lower,upper
Andhra Pradesh,1.3035451223387011,1.183829819895093,1.4289728440272662
Assam,1.4457919008396332,1.1880785482994214,1.7285253639836144
Bihar,0.8595692586603337,0.7607882304536349,0.964386267025973
Chhattisgarh,0.9370469517146062,0.8845808660692926,0.9910042378223837
Delhi,1.34547501580554,1.2628008392574608,1.4307455798577995
Gujarat,1.3502109844691843,1.2911852487943396,1.4105416589753432
Haryana,1.4318553005031947,1.330807983201979,1.5365639137561458
India,1.1758227590481696,1.1674802384980447,1.1841945947500705
Jammu and Kashmir,1.1072419627090222,1.0032376256817028,1.2163064573722566
Jharkhand,1.169998414141198,1.0289914244589131,1.3199578063688606
Karnataka,1.080135214062511,1.0354982950471605,1.1257030514237085
Kerala,0.8211738728271109,0.8091455910333631,0.8332897899078214
Madhya Pradesh,1.2938140933229016,1.232167374395255,1.3569466924859792
Maharashtra,1.4579323700726807,1.443367584817939,1.4725693773605373
Odisha,1.1338074404070069,1.0245900059045958,1.2484926541856263
Punjab,1.5648540744939992,1.5056802097337565,1.6251583834488508
Rajasthan,1.1773333719226282,1.081981966247393,1.2766746311518706
Tamil Nadu,1.0177599770196886,0.9768538724404402,1.059493452159242
Telangana,1.2261948813972354,1.1503210310626906,1.304462571587082
Uttar Pradesh,1.0836062297460216,0.9970447340276056,1.1737310550770188
West Bengal,1.09858630616046,1.0307317640745468,1.1685742884102588
