place,r,lower,upper
Andaman and Nicobar Islands,0.681993014907349,0.33190853018157196,1.1574245673727646
Andhra Pradesh,0.9349005777095842,0.9164974414908015,0.9534841730118548
Arunachal Pradesh,0.779061739340599,0.7412957913411373,0.8177574560398848
Assam,0.7656468718228815,0.7461883946376442,0.7853528473786153
Bihar,0.7525072184597943,0.6672038668084737,0.8428892176797801
Chandigarh,0.7084142409079575,0.4409568306557662,1.0389381179701267
Chhattisgarh,0.8441632020366502,0.7854231676452453,0.9049946896584168
Dadra and Nagar Haveli,0.652946348154423,0.3634175904608154,1.0270674610132056
Delhi,1.0499549506823513,0.936320323576852,1.170004778710714
Goa,0.889880620666234,0.8138883007432534,0.9692213573555822
Gujarat,0.7792535209586537,0.6490632340626523,0.9212067011928904
Haryana,0.9033101203772668,0.7583464940056555,1.060780397271224
Himachal Pradesh,1.4079634012313977,1.3136778913274092,1.5054762848833863
India,1.0413065629105318,1.0367853192820964,1.0458375101585649
Jammu and Kashmir,1.0799159495811732,1.0012642276934862,1.1615001630756356
Jharkhand,0.8829073645602088,0.7560943344631454,1.0194477555586898
Karnataka,1.058057787914708,1.035966138246044,1.0803794576622288
Kerala,1.2035975547298787,1.1961868241531834,1.2110308643110863
Ladakh,0.9367656769755262,0.6360165532867452,1.2953249639295408
Lakshadweep,1.1115373023767314,0.827503368876047,1.437145075000336
Madhya Pradesh,0.6062789581572516,0.48187495875782205,0.7448855070535733
Maharashtra,0.9165497167028813,0.9065674263969888,0.9265859304967187
Manipur,0.8335448586950531,0.8093128617691849,0.8581309319242387
Meghalaya,1.077572466574194,1.0394258197243575,1.1163976541423362
Mizoram,1.1367887667921652,1.1037570176184353,1.1703026772988405
Nagaland,0.9909850808532671,0.9016291531051568,1.0845116902850669
Odisha,0.8161328845730113,0.7978327048468352,0.8346381427361815
Pondicherry,0.9427457686616938,0.8588360245837287,1.0305156983223853
Punjab,0.6909132009662448,0.6057306239076944,0.7816358362734431
Rajasthan,0.7673654272974334,0.6240684843479086,0.9252788065889435
Sikkim,0.9706056125362656,0.9147800609422866,1.028064945313635
Tamil Nadu,0.9727498772121571,0.9532630265876489,0.9924312103198221
Telangana,0.9364611492353941,0.9032952921265981,0.9702168098857595
Tripura,0.8101341358125725,0.7702814401005104,0.850985354361829
Uttar Pradesh,0.8937704235523574,0.7800470852899936,1.0151449014395406
Uttarakhand,1.2383521531311332,1.1012892992579228,1.3833627159396993
West Bengal,0.9308893915207914,0.9008517337366734,0.9614128680785174
