place,r,lower,upper,.groups
Andhra Pradesh,1.0054397387057203,0.9962332847906209,1.0146879679228702,drop_last
Assam,0.8106281628573987,0.7944065207453639,0.8270119232375592,drop_last
Bihar,0.7612396892095536,0.7479096051327535,0.7746864132332454,drop_last
Chhattisgarh,1.526370793623126,1.4791491860921167,1.5743274653007273,drop_last
Delhi,1.1293414043079144,1.1014235731360476,1.157604416988802,drop_last
Gujarat,1.0364344312390392,1.0097163895436936,1.0634965441374509,drop_last
Haryana,1.2355395608172475,1.201842279893203,1.2696973375273712,drop_last
India,1.0559061996154837,1.0522900051971882,1.0595285130238776,drop_last
Jammu and Kashmir,1.1436748273906785,1.102795921395626,1.1852885580898795,drop_last
Jharkhand,1.1880247326022364,1.154460614035962,1.222063874957973,drop_last
Karnataka,1.050788568229605,1.0400855102291935,1.0615456831922403,drop_last
Kerala,1.2718657150497608,1.2466058828596995,1.2973755443065897,drop_last
Madhya Pradesh,1.196894582757467,1.165554311761688,1.228645609585784,drop_last
Maharashtra,1.0867076185337694,1.0781912933052196,1.0952570183140913,drop_last
Odisha,1.2956516652007932,1.2737745937673854,1.3177125576972408,drop_last
Punjab,1.3107015206530988,1.2811901745221497,1.3405445418552455,drop_last
Rajasthan,1.0567836679547993,1.0315315543452592,1.0823368989457043,drop_last
Tamil Nadu,1.0095816841700505,0.9981040868447497,1.021123991176588,drop_last
Telangana,1.0374100918115057,1.0159391695588875,1.0591037138679407,drop_last
Uttar Pradesh,1.0694357468888083,1.0559030149599948,1.0830535145765527,drop_last
West Bengal,1.0550729903042684,1.038703364280585,1.0715688306722115,drop_last
