place,r,lower,upper
Andaman and Nicobar Islands,0.7599452630699891,0.3960186509946954,1.2419773576124855
Andhra Pradesh,0.8697364151996497,0.8525135377576919,0.8871292040051136
Arunachal Pradesh,0.8813391446777499,0.8420081964705749,0.9215584671769017
Assam,0.7913058520076522,0.7724124790498154,0.810424866560996
Bihar,0.8166717635575699,0.7311962709858866,0.9068135823437735
Chandigarh,0.6645517584586262,0.422271583896695,0.9613903843895619
Chhattisgarh,0.7101669504671672,0.659844211323786,0.7623144978311581
Dadra and Nagar Haveli,0.9280476011912033,0.5708933070283265,1.372273786598778
Delhi,1.0499951498154334,0.9356919530854059,1.1707936396840792
Goa,0.859130268268505,0.7869434903383118,0.9344433675763137
Gujarat,0.8640705954170474,0.7308697935958396,1.0082905627319119
Haryana,0.8432949594354454,0.7088281013832803,0.9892782030980838
Himachal Pradesh,1.2857626974865193,1.1919248718032622,1.38313090876994
India,1.036749796746686,1.0322122313174247,1.0412971828508433
Jammu and Kashmir,0.9654592659915981,0.8927930903143343,1.0409414308081038
Jharkhand,0.8531811062504224,0.7329926690415666,0.9823701157059056
Karnataka,0.9839368060957777,0.9628219726774873,1.0052778609529696
Kerala,1.229128402984384,1.221313550540903,1.2369679014695976
Ladakh,0.8230432013605511,0.5529416186104769,1.1460590306787073
Lakshadweep,1.0217682628910718,0.7503867908375474,1.3345174883910773
Madhya Pradesh,0.30887218817513323,0.2375636466915468,0.38949529356880613
Maharashtra,0.8689069403195833,0.8594650345139465,0.8783997300685078
Manipur,0.9840245895406667,0.9576333271680522,1.0107702249285524
Meghalaya,1.2182484377608365,1.175804933690633,1.2614341095863244
Mizoram,1.4498893582865833,1.409115165559724,1.491237577935051
Nagaland,0.9797844560913509,0.8913588434965793,1.0723386511065502
Odisha,0.8601007554925683,0.8418680798945986,0.8785261724234712
Pondicherry,1.0195358674194388,0.9321063982918745,1.1108299474561276
Punjab,0.6904913804476303,0.611373070585462,0.7743619813961781
Rajasthan,0.7457581708857577,0.6127027043203003,0.8917060934151633
Sikkim,1.1425251985998384,1.079765583129596,1.2070337930137696
Tamil Nadu,0.88770106478853,0.8696061712765896,0.9059797204832797
Telangana,0.9308103094532362,0.8982488004350234,0.9639435023143318
Tripura,0.8906048794653163,0.8496718277951758,0.9324881766823802
Uttar Pradesh,0.8026585771958262,0.7006557317463558,0.9115213059682811
Uttarakhand,1.3250809074349676,1.1763870301732968,1.4825572298115492
West Bengal,0.9169074339029771,0.8876563597663915,0.9466261036379767
