place,r,lower,upper,.groups
Andhra Pradesh,0.8216647144233026,0.7811500830481121,0.8631893407630561,drop_last
Assam,0.701825501507221,0.6238309506297216,0.7843563365376479,drop_last
Bihar,0.8673545133020578,0.8328106373421039,0.9025917422783633,drop_last
Chhattisgarh,0.8502614645283764,0.8272718901605978,0.873561795995913,drop_last
Delhi,0.6298701321869595,0.6083039347136425,0.6518075864008849,drop_last
Gujarat,0.8304788153792411,0.8051268036983543,0.8562186186875792,drop_last
Haryana,0.623634685055771,0.5947080772814493,0.6532410297876842,drop_last
India,0.8533572895238991,0.848182427313323,0.8585476893298652,drop_last
Jammu and Kashmir,0.8120849005993741,0.7657571874889066,0.8597546683074173,drop_last
Jharkhand,0.9610043379061636,0.8997619788206733,1.0242366005876251,drop_last
Karnataka,0.8317665226075641,0.8068763021919341,0.8570297093597415,drop_last
Kerala,0.973876324987101,0.9617992395720374,0.9860278268502285,drop_last
Madhya Pradesh,0.8476705362786158,0.8227846796181986,0.8729224760019357,drop_last
Maharashtra,0.9281669370825069,0.9138431320454415,0.9426006362402238,drop_last
Odisha,0.8529111463250708,0.8088629531826047,0.8981111358497781,drop_last
Punjab,0.7683363250807277,0.7285067707159131,0.8092114366156125,drop_last
Rajasthan,0.7515163333185205,0.727385917396187,0.7760365679254895,drop_last
Tamil Nadu,0.904024752633931,0.8787412469566214,0.929661970299914,drop_last
Telangana,0.7914468413148922,0.756983757734138,0.8266665655734721,drop_last
Uttar Pradesh,NA,NA,NA,drop_last
West Bengal,0.7010419074492105,0.6834014655472005,0.718904386904154,drop_last
