Dates,variable,value,color,type
2020-04-20,mod_3_up,188085,No Intervention CI,solid
2020-04-20,mod_4,358,Moderate return,solid
2020-04-20,mod_4_up,2191,Moderate return CI,solid
2020-04-20,mod_5,354,Normal (pre-intervention),solid
2020-04-20,mod_5_up,1832,Normal (pre-intervention) CI,solid
2020-04-20,mod_6,341,Cautious return,solid
2020-04-20,mod_6_up,2127,Cautious return CI,solid
2020-04-21,mod_2,4044,Soc. Dist. + Travel Ban,solid
2020-04-21,mod_2_up,19940,Soc. Dist. + Travel Ban CI,solid
2020-04-21,mod_3_up,251819,No Intervention CI,solid
2020-04-21,mod_4,366,Moderate return,solid
2020-04-21,mod_4_up,2444,Moderate return CI,solid
2020-04-21,mod_5,365,Normal (pre-intervention),solid
2020-04-21,mod_5_up,2691,Normal (pre-intervention) CI,solid
2020-04-21,mod_6,356,Cautious return,solid
2020-04-21,mod_6_up,2169,Cautious return CI,solid
2020-04-22,mod_2,4863,Soc. Dist. + Travel Ban,solid
2020-04-22,mod_2_up,24010,Soc. Dist. + Travel Ban CI,solid
2020-04-22,mod_3_up,335120,No Intervention CI,solid
2020-04-22,mod_4,383,Moderate return,solid
2020-04-22,mod_4_up,2894,Moderate return CI,solid
2020-04-22,mod_5,378,Normal (pre-intervention),solid
2020-04-22,mod_5_up,2257,Normal (pre-intervention) CI,solid
2020-04-22,mod_6,364,Cautious return,solid
2020-04-22,mod_6_up,2580,Cautious return CI,solid
2020-04-23,mod_2,5787,Soc. Dist. + Travel Ban,solid
2020-04-23,mod_2_up,28173,Soc. Dist. + Travel Ban CI,solid
2020-04-23,mod_3_up,426222,No Intervention CI,solid
2020-04-23,mod_4,396,Moderate return,solid
2020-04-23,mod_4_up,1605,Moderate return CI,solid
2020-04-23,mod_5,395,Normal (pre-intervention),solid
2020-04-23,mod_5_up,2551,Normal (pre-intervention) CI,solid
2020-04-23,mod_6,377,Cautious return,solid
2020-04-23,mod_6_up,2722,Cautious return CI,solid
2020-04-24,mod_2,6816,Soc. Dist. + Travel Ban,solid
2020-04-24,mod_2_up,34777,Soc. Dist. + Travel Ban CI,solid
2020-04-24,mod_3_up,540298,No Intervention CI,solid
2020-04-24,mod_4,409,Moderate return,solid
2020-04-24,mod_4_up,2810,Moderate return CI,solid
2020-04-24,mod_5,402,Normal (pre-intervention),solid
2020-04-24,mod_5_up,2452,Normal (pre-intervention) CI,solid
2020-04-24,mod_6,389,Cautious return,solid
2020-04-24,mod_6_up,2482,Cautious return CI,solid
2020-04-25,mod_2,7911,Soc. Dist. + Travel Ban,solid
2020-04-25,mod_2_up,40202,Soc. Dist. + Travel Ban CI,solid
2020-04-25,mod_3_up,679314,No Intervention CI,solid
2020-04-25,mod_4,424,Moderate return,solid
2020-04-25,mod_4_up,2800,Moderate return CI,solid
2020-04-25,mod_5,418,Normal (pre-intervention),solid
2020-04-25,mod_5_up,2523,Normal (pre-intervention) CI,solid
2020-04-25,mod_6,408,Cautious return,solid
2020-04-25,mod_6_up,2256,Cautious return CI,solid
2020-04-26,mod_2,9110,Soc. Dist. + Travel Ban,solid
2020-04-26,mod_2_up,48386,Soc. Dist. + Travel Ban CI,solid
2020-04-26,mod_3_up,803885,No Intervention CI,solid
2020-04-26,mod_4,448,Moderate return,solid
2020-04-26,mod_4_up,2446,Moderate return CI,solid
2020-04-26,mod_5,435,Normal (pre-intervention),solid
2020-04-26,mod_5_up,1931,Normal (pre-intervention) CI,solid
2020-04-26,mod_6,426,Cautious return,solid
2020-04-26,mod_6_up,2208,Cautious return CI,solid
2020-04-27,mod_2,10343,Soc. Dist. + Travel Ban,solid
2020-04-27,mod_2_up,57204,Soc. Dist. + Travel Ban CI,solid
2020-04-27,mod_3_up,943356,No Intervention CI,solid
2020-04-27,mod_4,464,Moderate return,solid
2020-04-27,mod_4_up,2722,Moderate return CI,solid
2020-04-27,mod_5,451,Normal (pre-intervention),solid
2020-04-27,mod_5_up,3052,Normal (pre-intervention) CI,solid
2020-04-27,mod_6,439,Cautious return,solid
2020-04-27,mod_6_up,2326,Cautious return CI,solid
2020-04-28,mod_2,11645,Soc. Dist. + Travel Ban,solid
2020-04-28,mod_2_up,70406,Soc. Dist. + Travel Ban CI,solid
2020-04-28,mod_3_up,1040785,No Intervention CI,solid
2020-04-28,mod_4,484,Moderate return,solid
2020-04-28,mod_4_up,2555,Moderate return CI,solid
2020-04-28,mod_5,473,Normal (pre-intervention),solid
2020-04-28,mod_5_up,2621,Normal (pre-intervention) CI,solid
2020-04-28,mod_6,460,Cautious return,solid
2020-04-28,mod_6_up,3222,Cautious return CI,solid
2020-04-29,mod_2,12963,Soc. Dist. + Travel Ban,solid
2020-04-29,mod_2_up,83067,Soc. Dist. + Travel Ban CI,solid
2020-04-29,mod_3_up,1120029,No Intervention CI,solid
2020-04-29,mod_4,505,Moderate return,solid
2020-04-29,mod_4_up,2947,Moderate return CI,solid
2020-04-29,mod_5,487,Normal (pre-intervention),solid
2020-04-29,mod_5_up,2472,Normal (pre-intervention) CI,solid
2020-04-29,mod_6,475,Cautious return,solid
2020-04-29,mod_6_up,2919,Cautious return CI,solid
2020-04-30,mod_2,14327,Soc. Dist. + Travel Ban,solid
2020-04-30,mod_2_up,94738,Soc. Dist. + Travel Ban CI,solid
2020-04-30,mod_3_up,1211426,No Intervention CI,solid
2020-04-30,mod_4,550,Moderate return,solid
2020-04-30,mod_4_up,2728,Moderate return CI,solid
2020-04-30,mod_5,556,Normal (pre-intervention),solid
2020-04-30,mod_5_up,3182,Normal (pre-intervention) CI,solid
2020-04-30,mod_6,511,Cautious return,solid
2020-04-30,mod_6_up,2788,Cautious return CI,solid
2020-05-01,mod_2,15729,Soc. Dist. + Travel Ban,solid
2020-05-01,mod_2_up,116197,Soc. Dist. + Travel Ban CI,solid
2020-05-01,mod_3_up,1331039,No Intervention CI,solid
2020-05-01,mod_4,597,Moderate return,solid
2020-05-01,mod_4_up,3059,Moderate return CI,solid
2020-05-01,mod_5,626,Normal (pre-intervention),solid
2020-05-01,mod_5_up,2810,Normal (pre-intervention) CI,solid
2020-05-01,mod_6,547,Cautious return,solid
2020-05-01,mod_6_up,2645,Cautious return CI,solid
2020-05-02,mod_2,17128,Soc. Dist. + Travel Ban,solid
2020-05-02,mod_2_up,136086,Soc. Dist. + Travel Ban CI,solid
2020-05-02,mod_3_up,1342654,No Intervention CI,solid
2020-05-02,mod_4,672,Moderate return,solid
2020-05-02,mod_4_up,3601,Moderate return CI,solid
2020-05-02,mod_5,723,Normal (pre-intervention),solid
2020-05-02,mod_5_up,3875,Normal (pre-intervention) CI,solid
2020-05-02,mod_6,591,Cautious return,solid
2020-05-02,mod_6_up,3682,Cautious return CI,solid
2020-05-03,mod_2,18533,Soc. Dist. + Travel Ban,solid
2020-05-03,mod_2_up,164384,Soc. Dist. + Travel Ban CI,solid
2020-05-03,mod_3_up,1392179,No Intervention CI,solid
2020-05-03,mod_4,745,Moderate return,solid
2020-05-03,mod_4_up,3265,Moderate return CI,solid
2020-05-03,mod_5,847,Normal (pre-intervention),solid
2020-05-03,mod_5_up,4380,Normal (pre-intervention) CI,solid
2020-05-03,mod_6,644,Cautious return,solid
2020-05-03,mod_6_up,3577,Cautious return CI,solid
2020-05-04,mod_2,19968,Soc. Dist. + Travel Ban,solid
2020-05-04,mod_2_up,185119,Soc. Dist. + Travel Ban CI,solid
2020-05-04,mod_3_up,1388787,No Intervention CI,solid
2020-05-04,mod_4,841,Moderate return,solid
2020-05-04,mod_4_up,4178,Moderate return CI,solid
2020-05-04,mod_5,993,Normal (pre-intervention),solid
2020-05-04,mod_5_up,4345,Normal (pre-intervention) CI,solid
2020-05-04,mod_6,696,Cautious return,solid
2020-05-04,mod_6_up,3029,Cautious return CI,solid
2020-05-05,mod_2,21386,Soc. Dist. + Travel Ban,solid
2020-05-05,mod_2_up,224726,Soc. Dist. + Travel Ban CI,solid
2020-05-05,mod_3_up,1427271,No Intervention CI,solid
2020-05-05,mod_4,941,Moderate return,solid
2020-05-05,mod_4_up,4365,Moderate return CI,solid
2020-05-05,mod_5,1180,Normal (pre-intervention),solid
2020-05-05,mod_5_up,6098,Normal (pre-intervention) CI,solid
2020-05-05,mod_6,766,Cautious return,solid
2020-05-05,mod_6_up,3567,Cautious return CI,solid
2020-05-06,mod_2,22784,Soc. Dist. + Travel Ban,solid
2020-05-06,mod_2_up,247916,Soc. Dist. + Travel Ban CI,solid
2020-05-06,mod_3_up,1308480,No Intervention CI,solid
2020-05-06,mod_4,1073,Moderate return,solid
2020-05-06,mod_4_up,5322,Moderate return CI,solid
2020-05-06,mod_5,1408,Normal (pre-intervention),solid
2020-05-06,mod_5_up,6181,Normal (pre-intervention) CI,solid
2020-05-06,mod_6,837,Cautious return,solid
2020-05-06,mod_6_up,3978,Cautious return CI,solid
2020-05-07,mod_2,24164,Soc. Dist. + Travel Ban,solid
2020-05-07,mod_2_up,293916,Soc. Dist. + Travel Ban CI,solid
2020-05-07,mod_3_up,1299173,No Intervention CI,solid
2020-05-07,mod_4,1215,Moderate return,solid
2020-05-07,mod_4_up,5782,Moderate return CI,solid
2020-05-07,mod_5,1711,Normal (pre-intervention),solid
2020-05-07,mod_5_up,6873,Normal (pre-intervention) CI,solid
2020-05-07,mod_6,923,Cautious return,solid
2020-05-07,mod_6_up,4687,Cautious return CI,solid
2020-05-08,mod_2,25496,Soc. Dist. + Travel Ban,solid
2020-05-08,mod_2_up,327021,Soc. Dist. + Travel Ban CI,solid
2020-05-08,mod_3_up,1205674,No Intervention CI,solid
2020-05-08,mod_4,1401,Moderate return,solid
2020-05-08,mod_4_up,5242,Moderate return CI,solid
2020-05-08,mod_5,2075,Normal (pre-intervention),solid
2020-05-08,mod_5_up,8325,Normal (pre-intervention) CI,solid
2020-05-08,mod_6,1021,Cautious return,solid
2020-05-08,mod_6_up,4476,Cautious return CI,solid
2020-05-09,mod_2,26845,Soc. Dist. + Travel Ban,solid
2020-05-09,mod_2_up,366698,Soc. Dist. + Travel Ban CI,solid
2020-05-09,mod_3_up,1070009,No Intervention CI,solid
2020-05-09,mod_4,1610,Moderate return,solid
2020-05-09,mod_4_up,7053,Moderate return CI,solid
2020-05-09,mod_5,2535,Normal (pre-intervention),solid
2020-05-09,mod_5_up,10875,Normal (pre-intervention) CI,solid
2020-05-09,mod_6,1126,Cautious return,solid
2020-05-09,mod_6_up,4625,Cautious return CI,solid
2020-05-10,mod_2,28117,Soc. Dist. + Travel Ban,solid
2020-05-10,mod_2_up,414801,Soc. Dist. + Travel Ban CI,solid
2020-05-10,mod_3_up,995439,No Intervention CI,solid
2020-05-10,mod_4,1867,Moderate return,solid
2020-05-10,mod_4_up,8188,Moderate return CI,solid
2020-05-10,mod_5,3118,Normal (pre-intervention),solid
2020-05-10,mod_5_up,11412,Normal (pre-intervention) CI,solid
2020-05-10,mod_6,1254,Cautious return,solid
2020-05-10,mod_6_up,5781,Cautious return CI,solid
2020-05-11,mod_2,29332,Soc. Dist. + Travel Ban,solid
2020-05-11,mod_2_up,439571,Soc. Dist. + Travel Ban CI,solid
2020-05-11,mod_3_up,932936,No Intervention CI,solid
2020-05-11,mod_4,2156,Moderate return,solid
2020-05-11,mod_4_up,8929,Moderate return CI,solid
2020-05-11,mod_5,3826,Normal (pre-intervention),solid
2020-05-11,mod_5_up,14924,Normal (pre-intervention) CI,solid
2020-05-11,mod_6,1396,Cautious return,solid
2020-05-11,mod_6_up,5482,Cautious return CI,solid
2020-05-12,mod_2,30512,Soc. Dist. + Travel Ban,solid
2020-05-12,mod_2_up,494926,Soc. Dist. + Travel Ban CI,solid
2020-05-12,mod_3_up,831139,No Intervention CI,solid
2020-05-12,mod_4,2509,Moderate return,solid
2020-05-12,mod_4_up,9841,Moderate return CI,solid
2020-05-12,mod_5,4731,Normal (pre-intervention),solid
2020-05-12,mod_5_up,18770,Normal (pre-intervention) CI,solid
2020-05-12,mod_6,1559,Cautious return,solid
2020-05-12,mod_6_up,6381,Cautious return CI,solid
2020-05-13,mod_2,31581,Soc. Dist. + Travel Ban,solid
2020-05-13,mod_2_up,511862,Soc. Dist. + Travel Ban CI,solid
2020-05-13,mod_3_up,663238,No Intervention CI,solid
2020-05-13,mod_4,2916,Moderate return,solid
2020-05-13,mod_4_up,11317,Moderate return CI,solid
2020-05-13,mod_5,5831,Normal (pre-intervention),solid
2020-05-13,mod_5_up,23243,Normal (pre-intervention) CI,solid
2020-05-13,mod_6,1734,Cautious return,solid
2020-05-13,mod_6_up,7050,Cautious return CI,solid
2020-05-14,mod_2,32651,Soc. Dist. + Travel Ban,solid
2020-05-14,mod_2_up,564099,Soc. Dist. + Travel Ban CI,solid
2020-05-14,mod_3_up,623431,No Intervention CI,solid
2020-05-14,mod_4,3392,Moderate return,solid
2020-05-14,mod_4_up,12589,Moderate return CI,solid
2020-05-14,mod_5,7199,Normal (pre-intervention),solid
2020-05-14,mod_5_up,29607,Normal (pre-intervention) CI,solid
2020-05-14,mod_6,1935,Cautious return,solid
2020-05-14,mod_6_up,7986,Cautious return CI,solid
2020-05-15,mod_2,33589,Soc. Dist. + Travel Ban,solid
2020-05-15,mod_2_up,600788,Soc. Dist. + Travel Ban CI,solid
2020-05-15,mod_3_up,564952,No Intervention CI,solid
2020-05-15,mod_4,3954,Moderate return,solid
2020-05-15,mod_4_up,16570,Moderate return CI,solid
2020-05-15,mod_5,8847,Normal (pre-intervention),solid
2020-05-15,mod_5_up,37182,Normal (pre-intervention) CI,solid
2020-05-15,mod_6,2176,Cautious return,solid
2020-05-15,mod_6_up,8678,Cautious return CI,solid
2020-05-16,mod_2,34528,Soc. Dist. + Travel Ban,solid
2020-05-16,mod_2_up,634861,Soc. Dist. + Travel Ban CI,solid
2020-05-16,mod_3_up,519664,No Intervention CI,solid
2020-05-16,mod_4,4608,Moderate return,solid
2020-05-16,mod_4_up,18686,Moderate return CI,solid
2020-05-16,mod_5,10840,Normal (pre-intervention),solid
2020-05-16,mod_5_up,49996,Normal (pre-intervention) CI,solid
2020-05-16,mod_6,2430,Cautious return,solid
2020-05-16,mod_6_up,9487,Cautious return CI,solid
2020-05-17,mod_2,35351,Soc. Dist. + Travel Ban,solid
2020-05-17,mod_2_up,662222,Soc. Dist. + Travel Ban CI,solid
2020-05-17,mod_3_up,449738,No Intervention CI,solid
2020-05-17,mod_4,5351,Moderate return,solid
2020-05-17,mod_4_up,23634,Moderate return CI,solid
2020-05-17,mod_5,13178,Normal (pre-intervention),solid
2020-05-17,mod_5_up,66144,Normal (pre-intervention) CI,solid
2020-05-17,mod_6,2720,Cautious return,solid
2020-05-17,mod_6_up,11375,Cautious return CI,solid
2020-05-18,mod_2,36117,Soc. Dist. + Travel Ban,solid
2020-05-18,mod_2_up,705549,Soc. Dist. + Travel Ban CI,solid
2020-05-18,mod_3_up,370270,No Intervention CI,solid
2020-05-18,mod_4,6211,Moderate return,solid
2020-05-18,mod_4_up,23746,Moderate return CI,solid
2020-05-18,mod_5,15954,Normal (pre-intervention),solid
2020-05-18,mod_5_up,85190,Normal (pre-intervention) CI,solid
2020-05-18,mod_6,3031,Cautious return,solid
2020-05-18,mod_6_up,12383,Cautious return CI,solid
2020-05-19,mod_2,36857,Soc. Dist. + Travel Ban,solid
2020-05-19,mod_2_up,681833,Soc. Dist. + Travel Ban CI,solid
2020-05-19,mod_3_up,334434,No Intervention CI,solid
2020-05-19,mod_4,7205,Moderate return,solid
2020-05-19,mod_4_up,33975,Moderate return CI,solid
2020-05-19,mod_5,19177,Normal (pre-intervention),solid
2020-05-19,mod_5_up,112990,Normal (pre-intervention) CI,solid
2020-05-19,mod_6,3395,Cautious return,solid
2020-05-19,mod_6_up,15090,Cautious return CI,solid
2020-05-20,mod_2,37455,Soc. Dist. + Travel Ban,solid
2020-05-20,mod_2_up,709237,Soc. Dist. + Travel Ban CI,solid
2020-05-20,mod_3_up,330126,No Intervention CI,solid
2020-05-20,mod_4,8315,Moderate return,solid
2020-05-20,mod_4_up,39976,Moderate return CI,solid
2020-05-20,mod_5,22873,Normal (pre-intervention),solid
2020-05-20,mod_5_up,156833,Normal (pre-intervention) CI,solid
2020-05-20,mod_6,3781,Cautious return,solid
2020-05-20,mod_6_up,13741,Cautious return CI,solid
2020-05-21,mod_2,38018,Soc. Dist. + Travel Ban,solid
2020-05-21,mod_2_up,771971,Soc. Dist. + Travel Ban CI,solid
2020-05-21,mod_3_up,285317,No Intervention CI,solid
2020-05-21,mod_4,9346,Moderate return,solid
2020-05-21,mod_4_up,43352,Moderate return CI,solid
2020-05-21,mod_5,26191,Normal (pre-intervention),solid
2020-05-21,mod_5_up,201763,Normal (pre-intervention) CI,solid
2020-05-21,mod_6,4145,Cautious return,solid
2020-05-21,mod_6_up,17602,Cautious return CI,solid
2020-05-22,mod_2,38571,Soc. Dist. + Travel Ban,solid
2020-05-22,mod_2_up,766446,Soc. Dist. + Travel Ban CI,solid
2020-05-22,mod_3_up,250883,No Intervention CI,solid
2020-05-22,mod_4,10424,Moderate return,solid
2020-05-22,mod_4_up,58384,Moderate return CI,solid
2020-05-22,mod_5,29533,Normal (pre-intervention),solid
2020-05-22,mod_5_up,262831,Normal (pre-intervention) CI,solid
2020-05-22,mod_6,4511,Cautious return,solid
2020-05-22,mod_6_up,19071,Cautious return CI,solid
2020-05-23,mod_2,39040,Soc. Dist. + Travel Ban,solid
2020-05-23,mod_2_up,768027,Soc. Dist. + Travel Ban CI,solid
2020-05-23,mod_3_up,225734,No Intervention CI,solid
2020-05-23,mod_4,11508,Moderate return,solid
2020-05-23,mod_4_up,63434,Moderate return CI,solid
2020-05-23,mod_5,32854,Normal (pre-intervention),solid
2020-05-23,mod_5_up,347844,Normal (pre-intervention) CI,solid
2020-05-23,mod_6,4901,Cautious return,solid
2020-05-23,mod_6_up,22411,Cautious return CI,solid
2020-05-24,mod_2,39442,Soc. Dist. + Travel Ban,solid
2020-05-24,mod_2_up,747158,Soc. Dist. + Travel Ban CI,solid
2020-05-24,mod_3_up,230644,No Intervention CI,solid
2020-05-24,mod_4,12625,Moderate return,solid
2020-05-24,mod_4_up,79782,Moderate return CI,solid
2020-05-24,mod_5,36096,Normal (pre-intervention),solid
2020-05-24,mod_5_up,449513,Normal (pre-intervention) CI,solid
2020-05-24,mod_6,5297,Cautious return,solid
2020-05-24,mod_6_up,21689,Cautious return CI,solid
2020-05-25,mod_2,39789,Soc. Dist. + Travel Ban,solid
2020-05-25,mod_2_up,739525,Soc. Dist. + Travel Ban CI,solid
2020-05-25,mod_3_up,201094,No Intervention CI,solid
2020-05-25,mod_4,13768,Moderate return,solid
2020-05-25,mod_4_up,87786,Moderate return CI,solid
2020-05-25,mod_5,39196,Normal (pre-intervention),solid
2020-05-25,mod_5_up,538845,Normal (pre-intervention) CI,solid
2020-05-25,mod_6,5693,Cautious return,solid
2020-05-25,mod_6_up,29383,Cautious return CI,solid
2020-05-26,mod_2,40137,Soc. Dist. + Travel Ban,solid
2020-05-26,mod_2_up,741890,Soc. Dist. + Travel Ban CI,solid
2020-05-26,mod_3_up,177756,No Intervention CI,solid
2020-05-26,mod_4,14909,Moderate return,solid
2020-05-26,mod_4_up,106208,Moderate return CI,solid
2020-05-26,mod_5,42170,Normal (pre-intervention),solid
2020-05-26,mod_5_up,672609,Normal (pre-intervention) CI,solid
2020-05-26,mod_6,6099,Cautious return,solid
2020-05-26,mod_6_up,30545,Cautious return CI,solid
2020-05-27,mod_2,40417,Soc. Dist. + Travel Ban,solid
2020-05-27,mod_2_up,723671,Soc. Dist. + Travel Ban CI,solid
2020-05-27,mod_3_up,138521,No Intervention CI,solid
2020-05-27,mod_4,16067,Moderate return,solid
2020-05-27,mod_4_up,123155,Moderate return CI,solid
2020-05-27,mod_5,44940,Normal (pre-intervention),solid
2020-05-27,mod_5_up,786755,Normal (pre-intervention) CI,solid
2020-05-27,mod_6,6499,Cautious return,solid
2020-05-27,mod_6_up,31994,Cautious return CI,solid
2020-05-28,mod_2,40637,Soc. Dist. + Travel Ban,solid
2020-05-28,mod_2_up,657913,Soc. Dist. + Travel Ban CI,solid
2020-05-28,mod_3_up,137512,No Intervention CI,solid
2020-05-28,mod_4,17195,Moderate return,solid
2020-05-28,mod_4_up,147853,Moderate return CI,solid
2020-05-28,mod_5,47451,Normal (pre-intervention),solid
2020-05-28,mod_5_up,860661,Normal (pre-intervention) CI,solid
2020-05-28,mod_6,6926,Cautious return,solid
2020-05-28,mod_6_up,34216,Cautious return CI,solid
2020-05-29,mod_2,40772,Soc. Dist. + Travel Ban,solid
2020-05-29,mod_2_up,628621,Soc. Dist. + Travel Ban CI,solid
2020-05-29,mod_3_up,127660,No Intervention CI,solid
2020-05-29,mod_4,18287,Moderate return,solid
2020-05-29,mod_4_up,173339,Moderate return CI,solid
2020-05-29,mod_5,49708,Normal (pre-intervention),solid
2020-05-29,mod_5_up,960128,Normal (pre-intervention) CI,solid
2020-05-29,mod_6,7332,Cautious return,solid
2020-05-29,mod_6_up,41190,Cautious return CI,solid
2020-05-30,mod_2,40898,Soc. Dist. + Travel Ban,solid
2020-05-30,mod_2_up,632007,Soc. Dist. + Travel Ban CI,solid
2020-05-30,mod_3_up,127214,No Intervention CI,solid
2020-05-30,mod_4,19376,Moderate return,solid
2020-05-30,mod_4_up,201150,Moderate return CI,solid
2020-05-30,mod_5,51720,Normal (pre-intervention),solid
2020-05-30,mod_5_up,1018617,Normal (pre-intervention) CI,solid
2020-05-30,mod_6,7747,Cautious return,solid
2020-05-30,mod_6_up,45056,Cautious return CI,solid
2020-05-31,mod_2,41039,Soc. Dist. + Travel Ban,solid
2020-05-31,mod_2_up,557861,Soc. Dist. + Travel Ban CI,solid
2020-05-31,mod_3_up,94608,No Intervention CI,solid
2020-05-31,mod_4,20450,Moderate return,solid
2020-05-31,mod_4_up,228517,Moderate return CI,solid
2020-05-31,mod_5,53451,Normal (pre-intervention),solid
2020-05-31,mod_5_up,1115535,Normal (pre-intervention) CI,solid
2020-05-31,mod_6,8177,Cautious return,solid
2020-05-31,mod_6_up,49336,Cautious return CI,solid
2020-06-01,mod_2,41039,Soc. Dist. + Travel Ban,solid
2020-06-01,mod_2_up,575555,Soc. Dist. + Travel Ban CI,solid
2020-06-01,mod_3_up,78530,No Intervention CI,solid
2020-06-01,mod_4,21434,Moderate return,solid
2020-06-01,mod_4_up,262858,Moderate return CI,solid
2020-06-01,mod_5,54931,Normal (pre-intervention),solid
2020-06-01,mod_5_up,1135885,Normal (pre-intervention) CI,solid
2020-06-01,mod_6,8598,Cautious return,solid
2020-06-01,mod_6_up,56813,Cautious return CI,solid
2020-06-02,mod_2,41093,Soc. Dist. + Travel Ban,solid
2020-06-02,mod_2_up,486693,Soc. Dist. + Travel Ban CI,solid
2020-06-02,mod_3_up,82257,No Intervention CI,solid
2020-06-02,mod_4,22378,Moderate return,solid
2020-06-02,mod_4_up,306394,Moderate return CI,solid
2020-06-02,mod_5,56163,Normal (pre-intervention),solid
2020-06-02,mod_5_up,1141137,Normal (pre-intervention) CI,solid
2020-06-02,mod_6,9004,Cautious return,solid
2020-06-02,mod_6_up,62450,Cautious return CI,solid
2020-06-03,mod_2,41102,Soc. Dist. + Travel Ban,solid
2020-06-03,mod_2_up,447349,Soc. Dist. + Travel Ban CI,solid
2020-06-03,mod_3_up,89009,No Intervention CI,solid
2020-06-03,mod_4,23274,Moderate return,solid
2020-06-03,mod_4_up,329379,Moderate return CI,solid
2020-06-03,mod_5,57211,Normal (pre-intervention),solid
2020-06-03,mod_5_up,1238621,Normal (pre-intervention) CI,solid
2020-06-03,mod_6,9424,Cautious return,solid
2020-06-03,mod_6_up,71024,Cautious return CI,solid
2020-06-04,mod_2,40977,Soc. Dist. + Travel Ban,solid
2020-06-04,mod_2_up,465291,Soc. Dist. + Travel Ban CI,solid
2020-06-04,mod_3_up,59189,No Intervention CI,solid
2020-06-04,mod_4,24113,Moderate return,solid
2020-06-04,mod_4_up,373125,Moderate return CI,solid
2020-06-04,mod_5,58002,Normal (pre-intervention),solid
2020-06-04,mod_5_up,1203084,Normal (pre-intervention) CI,solid
2020-06-04,mod_6,9780,Cautious return,solid
2020-06-04,mod_6_up,75761,Cautious return CI,solid
2020-06-05,mod_2,40860,Soc. Dist. + Travel Ban,solid
2020-06-05,mod_2_up,416673,Soc. Dist. + Travel Ban CI,solid
2020-06-05,mod_3_up,69606,No Intervention CI,solid
2020-06-05,mod_4,24904,Moderate return,solid
2020-06-05,mod_4_up,395439,Moderate return CI,solid
2020-06-05,mod_5,58662,Normal (pre-intervention),solid
2020-06-05,mod_5_up,1188002,Normal (pre-intervention) CI,solid
2020-06-05,mod_6,10180,Cautious return,solid
2020-06-05,mod_6_up,78767,Cautious return CI,solid
2020-06-06,mod_2,40758,Soc. Dist. + Travel Ban,solid
2020-06-06,mod_2_up,423022,Soc. Dist. + Travel Ban CI,solid
2020-06-06,mod_3_up,71204,No Intervention CI,solid
2020-06-06,mod_4,25661,Moderate return,solid
