stat	value
thetaS_last_obs_p_mean	0.9981103
thetaI_last_obs_p_mean	0.0002783531
thetaR_last_obs_p_mean	0.001611388
thetaS_last_obs_p_ci_low	0.9979356
thetaS_last_obs_p_ci_med	0.9981108
thetaS_last_obs_p_ci_up	0.9982804
thetaI_last_obs_p_ci_low	0.0002149838
thetaI_last_obs_p_ci_med	0.0002774338
thetaI_last_obs_p_ci_up	0.0003469554
thetaR_last_obs_p_ci_low	0.001454666
thetaR_last_obs_p_ci_med	0.001610605
thetaR_last_obs_p_ci_up	0.001773204
R0_p_mean	1.398428
R0_p_ci_low	0.7833921
R0_p_ci_med	1.303345
R0_p_ci_up	2.585466
gamma_p_mean	0.06894526
gamma_p_ci_low	0.0119707
gamma_p_ci_med	0.06312637
gamma_p_ci_up	0.1581214
beta_p_mean	0.08852425
beta_p_ci_low	0.01784014
beta_p_ci_med	0.08382267
beta_p_ci_up	0.1862829
incidence_mean	0.008910424
incidence_ci_low	0.0003875295
incidence_ci_median	0.002414577
incidence_ci_up	0.0621923
thetaI_tp1_mean	0.002196979
thetaI_tp1_ci_low	0
thetaI_tp1_ci_med	0
thetaI_tp1_ci_up	0.01913485
thetaR_tp1_mean	0.007606632
thetaR_tp1_ci_low	0.000344112
thetaR_tp1_ci_med	0.003366301
thetaR_tp1_ci_up	0.0434607
Y_tp1_mean	0.002196876
Y_tp1_ci_low	0
Y_tp1_ci_med	0
Y_tp1_ci_up	0.0191671
R_tp1_mean	0.007606132
R_tp1_ci_low	0.0003414532
R_tp1_ci_med	0.003366379
R_tp1_ci_up	0.04338748
thetaI_tp2_mean	NA
thetaI_tp2_ci_low	NA
thetaI_tp2_ci_med	NA
thetaI_tp2_ci_up	NA
thetaR_tp2_mean	NA
thetaR_tp2_ci_low	NA
thetaR_tp2_ci_med	NA
thetaR_tp2_ci_up	NA
Y_tp2_mean	NA
Y_tp2_ci_low	NA
Y_tp2_ci_med	NA
Y_tp2_ci_up	NA
R_tp2_mean	NA
R_tp2_ci_low	NA
R_tp2_ci_med	NA
R_tp2_ci_up	NA
thetaR_max_mean	0.007606632
thetaR_max_ci_low	0.000344112
thetaR_max_ci_med	0.003366301
thetaR_max_ci_up	0.0434607
cumInf_mean	0.009803611
cumInf_ci_low	0.0003509797
cumInf_ci_med	0.003535606
cumInf_ci_up	0.06291592
dthetaI_tp1_date	01/19/21
first_tp_mean	08/13/20
first_tp_ci_low	07/05/20
first_tp_ci_med	07/22/20
first_tp_ci_up	01/19/21
dthetaI_tp2_date	01/19/21
second_tp_mean	08/15/20
second_tp_ci_low	07/07/20
second_tp_ci_med	07/24/20
second_tp_ci_up	01/19/21
end_p_mean	12/06/20
end_p_ci_low	09/12/20
end_p_ci_med	12/27/20
end_p_ci_up	01/19/21
begin_str	07/04/2020
