place,r,lower,upper,.groups
Andhra Pradesh,0.8034076973309245,0.7738984281818695,0.8334620019054625,drop_last
Assam,0.8530641745542076,0.7906514677659832,0.9178164593675046,drop_last
Bihar,1.0126179691923554,0.9766219016136449,1.049256587288843,drop_last
Chhattisgarh,0.8993706004917088,0.878892843886291,0.9200809364596849,drop_last
Delhi,0.6332384694726917,0.6226582023687556,0.6439072421233016,drop_last
Gujarat,0.9286325907324384,0.9069461751630757,0.9505718946004083,drop_last
Haryana,0.7760857096641638,0.7581252284591803,0.7942539139056898,drop_last
India,0.8583462777386667,0.8541529308166494,0.8625497597631662,drop_last
Jammu and Kashmir,0.9144668818802073,0.87684104596102,0.9528741946023529,drop_last
Jharkhand,0.9004250409806044,0.8421304096306448,0.9606440140245088,drop_last
Karnataka,0.8975062589302663,0.8754045629916278,0.9198797487012804,drop_last
Kerala,0.9301012742087433,0.9184870916053357,0.9417875125381141,drop_last
Madhya Pradesh,0.9272823684631558,0.9054041374878963,0.9494182139566936,drop_last
Maharashtra,0.8831910382021194,0.871500122349596,0.8949588195574103,drop_last
Odisha,0.7643587638194062,0.7303841586420129,0.7990953091105096,drop_last
Punjab,0.9238541059934463,0.891997714801991,0.9562626914453148,drop_last
Rajasthan,0.7409893486316175,0.7257771915946226,0.7563575338976836,drop_last
Tamil Nadu,0.9009973746513875,0.8792231460836789,0.9230343496469808,drop_last
Telangana,0.9140789595799909,0.8823133347144954,0.9463986454575565,drop_last
Uttar Pradesh,0.8636990652886639,0.8454115727086734,0.8821797735128203,drop_last
West Bengal,0.8965914866454763,0.8820901880070696,0.9112094445006189,drop_last
