place,r,lower,upper,.groups
Andhra Pradesh,0.6856338371047734,0.6618151520077189,0.7098679336616255,drop_last
Assam,1.0061786452199117,0.9390350758650448,1.0756100186004252,drop_last
Bihar,0.9975869471856237,0.9618979549108729,1.0339171814079087,drop_last
Chhattisgarh,0.9026505381397448,0.8829693713749196,0.9225456741804483,drop_last
Delhi,0.7561154969532888,0.7458744689375261,0.7664255731920818,drop_last
Gujarat,1.0404478559603159,1.0172466218922187,1.0639070776282131,drop_last
Haryana,0.7841987697751285,0.7677845936006233,0.8007843307458128,drop_last
India,0.8864909555041199,0.8824393108091324,0.8905517553636351,drop_last
Jammu and Kashmir,0.9660557961055697,0.9279426767828576,1.0049256223018608,drop_last
Jharkhand,0.9485865992072798,0.8902017980037753,1.0088000355538285,drop_last
Karnataka,0.8381902547097149,0.8181826338852907,0.8584362250396261,drop_last
Kerala,0.9956032126940263,0.9836468942975886,1.0076308113834562,drop_last
Madhya Pradesh,0.9435274257603942,0.921940835077667,0.9653604633507189,drop_last
Maharashtra,0.9198242893309894,0.9083198045830283,0.9314002752759352,drop_last
Odisha,0.6938796458061421,0.6656612420658765,0.7226769147071594,drop_last
Punjab,0.9486671162375103,0.9169739460661853,0.9808914671703406,drop_last
Rajasthan,0.8352455100502961,0.8203306950929465,0.8502933089216196,drop_last
Tamil Nadu,0.9013569309732828,0.8804824450772732,0.9224725825373201,drop_last
Telangana,0.7710389598193106,0.7444740017599824,0.7980640248649391,drop_last
Uttar Pradesh,0.8894747535814573,0.8717877492956719,0.9073370152207823,drop_last
West Bengal,0.9261982887044171,0.9119465787624726,0.9405589734104985,drop_last
