place,r,lower,upper
Andhra Pradesh,1.6733298964495222,1.6368786129421151,1.7101807477246267
Assam,1.901374446121697,1.73378196859997,2.0769217943392606
Bihar,2.8435585289652954,2.75893713493436,2.9294857306251476
Chhattisgarh,2.128916368468335,2.1058382540240554,2.1521209369124668
Delhi,2.0996705421241963,2.0703986234331064,2.1291487626005434
Gujarat,1.361863433516649,1.3401266896024533,1.3837733764409796
Haryana,1.5591555434638518,1.5283777128432583,1.5902377852101328
India,1.5271709642272795,1.5229232464806546,1.531424547506634
Jammu and Kashmir,1.7787366367845323,1.7122036323627787,1.8465270370501554
Jharkhand,2.3732550239785555,2.3059644470003393,2.4415165477191008
Karnataka,1.62876906394082,1.608842873352959,1.6488168754870007
Kerala,1.3138450096570238,1.2926535194786895,1.335207154465087
Madhya Pradesh,1.4757108630534297,1.4529276751249076,1.4986699258027232
Maharashtra,1.3778111423581256,1.372431150536357,1.3832015371406807
Odisha,1.9911789012575174,1.9157577674706463,2.0680599204166237
Punjab,1.0653986722469981,1.0480858269108082,1.082851396065977
Rajasthan,2.0085186663190036,1.9685590335371763,2.0488828888266566
Tamil Nadu,1.544686563765602,1.5217983727434374,1.567743793759133
Telangana,2.0237342815857424,1.973184912674523,2.074924457621678
Uttar Pradesh,2.69202287556725,2.6542341575594817,2.730083907905192
West Bengal,2.1302927644088823,2.086684965041227,2.1743505450740988
