place,r,lower,upper
Andhra Pradesh,1.684487101115534,1.6426770302570068,1.7268177291419209
Assam,1.4265188387939762,1.2668329639073912,1.595596420203811
Bihar,2.357056300325325,2.264306941636561,2.4517467714024073
Chhattisgarh,1.892863842174148,1.8675827529904463,1.9183157054633082
Delhi,1.870531545086719,1.838667121791361,1.9026722515183734
Gujarat,1.310047723746213,1.2873105874231334,1.3329815551832105
Haryana,1.4190760684452586,1.387369175783866,1.4511395646262337
India,1.4212588987910244,1.4168269787008703,1.425697690737866
Jammu and Kashmir,1.8383596165249056,1.760243329332556,1.9181624413223919
Jharkhand,2.362295170450936,2.27939222727769,2.446692620761973
Karnataka,1.6307554357087113,1.6083865543792246,1.6532775663274981
Kerala,1.2118105563714836,1.190615736116821,1.233190051876841
Madhya Pradesh,1.4288615823203323,1.4044219413992745,1.453509844778514
Maharashtra,1.3099084739428677,1.3043471015562444,1.3154815731243295
Odisha,1.8243462791260974,1.7411759875994404,1.909460294840453
Punjab,1.0865229731596011,1.0686720301572497,1.1045197417851775
Rajasthan,1.7326585392182416,1.6904403124942764,1.7753997092212725
Tamil Nadu,1.5673148131453052,1.5417303266273121,1.5931080974333014
Telangana,1.7421958285184433,1.6893403453844507,1.795871167449708
Uttar Pradesh,2.367140242699674,2.3237238556403215,2.410969908859477
West Bengal,2.0248068344449153,1.9750540773994205,2.075185320451365
