place,r,lower,upper,.groups
Andhra Pradesh,0.6364922166173399,0.5924682983192283,0.6820807060736939,drop_last
Assam,0.7644852038535651,0.6528412322004832,0.88491293441758,drop_last
Bihar,0.7494694805535814,0.7111820891352414,0.7887507439696649,drop_last
Chhattisgarh,0.6666503695956479,0.6431460551205649,0.6905742653212995,drop_last
Delhi,0.6792738306140046,0.6463292892122448,0.7130304950959765,drop_last
Gujarat,0.834676098934952,0.8041448633144358,0.8657689787679441,drop_last
Haryana,0.7193948009562451,0.6744695752057663,0.7657549331986793,drop_last
India,0.8587728561175764,0.8526471012774639,0.8649202528282545,drop_last
Jammu and Kashmir,0.7910129398204246,0.7271772645720294,0.8574965457943244,drop_last
Jharkhand,0.74604464035599,0.689265416534355,0.805051741145814,drop_last
Karnataka,0.8256605337709358,0.7972744306615331,0.8545368138489156,drop_last
Kerala,1.0382992287695156,1.0257671079622586,1.0509064444055836,drop_last
Madhya Pradesh,0.6730777274442613,0.6448561088260106,0.701897793372989,drop_last
Maharashtra,0.8839778443164723,0.8700946626063741,0.8979695102694888,drop_last
Odisha,0.872278953122531,0.8194781790325647,0.9267111014241972,drop_last
Punjab,0.8820621462837933,0.8312813259209029,0.9343299433543337,drop_last
Rajasthan,0.6663826090575177,0.6337669719513814,0.6998107962146135,drop_last
Tamil Nadu,0.8175118050867697,0.7895182649458943,0.845986651751824,drop_last
Telangana,0.8172792186351265,0.7743030034279411,0.8614015063216982,drop_last
Uttar Pradesh,0.6676894923967555,0.6412469222187959,0.6946603954250533,drop_last
West Bengal,0.7561894171451956,0.7303531829408612,0.7824699755402109,drop_last
