Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,text
2020-04-30,mod_2,14327,94738,Soc. Dist. + Travel Ban,solid,Apr 30,"14,327","Apr 30: 14,327 projected cases per day"
2020-04-30,mod_4,550,2728,Moderate return,solid,Apr 30,550,Apr 30: 550 projected cases per day
2020-04-30,mod_5,556,3182,Normal (pre-intervention),solid,Apr 30,556,Apr 30: 556 projected cases per day
2020-04-30,mod_6,511,2788,Cautious return,solid,Apr 30,511,Apr 30: 511 projected cases per day
2020-05-01,mod_2,15729,116197,Soc. Dist. + Travel Ban,solid,May 01,"15,729","May 01: 15,729 projected cases per day"
2020-05-01,mod_4,597,3059,Moderate return,solid,May 01,597,May 01: 597 projected cases per day
2020-05-01,mod_5,626,2810,Normal (pre-intervention),solid,May 01,626,May 01: 626 projected cases per day
2020-05-01,mod_6,547,2645,Cautious return,solid,May 01,547,May 01: 547 projected cases per day
2020-05-02,mod_2,17128,136086,Soc. Dist. + Travel Ban,solid,May 02,"17,128","May 02: 17,128 projected cases per day"
2020-05-02,mod_4,672,3601,Moderate return,solid,May 02,672,May 02: 672 projected cases per day
2020-05-02,mod_5,723,3875,Normal (pre-intervention),solid,May 02,723,May 02: 723 projected cases per day
2020-05-02,mod_6,591,3682,Cautious return,solid,May 02,591,May 02: 591 projected cases per day
2020-05-03,mod_2,18533,164384,Soc. Dist. + Travel Ban,solid,May 03,"18,533","May 03: 18,533 projected cases per day"
2020-05-03,mod_4,745,3265,Moderate return,solid,May 03,745,May 03: 745 projected cases per day
2020-05-03,mod_5,847,4380,Normal (pre-intervention),solid,May 03,847,May 03: 847 projected cases per day
2020-05-03,mod_6,644,3577,Cautious return,solid,May 03,644,May 03: 644 projected cases per day
2020-05-04,mod_2,19968,185119,Soc. Dist. + Travel Ban,solid,May 04,"19,968","May 04: 19,968 projected cases per day"
2020-05-04,mod_4,841,4178,Moderate return,solid,May 04,841,May 04: 841 projected cases per day
2020-05-04,mod_5,993,4345,Normal (pre-intervention),solid,May 04,993,May 04: 993 projected cases per day
2020-05-04,mod_6,696,3029,Cautious return,solid,May 04,696,May 04: 696 projected cases per day
2020-05-05,mod_2,21386,224726,Soc. Dist. + Travel Ban,solid,May 05,"21,386","May 05: 21,386 projected cases per day"
2020-05-05,mod_4,941,4365,Moderate return,solid,May 05,941,May 05: 941 projected cases per day
2020-05-05,mod_5,1180,6098,Normal (pre-intervention),solid,May 05,"1,180","May 05: 1,180 projected cases per day"
2020-05-05,mod_6,766,3567,Cautious return,solid,May 05,766,May 05: 766 projected cases per day
2020-05-06,mod_2,22784,247916,Soc. Dist. + Travel Ban,solid,May 06,"22,784","May 06: 22,784 projected cases per day"
2020-05-06,mod_4,1073,5322,Moderate return,solid,May 06,"1,073","May 06: 1,073 projected cases per day"
2020-05-06,mod_5,1408,6181,Normal (pre-intervention),solid,May 06,"1,408","May 06: 1,408 projected cases per day"
2020-05-06,mod_6,837,3978,Cautious return,solid,May 06,837,May 06: 837 projected cases per day
2020-05-07,mod_2,24164,293916,Soc. Dist. + Travel Ban,solid,May 07,"24,164","May 07: 24,164 projected cases per day"
2020-05-07,mod_4,1215,5782,Moderate return,solid,May 07,"1,215","May 07: 1,215 projected cases per day"
2020-05-07,mod_5,1711,6873,Normal (pre-intervention),solid,May 07,"1,711","May 07: 1,711 projected cases per day"
2020-05-07,mod_6,923,4687,Cautious return,solid,May 07,923,May 07: 923 projected cases per day
2020-05-08,mod_2,25496,327021,Soc. Dist. + Travel Ban,solid,May 08,"25,496","May 08: 25,496 projected cases per day"
2020-05-08,mod_4,1401,5242,Moderate return,solid,May 08,"1,401","May 08: 1,401 projected cases per day"
2020-05-08,mod_5,2075,8325,Normal (pre-intervention),solid,May 08,"2,075","May 08: 2,075 projected cases per day"
2020-05-08,mod_6,1021,4476,Cautious return,solid,May 08,"1,021","May 08: 1,021 projected cases per day"
2020-05-09,mod_2,26845,366698,Soc. Dist. + Travel Ban,solid,May 09,"26,845","May 09: 26,845 projected cases per day"
2020-05-09,mod_4,1610,7053,Moderate return,solid,May 09,"1,610","May 09: 1,610 projected cases per day"
2020-05-09,mod_5,2535,10875,Normal (pre-intervention),solid,May 09,"2,535","May 09: 2,535 projected cases per day"
2020-05-09,mod_6,1126,4625,Cautious return,solid,May 09,"1,126","May 09: 1,126 projected cases per day"
2020-05-10,mod_2,28117,414801,Soc. Dist. + Travel Ban,solid,May 10,"28,117","May 10: 28,117 projected cases per day"
2020-05-10,mod_4,1867,8188,Moderate return,solid,May 10,"1,867","May 10: 1,867 projected cases per day"
2020-05-10,mod_5,3118,11412,Normal (pre-intervention),solid,May 10,"3,118","May 10: 3,118 projected cases per day"
2020-05-10,mod_6,1254,5781,Cautious return,solid,May 10,"1,254","May 10: 1,254 projected cases per day"
2020-05-11,mod_2,29332,439571,Soc. Dist. + Travel Ban,solid,May 11,"29,332","May 11: 29,332 projected cases per day"
2020-05-11,mod_4,2156,8929,Moderate return,solid,May 11,"2,156","May 11: 2,156 projected cases per day"
2020-05-11,mod_5,3826,14924,Normal (pre-intervention),solid,May 11,"3,826","May 11: 3,826 projected cases per day"
2020-05-11,mod_6,1396,5482,Cautious return,solid,May 11,"1,396","May 11: 1,396 projected cases per day"
2020-05-12,mod_2,30512,494926,Soc. Dist. + Travel Ban,solid,May 12,"30,512","May 12: 30,512 projected cases per day"
2020-05-12,mod_4,2509,9841,Moderate return,solid,May 12,"2,509","May 12: 2,509 projected cases per day"
2020-05-12,mod_5,4731,18770,Normal (pre-intervention),solid,May 12,"4,731","May 12: 4,731 projected cases per day"
2020-05-12,mod_6,1559,6381,Cautious return,solid,May 12,"1,559","May 12: 1,559 projected cases per day"
2020-05-13,mod_2,31581,511862,Soc. Dist. + Travel Ban,solid,May 13,"31,581","May 13: 31,581 projected cases per day"
2020-05-13,mod_4,2916,11317,Moderate return,solid,May 13,"2,916","May 13: 2,916 projected cases per day"
2020-05-13,mod_5,5831,23243,Normal (pre-intervention),solid,May 13,"5,831","May 13: 5,831 projected cases per day"
2020-05-13,mod_6,1734,7050,Cautious return,solid,May 13,"1,734","May 13: 1,734 projected cases per day"
2020-05-14,mod_2,32651,564099,Soc. Dist. + Travel Ban,solid,May 14,"32,651","May 14: 32,651 projected cases per day"
2020-05-14,mod_4,3392,12589,Moderate return,solid,May 14,"3,392","May 14: 3,392 projected cases per day"
2020-05-14,mod_5,7199,29607,Normal (pre-intervention),solid,May 14,"7,199","May 14: 7,199 projected cases per day"
2020-05-14,mod_6,1935,7986,Cautious return,solid,May 14,"1,935","May 14: 1,935 projected cases per day"
2020-05-15,mod_2,33589,600788,Soc. Dist. + Travel Ban,solid,May 15,"33,589","May 15: 33,589 projected cases per day"
2020-05-15,mod_4,3954,16570,Moderate return,solid,May 15,"3,954","May 15: 3,954 projected cases per day"
2020-05-15,mod_5,8847,37182,Normal (pre-intervention),solid,May 15,"8,847","May 15: 8,847 projected cases per day"
2020-05-15,mod_6,2176,8678,Cautious return,solid,May 15,"2,176","May 15: 2,176 projected cases per day"
2020-05-16,mod_2,34528,634861,Soc. Dist. + Travel Ban,solid,May 16,"34,528","May 16: 34,528 projected cases per day"
2020-05-16,mod_4,4608,18686,Moderate return,solid,May 16,"4,608","May 16: 4,608 projected cases per day"
2020-05-16,mod_5,10840,49996,Normal (pre-intervention),solid,May 16,"10,840","May 16: 10,840 projected cases per day"
2020-05-16,mod_6,2430,9487,Cautious return,solid,May 16,"2,430","May 16: 2,430 projected cases per day"
2020-05-17,mod_2,35351,662222,Soc. Dist. + Travel Ban,solid,May 17,"35,351","May 17: 35,351 projected cases per day"
2020-05-17,mod_4,5351,23634,Moderate return,solid,May 17,"5,351","May 17: 5,351 projected cases per day"
2020-05-17,mod_5,13178,66144,Normal (pre-intervention),solid,May 17,"13,178","May 17: 13,178 projected cases per day"
2020-05-17,mod_6,2720,11375,Cautious return,solid,May 17,"2,720","May 17: 2,720 projected cases per day"
2020-05-18,mod_2,36117,705549,Soc. Dist. + Travel Ban,solid,May 18,"36,117","May 18: 36,117 projected cases per day"
2020-05-18,mod_4,6211,23746,Moderate return,solid,May 18,"6,211","May 18: 6,211 projected cases per day"
2020-05-18,mod_5,15954,85190,Normal (pre-intervention),solid,May 18,"15,954","May 18: 15,954 projected cases per day"
2020-05-18,mod_6,3031,12383,Cautious return,solid,May 18,"3,031","May 18: 3,031 projected cases per day"
2020-05-19,mod_2,36857,681833,Soc. Dist. + Travel Ban,solid,May 19,"36,857","May 19: 36,857 projected cases per day"
2020-05-19,mod_4,7205,33975,Moderate return,solid,May 19,"7,205","May 19: 7,205 projected cases per day"
2020-05-19,mod_5,19177,112990,Normal (pre-intervention),solid,May 19,"19,177","May 19: 19,177 projected cases per day"
2020-05-19,mod_6,3395,15090,Cautious return,solid,May 19,"3,395","May 19: 3,395 projected cases per day"
2020-05-20,mod_2,37455,709237,Soc. Dist. + Travel Ban,solid,May 20,"37,455","May 20: 37,455 projected cases per day"
2020-05-20,mod_4,8315,39976,Moderate return,solid,May 20,"8,315","May 20: 8,315 projected cases per day"
2020-05-20,mod_5,22873,156833,Normal (pre-intervention),solid,May 20,"22,873","May 20: 22,873 projected cases per day"
2020-05-20,mod_6,3781,13741,Cautious return,solid,May 20,"3,781","May 20: 3,781 projected cases per day"
2020-05-21,mod_2,38018,771971,Soc. Dist. + Travel Ban,solid,May 21,"38,018","May 21: 38,018 projected cases per day"
2020-05-21,mod_4,9346,43352,Moderate return,solid,May 21,"9,346","May 21: 9,346 projected cases per day"
2020-05-21,mod_5,26191,201763,Normal (pre-intervention),solid,May 21,"26,191","May 21: 26,191 projected cases per day"
2020-05-21,mod_6,4145,17602,Cautious return,solid,May 21,"4,145","May 21: 4,145 projected cases per day"
2020-05-22,mod_2,38571,766446,Soc. Dist. + Travel Ban,solid,May 22,"38,571","May 22: 38,571 projected cases per day"
2020-05-22,mod_4,10424,58384,Moderate return,solid,May 22,"10,424","May 22: 10,424 projected cases per day"
2020-05-22,mod_5,29533,262831,Normal (pre-intervention),solid,May 22,"29,533","May 22: 29,533 projected cases per day"
2020-05-22,mod_6,4511,19071,Cautious return,solid,May 22,"4,511","May 22: 4,511 projected cases per day"
2020-05-23,mod_2,39040,768027,Soc. Dist. + Travel Ban,solid,May 23,"39,040","May 23: 39,040 projected cases per day"
2020-05-23,mod_4,11508,63434,Moderate return,solid,May 23,"11,508","May 23: 11,508 projected cases per day"
2020-05-23,mod_5,32854,347844,Normal (pre-intervention),solid,May 23,"32,854","May 23: 32,854 projected cases per day"
2020-05-23,mod_6,4901,22411,Cautious return,solid,May 23,"4,901","May 23: 4,901 projected cases per day"
2020-05-24,mod_2,39442,747158,Soc. Dist. + Travel Ban,solid,May 24,"39,442","May 24: 39,442 projected cases per day"
2020-05-24,mod_4,12625,79782,Moderate return,solid,May 24,"12,625","May 24: 12,625 projected cases per day"
2020-05-24,mod_5,36096,449513,Normal (pre-intervention),solid,May 24,"36,096","May 24: 36,096 projected cases per day"
2020-05-24,mod_6,5297,21689,Cautious return,solid,May 24,"5,297","May 24: 5,297 projected cases per day"
2020-05-25,mod_2,39789,739525,Soc. Dist. + Travel Ban,solid,May 25,"39,789","May 25: 39,789 projected cases per day"
2020-05-25,mod_4,13768,87786,Moderate return,solid,May 25,"13,768","May 25: 13,768 projected cases per day"
