Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,text
2020-05-10,mod_6,805,3229,Cautious return,solid,May 10,805,May 10: 805 projected cases per day
2020-05-11,mod_2,31162,491061,Soc. Dist. + Travel Ban,solid,May 11,"31,162","May 11: 31,162 projected cases per day"
2020-05-11,mod_4,2308,7303,Moderate return,solid,May 11,"2,308","May 11: 2,308 projected cases per day"
2020-05-11,mod_5,6847,22244,Normal (pre-intervention),solid,May 11,"6,847","May 11: 6,847 projected cases per day"
2020-05-11,mod_6,928,3604,Cautious return,solid,May 11,928,May 11: 928 projected cases per day
2020-05-12,mod_2,32350,515396,Soc. Dist. + Travel Ban,solid,May 12,"32,350","May 12: 32,350 projected cases per day"
2020-05-12,mod_4,2839,8346,Moderate return,solid,May 12,"2,839","May 12: 2,839 projected cases per day"
2020-05-12,mod_5,8792,28205,Normal (pre-intervention),solid,May 12,"8,792","May 12: 8,792 projected cases per day"
2020-05-12,mod_6,1087,3438,Cautious return,solid,May 12,"1,087","May 12: 1,087 projected cases per day"
2020-05-13,mod_2,33493,571848,Soc. Dist. + Travel Ban,solid,May 13,"33,493","May 13: 33,493 projected cases per day"
2020-05-13,mod_4,3480,10673,Moderate return,solid,May 13,"3,480","May 13: 3,480 projected cases per day"
2020-05-13,mod_5,11150,38457,Normal (pre-intervention),solid,May 13,"11,150","May 13: 11,150 projected cases per day"
2020-05-13,mod_6,1260,3989,Cautious return,solid,May 13,"1,260","May 13: 1,260 projected cases per day"
2020-05-14,mod_2,34547,626116,Soc. Dist. + Travel Ban,solid,May 14,"34,547","May 14: 34,547 projected cases per day"
2020-05-14,mod_4,4124,12232,Moderate return,solid,May 14,"4,124","May 14: 4,124 projected cases per day"
2020-05-14,mod_5,13461,49769,Normal (pre-intervention),solid,May 14,"13,461","May 14: 13,461 projected cases per day"
2020-05-14,mod_6,1442,4315,Cautious return,solid,May 14,"1,442","May 14: 1,442 projected cases per day"
2020-05-15,mod_2,35508,646656,Soc. Dist. + Travel Ban,solid,May 15,"35,508","May 15: 35,508 projected cases per day"
2020-05-15,mod_4,4832,13553,Moderate return,solid,May 15,"4,832","May 15: 4,832 projected cases per day"
2020-05-15,mod_5,15910,64378,Normal (pre-intervention),solid,May 15,"15,910","May 15: 15,910 projected cases per day"
2020-05-15,mod_6,1657,5334,Cautious return,solid,May 15,"1,657","May 15: 1,657 projected cases per day"
2020-05-16,mod_2,36395,694611,Soc. Dist. + Travel Ban,solid,May 16,"36,395","May 16: 36,395 projected cases per day"
2020-05-16,mod_4,5581,16929,Moderate return,solid,May 16,"5,581","May 16: 5,581 projected cases per day"
2020-05-16,mod_5,18420,84496,Normal (pre-intervention),solid,May 16,"18,420","May 16: 18,420 projected cases per day"
2020-05-16,mod_6,1871,6619,Cautious return,solid,May 16,"1,871","May 16: 1,871 projected cases per day"
2020-05-17,mod_2,37223,722274,Soc. Dist. + Travel Ban,solid,May 17,"37,223","May 17: 37,223 projected cases per day"
2020-05-17,mod_4,6355,20967,Moderate return,solid,May 17,"6,355","May 17: 6,355 projected cases per day"
2020-05-17,mod_5,20950,108086,Normal (pre-intervention),solid,May 17,"20,950","May 17: 20,950 projected cases per day"
2020-05-17,mod_6,2119,5648,Cautious return,solid,May 17,"2,119","May 17: 2,119 projected cases per day"
2020-05-18,mod_2,37959,752752,Soc. Dist. + Travel Ban,solid,May 18,"37,959","May 18: 37,959 projected cases per day"
2020-05-18,mod_4,7182,21599,Moderate return,solid,May 18,"7,182","May 18: 7,182 projected cases per day"
2020-05-18,mod_5,23457,145524,Normal (pre-intervention),solid,May 18,"23,457","May 18: 23,457 projected cases per day"
2020-05-18,mod_6,2386,6176,Cautious return,solid,May 18,"2,386","May 18: 2,386 projected cases per day"
2020-05-19,mod_2,38603,738241,Soc. Dist. + Travel Ban,solid,May 19,"38,603","May 19: 38,603 projected cases per day"
2020-05-19,mod_4,8022,27201,Moderate return,solid,May 19,"8,022","May 19: 8,022 projected cases per day"
2020-05-19,mod_5,25916,178166,Normal (pre-intervention),solid,May 19,"25,916","May 19: 25,916 projected cases per day"
2020-05-19,mod_6,2670,8484,Cautious return,solid,May 19,"2,670","May 19: 2,670 projected cases per day"
2020-05-20,mod_2,39218,836528,Soc. Dist. + Travel Ban,solid,May 20,"39,218","May 20: 39,218 projected cases per day"
2020-05-20,mod_4,8869,30397,Moderate return,solid,May 20,"8,869","May 20: 8,869 projected cases per day"
2020-05-20,mod_5,28276,234805,Normal (pre-intervention),solid,May 20,"28,276","May 20: 28,276 projected cases per day"
2020-05-20,mod_6,2969,7094,Cautious return,solid,May 20,"2,969","May 20: 2,969 projected cases per day"
2020-05-21,mod_2,39774,826071,Soc. Dist. + Travel Ban,solid,May 21,"39,774","May 21: 39,774 projected cases per day"
2020-05-21,mod_4,9726,39826,Moderate return,solid,May 21,"9,726","May 21: 9,726 projected cases per day"
2020-05-21,mod_5,30529,288021,Normal (pre-intervention),solid,May 21,"30,529","May 21: 30,529 projected cases per day"
2020-05-21,mod_6,3285,9698,Cautious return,solid,May 21,"3,285","May 21: 3,285 projected cases per day"
2020-05-22,mod_2,40223,794484,Soc. Dist. + Travel Ban,solid,May 22,"40,223","May 22: 40,223 projected cases per day"
2020-05-22,mod_4,10597,40945,Moderate return,solid,May 22,"10,597","May 22: 10,597 projected cases per day"
2020-05-22,mod_5,32647,367067,Normal (pre-intervention),solid,May 22,"32,647","May 22: 32,647 projected cases per day"
2020-05-22,mod_6,3594,10321,Cautious return,solid,May 22,"3,594","May 22: 3,594 projected cases per day"
2020-05-23,mod_2,40611,818783,Soc. Dist. + Travel Ban,solid,May 23,"40,611","May 23: 40,611 projected cases per day"
2020-05-23,mod_4,11452,52901,Moderate return,solid,May 23,"11,452","May 23: 11,452 projected cases per day"
2020-05-23,mod_5,34552,451578,Normal (pre-intervention),solid,May 23,"34,552","May 23: 34,552 projected cases per day"
2020-05-23,mod_6,3916,12451,Cautious return,solid,May 23,"3,916","May 23: 3,916 projected cases per day"
2020-05-24,mod_2,40947,803549,Soc. Dist. + Travel Ban,solid,May 24,"40,947","May 24: 40,947 projected cases per day"
2020-05-24,mod_4,12326,58392,Moderate return,solid,May 24,"12,326","May 24: 12,326 projected cases per day"
2020-05-24,mod_5,36292,539353,Normal (pre-intervention),solid,May 24,"36,292","May 24: 36,292 projected cases per day"
2020-05-24,mod_6,4252,12901,Cautious return,solid,May 24,"4,252","May 24: 4,252 projected cases per day"
2020-05-25,mod_2,41170,783092,Soc. Dist. + Travel Ban,solid,May 25,"41,170","May 25: 41,170 projected cases per day"
2020-05-25,mod_4,13210,70656,Moderate return,solid,May 25,"13,210","May 25: 13,210 projected cases per day"
2020-05-25,mod_5,37815,624237,Normal (pre-intervention),solid,May 25,"37,815","May 25: 37,815 projected cases per day"
2020-05-25,mod_6,4582,11716,Cautious return,solid,May 25,"4,582","May 25: 4,582 projected cases per day"
2020-05-26,mod_2,41390,717631,Soc. Dist. + Travel Ban,solid,May 26,"41,390","May 26: 41,390 projected cases per day"
2020-05-26,mod_4,14066,78480,Moderate return,solid,May 26,"14,066","May 26: 14,066 projected cases per day"
2020-05-26,mod_5,39091,700629,Normal (pre-intervention),solid,May 26,"39,091","May 26: 39,091 projected cases per day"
2020-05-26,mod_6,4923,17087,Cautious return,solid,May 26,"4,923","May 26: 4,923 projected cases per day"
2020-05-27,mod_2,41590,735548,Soc. Dist. + Travel Ban,solid,May 27,"41,590","May 27: 41,590 projected cases per day"
2020-05-27,mod_4,14910,97753,Moderate return,solid,May 27,"14,910","May 27: 14,910 projected cases per day"
2020-05-27,mod_5,40176,797011,Normal (pre-intervention),solid,May 27,"40,176","May 27: 40,176 projected cases per day"
2020-05-27,mod_6,5249,16744,Cautious return,solid,May 27,"5,249","May 27: 5,249 projected cases per day"
2020-05-28,mod_2,41728,712262,Soc. Dist. + Travel Ban,solid,May 28,"41,728","May 28: 41,728 projected cases per day"
2020-05-28,mod_4,15703,107844,Moderate return,solid,May 28,"15,703","May 28: 15,703 projected cases per day"
2020-05-28,mod_5,41050,835668,Normal (pre-intervention),solid,May 28,"41,050","May 28: 41,050 projected cases per day"
2020-05-28,mod_6,5586,18762,Cautious return,solid,May 28,"5,586","May 28: 5,586 projected cases per day"
2020-05-29,mod_2,41852,664644,Soc. Dist. + Travel Ban,solid,May 29,"41,852","May 29: 41,852 projected cases per day"
2020-05-29,mod_4,16498,119393,Moderate return,solid,May 29,"16,498","May 29: 16,498 projected cases per day"
2020-05-29,mod_5,41687,909329,Normal (pre-intervention),solid,May 29,"41,687","May 29: 41,687 projected cases per day"
2020-05-29,mod_6,5923,19804,Cautious return,solid,May 29,"5,923","May 29: 5,923 projected cases per day"
2020-05-30,mod_2,41860,627531,Soc. Dist. + Travel Ban,solid,May 30,"41,860","May 30: 41,860 projected cases per day"
2020-05-30,mod_4,17228,151454,Moderate return,solid,May 30,"17,228","May 30: 17,228 projected cases per day"
2020-05-30,mod_5,42178,942593,Normal (pre-intervention),solid,May 30,"42,178","May 30: 42,178 projected cases per day"
2020-05-30,mod_6,6255,23013,Cautious return,solid,May 30,"6,255","May 30: 6,255 projected cases per day"
2020-05-31,mod_2,41847,557064,Soc. Dist. + Travel Ban,solid,May 31,"41,847","May 31: 41,847 projected cases per day"
2020-05-31,mod_4,17908,163502,Moderate return,solid,May 31,"17,908","May 31: 17,908 projected cases per day"
2020-05-31,mod_5,42550,1028383,Normal (pre-intervention),solid,May 31,"42,550","May 31: 42,550 projected cases per day"
2020-05-31,mod_6,6574,26620,Cautious return,solid,May 31,"6,574","May 31: 6,574 projected cases per day"
2020-06-01,mod_2,41756,502266,Soc. Dist. + Travel Ban,solid,Jun 01,"41,756","Jun 01: 41,756 projected cases per day"
2020-06-01,mod_4,18556,179298,Moderate return,solid,Jun 01,"18,556","Jun 01: 18,556 projected cases per day"
2020-06-01,mod_5,42780,1051994,Normal (pre-intervention),solid,Jun 01,"42,780","Jun 01: 42,780 projected cases per day"
2020-06-01,mod_6,6900,26623,Cautious return,solid,Jun 01,"6,900","Jun 01: 6,900 projected cases per day"
2020-06-02,mod_2,41696,496385,Soc. Dist. + Travel Ban,solid,Jun 02,"41,696","Jun 02: 41,696 projected cases per day"
2020-06-02,mod_4,19146,227103,Moderate return,solid,Jun 02,"19,146","Jun 02: 19,146 projected cases per day"
2020-06-02,mod_5,42825,1056540,Normal (pre-intervention),solid,Jun 02,"42,825","Jun 02: 42,825 projected cases per day"
2020-06-02,mod_6,7223,30236,Cautious return,solid,Jun 02,"7,223","Jun 02: 7,223 projected cases per day"
2020-06-03,mod_2,41538,464084,Soc. Dist. + Travel Ban,solid,Jun 03,"41,538","Jun 03: 41,538 projected cases per day"
2020-06-03,mod_4,19704,242449,Moderate return,solid,Jun 03,"19,704","Jun 03: 19,704 projected cases per day"
2020-06-03,mod_5,42793,1106329,Normal (pre-intervention),solid,Jun 03,"42,793","Jun 03: 42,793 projected cases per day"
2020-06-03,mod_6,7524,34025,Cautious return,solid,Jun 03,"7,524","Jun 03: 7,524 projected cases per day"
2020-06-04,mod_2,41429,408164,Soc. Dist. + Travel Ban,solid,Jun 04,"41,429","Jun 04: 41,429 projected cases per day"
2020-06-04,mod_4,20177,271497,Moderate return,solid,Jun 04,"20,177","Jun 04: 20,177 projected cases per day"
2020-06-04,mod_5,42658,1106633,Normal (pre-intervention),solid,Jun 04,"42,658","Jun 04: 42,658 projected cases per day"
2020-06-04,mod_6,7831,40801,Cautious return,solid,Jun 04,"7,831","Jun 04: 7,831 projected cases per day"
2020-06-05,mod_2,41238,397827,Soc. Dist. + Travel Ban,solid,Jun 05,"41,238","Jun 05: 41,238 projected cases per day"
2020-06-05,mod_4,20601,284358,Moderate return,solid,Jun 05,"20,601","Jun 05: 20,601 projected cases per day"
2020-06-05,mod_5,42379,1072601,Normal (pre-intervention),solid,Jun 05,"42,379","Jun 05: 42,379 projected cases per day"
2020-06-05,mod_6,8121,36449,Cautious return,solid,Jun 05,"8,121","Jun 05: 8,121 projected cases per day"
2020-06-06,mod_2,41054,334305,Soc. Dist. + Travel Ban,solid,Jun 06,"41,054","Jun 06: 41,054 projected cases per day"
2020-06-06,mod_4,21003,321565,Moderate return,solid,Jun 06,"21,003","Jun 06: 21,003 projected cases per day"
2020-06-06,mod_5,42108,1064483,Normal (pre-intervention),solid,Jun 06,"42,108","Jun 06: 42,108 projected cases per day"
2020-06-06,mod_6,8408,51660,Cautious return,solid,Jun 06,"8,408","Jun 06: 8,408 projected cases per day"
2020-06-07,mod_2,40811,347002,Soc. Dist. + Travel Ban,solid,Jun 07,"40,811","Jun 07: 40,811 projected cases per day"
2020-06-07,mod_4,21337,348132,Moderate return,solid,Jun 07,"21,337","Jun 07: 21,337 projected cases per day"
2020-06-07,mod_5,41670,1064057,Normal (pre-intervention),solid,Jun 07,"41,670","Jun 07: 41,670 projected cases per day"
2020-06-07,mod_6,8699,48778,Cautious return,solid,Jun 07,"8,699","Jun 07: 8,699 projected cases per day"
2020-06-08,mod_2,40576,279550,Soc. Dist. + Travel Ban,solid,Jun 08,"40,576","Jun 08: 40,576 projected cases per day"
2020-06-08,mod_4,21600,382414,Moderate return,solid,Jun 08,"21,600","Jun 08: 21,600 projected cases per day"
2020-06-08,mod_5,41246,993351,Normal (pre-intervention),solid,Jun 08,"41,246","Jun 08: 41,246 projected cases per day"
2020-06-08,mod_6,8956,48839,Cautious return,solid,Jun 08,"8,956","Jun 08: 8,956 projected cases per day"
2020-06-09,mod_2,40288,284985,Soc. Dist. + Travel Ban,solid,Jun 09,"40,288","Jun 09: 40,288 projected cases per day"
2020-06-09,mod_4,21834,388988,Moderate return,solid,Jun 09,"21,834","Jun 09: 21,834 projected cases per day"
2020-06-09,mod_5,40767,918266,Normal (pre-intervention),solid,Jun 09,"40,767","Jun 09: 40,767 projected cases per day"
2020-06-09,mod_6,9227,63323,Cautious return,solid,Jun 09,"9,227","Jun 09: 9,227 projected cases per day"
2020-06-10,mod_2,39985,225613,Soc. Dist. + Travel Ban,solid,Jun 10,"39,985","Jun 10: 39,985 projected cases per day"
2020-06-10,mod_4,22024,426018,Moderate return,solid,Jun 10,"22,024","Jun 10: 22,024 projected cases per day"
2020-06-10,mod_5,40193,915008,Normal (pre-intervention),solid,Jun 10,"40,193","Jun 10: 40,193 projected cases per day"
2020-06-10,mod_6,9492,68497,Cautious return,solid,Jun 10,"9,492","Jun 10: 9,492 projected cases per day"
2020-06-11,mod_2,39682,251032,Soc. Dist. + Travel Ban,solid,Jun 11,"39,682","Jun 11: 39,682 projected cases per day"
2020-06-11,mod_4,22159,445337,Moderate return,solid,Jun 11,"22,159","Jun 11: 22,159 projected cases per day"
2020-06-11,mod_5,39572,908477,Normal (pre-intervention),solid,Jun 11,"39,572","Jun 11: 39,572 projected cases per day"
2020-06-11,mod_6,9689,70878,Cautious return,solid,Jun 11,"9,689","Jun 11: 9,689 projected cases per day"
2020-06-12,mod_2,39343,223865,Soc. Dist. + Travel Ban,solid,Jun 12,"39,343","Jun 12: 39,343 projected cases per day"
2020-06-12,mod_4,22278,461577,Moderate return,solid,Jun 12,"22,278","Jun 12: 22,278 projected cases per day"
2020-06-12,mod_5,39022,763677,Normal (pre-intervention),solid,Jun 12,"39,022","Jun 12: 39,022 projected cases per day"
2020-06-12,mod_6,9927,75979,Cautious return,solid,Jun 12,"9,927","Jun 12: 9,927 projected cases per day"
2020-06-13,mod_2,39020,202751,Soc. Dist. + Travel Ban,solid,Jun 13,"39,020","Jun 13: 39,020 projected cases per day"
2020-06-13,mod_4,22378,515458,Moderate return,solid,Jun 13,"22,378","Jun 13: 22,378 projected cases per day"
2020-06-13,mod_5,38355,698662,Normal (pre-intervention),solid,Jun 13,"38,355","Jun 13: 38,355 projected cases per day"
2020-06-13,mod_6,10154,78287,Cautious return,solid,Jun 13,"10,154","Jun 13: 10,154 projected cases per day"
2020-06-14,mod_2,38583,177127,Soc. Dist. + Travel Ban,solid,Jun 14,"38,583","Jun 14: 38,583 projected cases per day"
2020-06-14,mod_4,22432,548666,Moderate return,solid,Jun 14,"22,432","Jun 14: 22,432 projected cases per day"
2020-06-14,mod_5,37710,660102,Normal (pre-intervention),solid,Jun 14,"37,710","Jun 14: 37,710 projected cases per day"
2020-06-14,mod_6,10342,105707,Cautious return,solid,Jun 14,"10,342","Jun 14: 10,342 projected cases per day"
2020-06-15,mod_2,38270,186982,Soc. Dist. + Travel Ban,solid,Jun 15,"38,270","Jun 15: 38,270 projected cases per day"
2020-06-15,mod_4,22480,520606,Moderate return,solid,Jun 15,"22,480","Jun 15: 22,480 projected cases per day"
2020-06-15,mod_5,37053,601949,Normal (pre-intervention),solid,Jun 15,"37,053","Jun 15: 37,053 projected cases per day"
2020-06-15,mod_6,10542,103030,Cautious return,solid,Jun 15,"10,542","Jun 15: 10,542 projected cases per day"
2020-06-16,mod_2,37856,158324,Soc. Dist. + Travel Ban,solid,Jun 16,"37,856","Jun 16: 37,856 projected cases per day"
2020-06-16,mod_4,22500,580775,Moderate return,solid,Jun 16,"22,500","Jun 16: 22,500 projected cases per day"
2020-06-16,mod_5,36335,569724,Normal (pre-intervention),solid,Jun 16,"36,335","Jun 16: 36,335 projected cases per day"
2020-06-16,mod_6,10697,104256,Cautious return,solid,Jun 16,"10,697","Jun 16: 10,697 projected cases per day"
2020-06-17,mod_2,37454,165956,Soc. Dist. + Travel Ban,solid,Jun 17,"37,454","Jun 17: 37,454 projected cases per day"
2020-06-17,mod_4,22455,610437,Moderate return,solid,Jun 17,"22,455","Jun 17: 22,455 projected cases per day"
2020-06-17,mod_5,35642,492744,Normal (pre-intervention),solid,Jun 17,"35,642","Jun 17: 35,642 projected cases per day"
2020-06-17,mod_6,10867,119654,Cautious return,solid,Jun 17,"10,867","Jun 17: 10,867 projected cases per day"
2020-06-18,mod_2,37057,176730,Soc. Dist. + Travel Ban,solid,Jun 18,"37,057","Jun 18: 37,057 projected cases per day"
2020-06-18,mod_4,22473,647953,Moderate return,solid,Jun 18,"22,473","Jun 18: 22,473 projected cases per day"
2020-06-18,mod_5,34981,421511,Normal (pre-intervention),solid,Jun 18,"34,981","Jun 18: 34,981 projected cases per day"
2020-06-18,mod_6,11019,120998,Cautious return,solid,Jun 18,"11,019","Jun 18: 11,019 projected cases per day"
2020-06-19,mod_2,36643,105868,Soc. Dist. + Travel Ban,solid,Jun 19,"36,643","Jun 19: 36,643 projected cases per day"
2020-06-19,mod_4,22412,582350,Moderate return,solid,Jun 19,"22,412","Jun 19: 22,412 projected cases per day"
2020-06-19,mod_5,34285,402347,Normal (pre-intervention),solid,Jun 19,"34,285","Jun 19: 34,285 projected cases per day"
2020-06-19,mod_6,11148,137615,Cautious return,solid,Jun 19,"11,148","Jun 19: 11,148 projected cases per day"
2020-06-20,mod_2,36227,138032,Soc. Dist. + Travel Ban,solid,Jun 20,"36,227","Jun 20: 36,227 projected cases per day"
2020-06-20,mod_4,22337,673367,Moderate return,solid,Jun 20,"22,337","Jun 20: 22,337 projected cases per day"
2020-06-20,mod_5,33567,363748,Normal (pre-intervention),solid,Jun 20,"33,567","Jun 20: 33,567 projected cases per day"
2020-06-20,mod_6,11269,135861,Cautious return,solid,Jun 20,"11,269","Jun 20: 11,269 projected cases per day"
2020-06-21,mod_2,35769,134291,Soc. Dist. + Travel Ban,solid,Jun 21,"35,769","Jun 21: 35,769 projected cases per day"
2020-06-21,mod_4,22240,700146,Moderate return,solid,Jun 21,"22,240","Jun 21: 22,240 projected cases per day"
2020-06-21,mod_5,32884,310556,Normal (pre-intervention),solid,Jun 21,"32,884","Jun 21: 32,884 projected cases per day"
2020-06-21,mod_6,11371,159239,Cautious return,solid,Jun 21,"11,371","Jun 21: 11,371 projected cases per day"
2020-06-22,mod_2,35350,101420,Soc. Dist. + Travel Ban,solid,Jun 22,"35,350","Jun 22: 35,350 projected cases per day"
2020-06-22,mod_4,22151,651763,Moderate return,solid,Jun 22,"22,151","Jun 22: 22,151 projected cases per day"
2020-06-22,mod_5,32203,266215,Normal (pre-intervention),solid,Jun 22,"32,203","Jun 22: 32,203 projected cases per day"
2020-06-22,mod_6,11476,158691,Cautious return,solid,Jun 22,"11,476","Jun 22: 11,476 projected cases per day"
2020-06-23,mod_2,34890,90224,Soc. Dist. + Travel Ban,solid,Jun 23,"34,890","Jun 23: 34,890 projected cases per day"
2020-06-23,mod_4,22028,671803,Moderate return,solid,Jun 23,"22,028","Jun 23: 22,028 projected cases per day"
2020-06-23,mod_5,31546,218524,Normal (pre-intervention),solid,Jun 23,"31,546","Jun 23: 31,546 projected cases per day"
2020-06-23,mod_6,11546,176012,Cautious return,solid,Jun 23,"11,546","Jun 23: 11,546 projected cases per day"
2020-06-24,mod_2,34435,77945,Soc. Dist. + Travel Ban,solid,Jun 24,"34,435","Jun 24: 34,435 projected cases per day"
2020-06-24,mod_4,21888,656274,Moderate return,solid,Jun 24,"21,888","Jun 24: 21,888 projected cases per day"
2020-06-24,mod_5,30891,193671,Normal (pre-intervention),solid,Jun 24,"30,891","Jun 24: 30,891 projected cases per day"
2020-06-24,mod_6,11616,184270,Cautious return,solid,Jun 24,"11,616","Jun 24: 11,616 projected cases per day"
2020-06-25,mod_2,34002,81050,Soc. Dist. + Travel Ban,solid,Jun 25,"34,002","Jun 25: 34,002 projected cases per day"
2020-06-25,mod_4,21723,645237,Moderate return,solid,Jun 25,"21,723","Jun 25: 21,723 projected cases per day"
2020-06-25,mod_5,30203,186338,Normal (pre-intervention),solid,Jun 25,"30,203","Jun 25: 30,203 projected cases per day"
2020-06-25,mod_6,11676,171160,Cautious return,solid,Jun 25,"11,676","Jun 25: 11,676 projected cases per day"
2020-06-26,mod_2,33493,91851,Soc. Dist. + Travel Ban,solid,Jun 26,"33,493","Jun 26: 33,493 projected cases per day"
2020-06-26,mod_4,21563,594494,Moderate return,solid,Jun 26,"21,563","Jun 26: 21,563 projected cases per day"
2020-06-26,mod_5,29533,141883,Normal (pre-intervention),solid,Jun 26,"29,533","Jun 26: 29,533 projected cases per day"
2020-06-26,mod_6,11751,192862,Cautious return,solid,Jun 26,"11,751","Jun 26: 11,751 projected cases per day"
2020-06-27,mod_2,33109,61355,Soc. Dist. + Travel Ban,solid,Jun 27,"33,109","Jun 27: 33,109 projected cases per day"
2020-06-27,mod_4,21372,574037,Moderate return,solid,Jun 27,"21,372","Jun 27: 21,372 projected cases per day"
2020-06-27,mod_5,28902,137456,Normal (pre-intervention),solid,Jun 27,"28,902","Jun 27: 28,902 projected cases per day"
2020-06-27,mod_6,11749,199507,Cautious return,solid,Jun 27,"11,749","Jun 27: 11,749 projected cases per day"
2020-06-28,mod_2,32627,78204,Soc. Dist. + Travel Ban,solid,Jun 28,"32,627","Jun 28: 32,627 projected cases per day"
2020-06-28,mod_4,21199,619787,Moderate return,solid,Jun 28,"21,199","Jun 28: 21,199 projected cases per day"
2020-06-28,mod_5,28268,103941,Normal (pre-intervention),solid,Jun 28,"28,268","Jun 28: 28,268 projected cases per day"
2020-06-28,mod_6,11784,215780,Cautious return,solid,Jun 28,"11,784","Jun 28: 11,784 projected cases per day"
