place,r,lower,upper,.groups
Andhra Pradesh,0.6634769175776727,0.6480864621839334,0.6790464280653237,drop_last
Assam,0.6699685383918893,0.6276587589562397,0.7136474861092306,drop_last
Bihar,0.769276734036851,0.7410655681179241,0.7980095637036798,drop_last
Chhattisgarh,0.8202245499054278,0.8007989075144536,0.8398809320101958,drop_last
Delhi,0.965593593982956,0.9550653784353924,0.9761789445769637,drop_last
Gujarat,1.076710844504893,1.0484921333235504,1.1052990906154756,drop_last
Haryana,1.1001124003505884,1.0804866291022508,1.1199124916073364,drop_last
India,0.8876902983640521,0.8838067551774592,0.8915822505737183,drop_last
Jammu and Kashmir,1.0195450923985823,0.98123747970975606,1.0585761846966868,drop_last
Jharkhand,0.7403014868014679,0.6971554306215324,0.7847290323843146,drop_last
Karnataka,0.7009603537026109,0.686801929438757,0.7152620154038932,drop_last
Kerala,0.8715990113474799,0.8612383065510776,0.8820208987635375,drop_last
Madhya Pradesh,1.1294936368555988,1.0975053894789546,1.1619351353852367,drop_last
Maharashtra,0.7879226555260352,0.7767076810081273,0.7992170950999729,drop_last
Odisha,0.7053432918056933,0.6848943867766528,0.7260899924537019,drop_last
Punjab,NA,NA,NA,drop_last
Rajasthan,1.1289597432320577,1.1077071915507093,1.1504114828873933,drop_last
Tamil Nadu,0.8300187097889832,0.8134457648572617,0.8467566944791762,drop_last
Telangana,0.7204681787590984,0.6998226300851168,0.7414107673607292,drop_last
Uttar Pradesh,0.9759274768008066,0.9565638300702286,0.9954826519380413,drop_last
West Bengal,0.9256505819739642,0.9121906339532937,0.9392078057856239,drop_last
