place,r,lower,upper,.groups
Andhra Pradesh,0.7800849107209209,0.7520918578336777,0.8085829189602368,drop_last
Assam,0.9163684927387876,0.8522610173317989,0.9827767313002584,drop_last
Bihar,0.9838397033864348,0.9484636396798373,1.019854563344332,drop_last
Chhattisgarh,0.8949491656614582,0.8748374160930011,0.9152864679578173,drop_last
Delhi,0.6696907086072753,0.6593277716902083,0.6801339599566938,drop_last
Gujarat,0.9678851531168977,0.9457814998981131,0.9902406761651208,drop_last
Haryana,0.7857456523443211,0.7682473553913332,0.803438446688826,drop_last
India,0.8666940081680491,0.8625597899800856,0.8708379824734119,drop_last
Jammu and Kashmir,0.9622999734728314,0.9238547803726452,1.0015192780664783,drop_last
Jharkhand,0.9129752709231576,0.8549347228446698,0.972898302109512,drop_last
Karnataka,0.8842233828174985,0.8626980683707753,0.9060103579211283,drop_last
Kerala,0.9653478519498998,0.9535530674237042,0.9772142505913429,drop_last
Madhya Pradesh,0.9235837846399602,0.9019802700014341,0.9454394126736271,drop_last
Maharashtra,0.8798507014763363,0.8683763669454577,0.8913993417975428,drop_last
Odisha,0.7270453109046504,0.6953413678928131,0.7594465328464429,drop_last
Punjab,0.9510262237658718,0.918911855573237,0.9836847502786843,drop_last
Rajasthan,0.7575436270185938,0.7426708244661384,0.7725620310156286,drop_last
Tamil Nadu,0.909896687772655,0.8883002174441423,0.9317490321571132,drop_last
Telangana,0.838502851626477,0.808923629428316,0.8686059360984996,drop_last
Uttar Pradesh,0.8747720907566273,0.856689376550111,0.8930411597104948,drop_last
West Bengal,0.9093785724252748,0.8949568859343391,0.9239140080250069,drop_last
