"","thetaS_last_obs_p_mean","thetaI_last_obs_p_mean","thetaR_last_obs_p_mean","thetaS_last_obs_p_ci_low","thetaS_last_obs_p_ci_med","thetaS_last_obs_p_ci_up","thetaI_last_obs_p_ci_low","thetaI_last_obs_p_ci_med","thetaI_last_obs_p_ci_up","thetaR_last_obs_p_ci_low","thetaR_last_obs_p_ci_med","thetaR_last_obs_p_ci_up","R0_p_mean","R0_p_ci_low","R0_p_ci_med","R0_p_ci_up","gamma_p_mean","gamma_p_ci_low","gamma_p_ci_med","gamma_p_ci_up","beta_p_mean","beta_p_ci_low","beta_p_ci_med","beta_p_ci_up","incidence_mean","incidence_ci_low","incidence_ci_median","incidence_ci_up","thetaI_tp1_mean","thetaI_tp1_ci_low","thetaI_tp1_ci_med","thetaI_tp1_ci_up","thetaR_tp1_mean","thetaR_tp1_ci_low","thetaR_tp1_ci_med","thetaR_tp1_ci_up","Y_tp1_mean","Y_tp1_ci_low","Y_tp1_ci_med","Y_tp1_ci_up","R_tp1_mean","R_tp1_ci_low","R_tp1_ci_med","R_tp1_ci_up","thetaI_tp2_mean","thetaI_tp2_ci_low","thetaI_tp2_ci_med","thetaI_tp2_ci_up","thetaR_tp2_mean","thetaR_tp2_ci_low","thetaR_tp2_ci_med","thetaR_tp2_ci_up","Y_tp2_mean","Y_tp2_ci_low","Y_tp2_ci_med","Y_tp2_ci_up","R_tp2_mean","R_tp2_ci_low","R_tp2_ci_med","R_tp2_ci_up","thetaR_max_mean","thetaR_max_ci_low","thetaR_max_ci_med","thetaR_max_ci_up","cumInf_mean","cumInf_ci_low","cumInf_ci_med","cumInf_ci_up","dthetaI_tp1_date","first_tp_mean","first_tp_ci_low","first_tp_ci_med","first_tp_ci_up","dthetaI_tp2_date","second_tp_mean","second_tp_ci_low","second_tp_ci_med","second_tp_ci_up","end_p_mean","end_p_ci_low","end_p_ci_med","end_p_ci_up","begin_str"
"1",0.999977976775653,1.10342459248558e-05,1.09889784221507e-05,0.999956604209242,0.99997954169459,0.999992373071851,1.98730976850304e-06,9.61938936514286e-06,2.77657516119737e-05,2.61882797159207e-06,9.99392811316889e-06,2.44962353713962e-05,1.73837512050396,0.939654406801424,1.69293444054568,2.93642000365768,0.173944780554328,0.0650211697582136,0.165792104089317,0.329222756687032,0.29250660801415,0.0979454721333482,0.280979498378053,0.553950997168802,0.0181552157278809,4.47250237866298e-05,0.000136315606013828,0.304700654207905,0.00131621540922395,0,0,0.0112690178779807,0.00448869085917279,0,0,0.0256502686924971,0.00131788995874648,0,0,0.010571807231249,0.00448272205904608,0,0,0.0249020169264165,0.00205737465760073,0,0,0.0207762348194657,0.0123202407173089,0,0,0.151860211607329,0.00205694681766152,0,0,0.0209031428013664,0.0123238102459006,0,0,0.152213219819277,0.0160089717993137,0,0,0.265877320095424,0.0179249826612632,0,0,0.298817339647149,"08/14/20","04/30/20","03/21/20","04/17/20","09/30/20","09/15/20","05/02/20","03/22/20","04/18/20","09/30/20","06/08/20","05/15/20","05/23/20","09/30/20","03/15/2020"
