Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,text
2020-05-19,mod_5,15615,50402,Normal (pre-intervention),solid,May 19,"15,615","May 19: 15,615 projected cases per day"
2020-05-19,mod_6,920,3328,Cautious return,solid,May 19,920,May 19: 920 projected cases per day
2020-05-20,mod_2,63970,986004,Soc. Dist. + Travel Ban,solid,May 20,"63,970","May 20: 63,970 projected cases per day"
2020-05-20,mod_4,3556,11477,Moderate return,solid,May 20,"3,556","May 20: 3,556 projected cases per day"
2020-05-20,mod_5,18122,56347,Normal (pre-intervention),solid,May 20,"18,122","May 20: 18,122 projected cases per day"
2020-05-20,mod_6,1031,4070,Cautious return,solid,May 20,"1,031","May 20: 1,031 projected cases per day"
2020-05-21,mod_2,66344,1055306,Soc. Dist. + Travel Ban,solid,May 21,"66,344","May 21: 66,344 projected cases per day"
2020-05-21,mod_4,4113,11468,Moderate return,solid,May 21,"4,113","May 21: 4,113 projected cases per day"
2020-05-21,mod_5,20726,73719,Normal (pre-intervention),solid,May 21,"20,726","May 21: 20,726 projected cases per day"
2020-05-21,mod_6,1158,4226,Cautious return,solid,May 21,"1,158","May 21: 1,158 projected cases per day"
2020-05-22,mod_2,68564,1189777,Soc. Dist. + Travel Ban,solid,May 22,"68,564","May 22: 68,564 projected cases per day"
2020-05-22,mod_4,4716,12257,Moderate return,solid,May 22,"4,716","May 22: 4,716 projected cases per day"
2020-05-22,mod_5,23378,84183,Normal (pre-intervention),solid,May 22,"23,378","May 22: 23,378 projected cases per day"
2020-05-22,mod_6,1285,4379,Cautious return,solid,May 22,"1,285","May 22: 1,285 projected cases per day"
2020-05-23,mod_2,70721,1254344,Soc. Dist. + Travel Ban,solid,May 23,"70,721","May 23: 70,721 projected cases per day"
2020-05-23,mod_4,5377,14602,Moderate return,solid,May 23,"5,377","May 23: 5,377 projected cases per day"
2020-05-23,mod_5,26090,110501,Normal (pre-intervention),solid,May 23,"26,090","May 23: 26,090 projected cases per day"
2020-05-23,mod_6,1438,5336,Cautious return,solid,May 23,"1,438","May 23: 1,438 projected cases per day"
2020-05-24,mod_2,72645,1286991,Soc. Dist. + Travel Ban,solid,May 24,"72,645","May 24: 72,645 projected cases per day"
2020-05-24,mod_4,6051,17392,Moderate return,solid,May 24,"6,051","May 24: 6,051 projected cases per day"
2020-05-24,mod_5,28779,127354,Normal (pre-intervention),solid,May 24,"28,779","May 24: 28,779 projected cases per day"
2020-05-24,mod_6,1598,3656,Cautious return,solid,May 24,"1,598","May 24: 1,598 projected cases per day"
2020-05-25,mod_2,74496,1342679,Soc. Dist. + Travel Ban,solid,May 25,"74,496","May 25: 74,496 projected cases per day"
2020-05-25,mod_4,6788,17382,Moderate return,solid,May 25,"6,788","May 25: 6,788 projected cases per day"
2020-05-25,mod_5,31520,161145,Normal (pre-intervention),solid,May 25,"31,520","May 25: 31,520 projected cases per day"
2020-05-25,mod_6,1755,7181,Cautious return,solid,May 25,"1,755","May 25: 1,755 projected cases per day"
2020-05-26,mod_2,76207,1427002,Soc. Dist. + Travel Ban,solid,May 26,"76,207","May 26: 76,207 projected cases per day"
2020-05-26,mod_4,7550,16995,Moderate return,solid,May 26,"7,550","May 26: 7,550 projected cases per day"
2020-05-26,mod_5,34203,182966,Normal (pre-intervention),solid,May 26,"34,203","May 26: 34,203 projected cases per day"
2020-05-26,mod_6,1931,4842,Cautious return,solid,May 26,"1,931","May 26: 1,931 projected cases per day"
2020-05-27,mod_2,77767,1466265,Soc. Dist. + Travel Ban,solid,May 27,"77,767","May 27: 77,767 projected cases per day"
2020-05-27,mod_4,8360,23257,Moderate return,solid,May 27,"8,360","May 27: 8,360 projected cases per day"
2020-05-27,mod_5,36752,227154,Normal (pre-intervention),solid,May 27,"36,752","May 27: 36,752 projected cases per day"
2020-05-27,mod_6,2109,4648,Cautious return,solid,May 27,"2,109","May 27: 2,109 projected cases per day"
2020-05-28,mod_2,79058,1494513,Soc. Dist. + Travel Ban,solid,May 28,"79,058","May 28: 79,058 projected cases per day"
2020-05-28,mod_4,9146,26442,Moderate return,solid,May 28,"9,146","May 28: 9,146 projected cases per day"
2020-05-28,mod_5,39242,268521,Normal (pre-intervention),solid,May 28,"39,242","May 28: 39,242 projected cases per day"
2020-05-28,mod_6,2317,6865,Cautious return,solid,May 28,"2,317","May 28: 2,317 projected cases per day"
2020-05-29,mod_2,80459,1505818,Soc. Dist. + Travel Ban,solid,May 29,"80,459","May 29: 80,459 projected cases per day"
2020-05-29,mod_4,9956,28739,Moderate return,solid,May 29,"9,956","May 29: 9,956 projected cases per day"
2020-05-29,mod_5,41524,329338,Normal (pre-intervention),solid,May 29,"41,524","May 29: 41,524 projected cases per day"
2020-05-29,mod_6,2521,6318,Cautious return,solid,May 29,"2,521","May 29: 2,521 projected cases per day"
2020-05-30,mod_2,81613,1549677,Soc. Dist. + Travel Ban,solid,May 30,"81,613","May 30: 81,613 projected cases per day"
2020-05-30,mod_4,10788,27302,Moderate return,solid,May 30,"10,788","May 30: 10,788 projected cases per day"
2020-05-30,mod_5,43683,391304,Normal (pre-intervention),solid,May 30,"43,683","May 30: 43,683 projected cases per day"
2020-05-30,mod_6,2736,6269,Cautious return,solid,May 30,"2,736","May 30: 2,736 projected cases per day"
2020-05-31,mod_2,82541,1531778,Soc. Dist. + Travel Ban,solid,May 31,"82,541","May 31: 82,541 projected cases per day"
2020-05-31,mod_4,11601,38808,Moderate return,solid,May 31,"11,601","May 31: 11,601 projected cases per day"
2020-05-31,mod_5,45632,471166,Normal (pre-intervention),solid,May 31,"45,632","May 31: 45,632 projected cases per day"
2020-05-31,mod_6,2985,6534,Cautious return,solid,May 31,"2,985","May 31: 2,985 projected cases per day"
2020-06-01,mod_2,83473,1528224,Soc. Dist. + Travel Ban,solid,Jun 01,"83,473","Jun 01: 83,473 projected cases per day"
2020-06-01,mod_4,12409,36086,Moderate return,solid,Jun 01,"12,409","Jun 01: 12,409 projected cases per day"
2020-06-01,mod_5,47489,532593,Normal (pre-intervention),solid,Jun 01,"47,489","Jun 01: 47,489 projected cases per day"
2020-06-01,mod_6,3231,7282,Cautious return,solid,Jun 01,"3,231","Jun 01: 3,231 projected cases per day"
2020-06-02,mod_2,84228,1420099,Soc. Dist. + Travel Ban,solid,Jun 02,"84,228","Jun 02: 84,228 projected cases per day"
2020-06-02,mod_4,13215,43565,Moderate return,solid,Jun 02,"13,215","Jun 02: 13,215 projected cases per day"
2020-06-02,mod_5,49159,606695,Normal (pre-intervention),solid,Jun 02,"49,159","Jun 02: 49,159 projected cases per day"
2020-06-02,mod_6,3465,8111,Cautious return,solid,Jun 02,"3,465","Jun 02: 3,465 projected cases per day"
2020-06-03,mod_2,84928,1421978,Soc. Dist. + Travel Ban,solid,Jun 03,"84,928","Jun 03: 84,928 projected cases per day"
2020-06-03,mod_4,14061,46395,Moderate return,solid,Jun 03,"14,061","Jun 03: 14,061 projected cases per day"
2020-06-03,mod_5,50688,741222,Normal (pre-intervention),solid,Jun 03,"50,688","Jun 03: 50,688 projected cases per day"
2020-06-03,mod_6,3737,10113,Cautious return,solid,Jun 03,"3,737","Jun 03: 3,737 projected cases per day"
2020-06-04,mod_2,85446,1401034,Soc. Dist. + Travel Ban,solid,Jun 04,"85,446","Jun 04: 85,446 projected cases per day"
2020-06-04,mod_4,14844,55577,Moderate return,solid,Jun 04,"14,844","Jun 04: 14,844 projected cases per day"
2020-06-04,mod_5,52053,805165,Normal (pre-intervention),solid,Jun 04,"52,053","Jun 04: 52,053 projected cases per day"
2020-06-04,mod_6,3981,8708,Cautious return,solid,Jun 04,"3,981","Jun 04: 3,981 projected cases per day"
2020-06-05,mod_2,85990,1350162,Soc. Dist. + Travel Ban,solid,Jun 05,"85,990","Jun 05: 85,990 projected cases per day"
2020-06-05,mod_4,15677,59362,Moderate return,solid,Jun 05,"15,677","Jun 05: 15,677 projected cases per day"
2020-06-05,mod_5,53276,849845,Normal (pre-intervention),solid,Jun 05,"53,276","Jun 05: 53,276 projected cases per day"
2020-06-05,mod_6,4268,10400,Cautious return,solid,Jun 05,"4,268","Jun 05: 4,268 projected cases per day"
2020-06-06,mod_2,86268,1288641,Soc. Dist. + Travel Ban,solid,Jun 06,"86,268","Jun 06: 86,268 projected cases per day"
2020-06-06,mod_4,16434,65022,Moderate return,solid,Jun 06,"16,434","Jun 06: 16,434 projected cases per day"
2020-06-06,mod_5,54346,961026,Normal (pre-intervention),solid,Jun 06,"54,346","Jun 06: 54,346 projected cases per day"
2020-06-06,mod_6,4518,9919,Cautious return,solid,Jun 06,"4,518","Jun 06: 4,518 projected cases per day"
2020-06-07,mod_2,86478,1149616,Soc. Dist. + Travel Ban,solid,Jun 07,"86,478","Jun 07: 86,478 projected cases per day"
2020-06-07,mod_4,17185,77352,Moderate return,solid,Jun 07,"17,185","Jun 07: 17,185 projected cases per day"
2020-06-07,mod_5,55279,1065797,Normal (pre-intervention),solid,Jun 07,"55,279","Jun 07: 55,279 projected cases per day"
2020-06-07,mod_6,4800,13256,Cautious return,solid,Jun 07,"4,800","Jun 07: 4,800 projected cases per day"
2020-06-08,mod_2,86727,1158184,Soc. Dist. + Travel Ban,solid,Jun 08,"86,727","Jun 08: 86,727 projected cases per day"
2020-06-08,mod_4,17894,81652,Moderate return,solid,Jun 08,"17,894","Jun 08: 17,894 projected cases per day"
2020-06-08,mod_5,56037,1152557,Normal (pre-intervention),solid,Jun 08,"56,037","Jun 08: 56,037 projected cases per day"
2020-06-08,mod_6,5102,9763,Cautious return,solid,Jun 08,"5,102","Jun 08: 5,102 projected cases per day"
2020-06-09,mod_2,86802,974146,Soc. Dist. + Travel Ban,solid,Jun 09,"86,802","Jun 09: 86,802 projected cases per day"
2020-06-09,mod_4,18619,89472,Moderate return,solid,Jun 09,"18,619","Jun 09: 18,619 projected cases per day"
2020-06-09,mod_5,56694,1160392,Normal (pre-intervention),solid,Jun 09,"56,694","Jun 09: 56,694 projected cases per day"
2020-06-09,mod_6,5374,14697,Cautious return,solid,Jun 09,"5,374","Jun 09: 5,374 projected cases per day"
2020-06-10,mod_2,86718,988532,Soc. Dist. + Travel Ban,solid,Jun 10,"86,718","Jun 10: 86,718 projected cases per day"
2020-06-10,mod_4,19304,104750,Moderate return,solid,Jun 10,"19,304","Jun 10: 19,304 projected cases per day"
2020-06-10,mod_5,57207,1197218,Normal (pre-intervention),solid,Jun 10,"57,207","Jun 10: 57,207 projected cases per day"
2020-06-10,mod_6,5654,12216,Cautious return,solid,Jun 10,"5,654","Jun 10: 5,654 projected cases per day"
2020-06-11,mod_2,86709,950410,Soc. Dist. + Travel Ban,solid,Jun 11,"86,709","Jun 11: 86,709 projected cases per day"
2020-06-11,mod_4,19931,110524,Moderate return,solid,Jun 11,"19,931","Jun 11: 19,931 projected cases per day"
2020-06-11,mod_5,57646,1275361,Normal (pre-intervention),solid,Jun 11,"57,646","Jun 11: 57,646 projected cases per day"
2020-06-11,mod_6,5938,13810,Cautious return,solid,Jun 11,"5,938","Jun 11: 5,938 projected cases per day"
2020-06-12,mod_2,86612,923164,Soc. Dist. + Travel Ban,solid,Jun 12,"86,612","Jun 12: 86,612 projected cases per day"
2020-06-12,mod_4,20559,110504,Moderate return,solid,Jun 12,"20,559","Jun 12: 20,559 projected cases per day"
2020-06-12,mod_5,57891,1385984,Normal (pre-intervention),solid,Jun 12,"57,891","Jun 12: 57,891 projected cases per day"
2020-06-12,mod_6,6211,15000,Cautious return,solid,Jun 12,"6,211","Jun 12: 6,211 projected cases per day"
2020-06-13,mod_2,86424,796302,Soc. Dist. + Travel Ban,solid,Jun 13,"86,424","Jun 13: 86,424 projected cases per day"
2020-06-13,mod_4,21140,152185,Moderate return,solid,Jun 13,"21,140","Jun 13: 21,140 projected cases per day"
2020-06-13,mod_5,58032,1446091,Normal (pre-intervention),solid,Jun 13,"58,032","Jun 13: 58,032 projected cases per day"
2020-06-13,mod_6,6486,15769,Cautious return,solid,Jun 13,"6,486","Jun 13: 6,486 projected cases per day"
2020-06-14,mod_2,86131,711400,Soc. Dist. + Travel Ban,solid,Jun 14,"86,131","Jun 14: 86,131 projected cases per day"
2020-06-14,mod_4,21702,136577,Moderate return,solid,Jun 14,"21,702","Jun 14: 21,702 projected cases per day"
2020-06-14,mod_5,58184,1480968,Normal (pre-intervention),solid,Jun 14,"58,184","Jun 14: 58,184 projected cases per day"
2020-06-14,mod_6,6756,17944,Cautious return,solid,Jun 14,"6,756","Jun 14: 6,756 projected cases per day"
2020-06-15,mod_2,85791,742450,Soc. Dist. + Travel Ban,solid,Jun 15,"85,791","Jun 15: 85,791 projected cases per day"
2020-06-15,mod_4,22186,169609,Moderate return,solid,Jun 15,"22,186","Jun 15: 22,186 projected cases per day"
2020-06-15,mod_5,58239,1484481,Normal (pre-intervention),solid,Jun 15,"58,239","Jun 15: 58,239 projected cases per day"
2020-06-15,mod_6,6999,18213,Cautious return,solid,Jun 15,"6,999","Jun 15: 6,999 projected cases per day"
2020-06-16,mod_2,85386,601201,Soc. Dist. + Travel Ban,solid,Jun 16,"85,386","Jun 16: 85,386 projected cases per day"
2020-06-16,mod_4,22730,188979,Moderate return,solid,Jun 16,"22,730","Jun 16: 22,730 projected cases per day"
2020-06-16,mod_5,58121,1564554,Normal (pre-intervention),solid,Jun 16,"58,121","Jun 16: 58,121 projected cases per day"
2020-06-16,mod_6,7264,19721,Cautious return,solid,Jun 16,"7,264","Jun 16: 7,264 projected cases per day"
2020-06-17,mod_2,85123,627383,Soc. Dist. + Travel Ban,solid,Jun 17,"85,123","Jun 17: 85,123 projected cases per day"
2020-06-17,mod_4,23150,180069,Moderate return,solid,Jun 17,"23,150","Jun 17: 23,150 projected cases per day"
2020-06-17,mod_5,58015,1700418,Normal (pre-intervention),solid,Jun 17,"58,015","Jun 17: 58,015 projected cases per day"
2020-06-17,mod_6,7522,20813,Cautious return,solid,Jun 17,"7,522","Jun 17: 7,522 projected cases per day"
2020-06-18,mod_2,84558,554255,Soc. Dist. + Travel Ban,solid,Jun 18,"84,558","Jun 18: 84,558 projected cases per day"
2020-06-18,mod_4,23565,238532,Moderate return,solid,Jun 18,"23,565","Jun 18: 23,565 projected cases per day"
2020-06-18,mod_5,57821,1593246,Normal (pre-intervention),solid,Jun 18,"57,821","Jun 18: 57,821 projected cases per day"
2020-06-18,mod_6,7789,21307,Cautious return,solid,Jun 18,"7,789","Jun 18: 7,789 projected cases per day"
2020-06-19,mod_2,84066,552316,Soc. Dist. + Travel Ban,solid,Jun 19,"84,066","Jun 19: 84,066 projected cases per day"
2020-06-19,mod_4,24008,208258,Moderate return,solid,Jun 19,"24,008","Jun 19: 24,008 projected cases per day"
2020-06-19,mod_5,57550,1618794,Normal (pre-intervention),solid,Jun 19,"57,550","Jun 19: 57,550 projected cases per day"
2020-06-19,mod_6,8036,23861,Cautious return,solid,Jun 19,"8,036","Jun 19: 8,036 projected cases per day"
2020-06-20,mod_2,83533,445306,Soc. Dist. + Travel Ban,solid,Jun 20,"83,533","Jun 20: 83,533 projected cases per day"
2020-06-20,mod_4,24347,278667,Moderate return,solid,Jun 20,"24,347","Jun 20: 24,347 projected cases per day"
2020-06-20,mod_5,57233,1650251,Normal (pre-intervention),solid,Jun 20,"57,233","Jun 20: 57,233 projected cases per day"
2020-06-20,mod_6,8278,24513,Cautious return,solid,Jun 20,"8,278","Jun 20: 8,278 projected cases per day"
2020-06-21,mod_2,82956,486213,Soc. Dist. + Travel Ban,solid,Jun 21,"82,956","Jun 21: 82,956 projected cases per day"
2020-06-21,mod_4,24648,274361,Moderate return,solid,Jun 21,"24,648","Jun 21: 24,648 projected cases per day"
2020-06-21,mod_5,56793,1615053,Normal (pre-intervention),solid,Jun 21,"56,793","Jun 21: 56,793 projected cases per day"
2020-06-21,mod_6,8534,25920,Cautious return,solid,Jun 21,"8,534","Jun 21: 8,534 projected cases per day"
2020-06-22,mod_2,82325,466904,Soc. Dist. + Travel Ban,solid,Jun 22,"82,325","Jun 22: 82,325 projected cases per day"
2020-06-22,mod_4,24949,264514,Moderate return,solid,Jun 22,"24,949","Jun 22: 24,949 projected cases per day"
2020-06-22,mod_5,56369,1560745,Normal (pre-intervention),solid,Jun 22,"56,369","Jun 22: 56,369 projected cases per day"
2020-06-22,mod_6,8776,29227,Cautious return,solid,Jun 22,"8,776","Jun 22: 8,776 projected cases per day"
2020-06-23,mod_2,81768,377290,Soc. Dist. + Travel Ban,solid,Jun 23,"81,768","Jun 23: 81,768 projected cases per day"
2020-06-23,mod_4,25161,322601,Moderate return,solid,Jun 23,"25,161","Jun 23: 25,161 projected cases per day"
2020-06-23,mod_5,55966,1426378,Normal (pre-intervention),solid,Jun 23,"55,966","Jun 23: 55,966 projected cases per day"
2020-06-23,mod_6,9001,24039,Cautious return,solid,Jun 23,"9,001","Jun 23: 9,001 projected cases per day"
2020-06-24,mod_2,81034,409391,Soc. Dist. + Travel Ban,solid,Jun 24,"81,034","Jun 24: 81,034 projected cases per day"
2020-06-24,mod_4,25424,346265,Moderate return,solid,Jun 24,"25,424","Jun 24: 25,424 projected cases per day"
2020-06-24,mod_5,55346,1494481,Normal (pre-intervention),solid,Jun 24,"55,346","Jun 24: 55,346 projected cases per day"
2020-06-24,mod_6,9214,35823,Cautious return,solid,Jun 24,"9,214","Jun 24: 9,214 projected cases per day"
2020-06-25,mod_2,80326,316103,Soc. Dist. + Travel Ban,solid,Jun 25,"80,326","Jun 25: 80,326 projected cases per day"
2020-06-25,mod_4,25672,361682,Moderate return,solid,Jun 25,"25,672","Jun 25: 25,672 projected cases per day"
2020-06-25,mod_5,54855,1360152,Normal (pre-intervention),solid,Jun 25,"54,855","Jun 25: 54,855 projected cases per day"
2020-06-25,mod_6,9417,37764,Cautious return,solid,Jun 25,"9,417","Jun 25: 9,417 projected cases per day"
2020-06-26,mod_2,79578,317242,Soc. Dist. + Travel Ban,solid,Jun 26,"79,578","Jun 26: 79,578 projected cases per day"
2020-06-26,mod_4,25809,309008,Moderate return,solid,Jun 26,"25,809","Jun 26: 25,809 projected cases per day"
2020-06-26,mod_5,54279,1208407,Normal (pre-intervention),solid,Jun 26,"54,279","Jun 26: 54,279 projected cases per day"
2020-06-26,mod_6,9625,28030,Cautious return,solid,Jun 26,"9,625","Jun 26: 9,625 projected cases per day"
2020-06-27,mod_2,78954,265991,Soc. Dist. + Travel Ban,solid,Jun 27,"78,954","Jun 27: 78,954 projected cases per day"
2020-06-27,mod_4,25921,438229,Moderate return,solid,Jun 27,"25,921","Jun 27: 25,921 projected cases per day"
2020-06-27,mod_5,53601,1249656,Normal (pre-intervention),solid,Jun 27,"53,601","Jun 27: 53,601 projected cases per day"
2020-06-27,mod_6,9833,39339,Cautious return,solid,Jun 27,"9,833","Jun 27: 9,833 projected cases per day"
2020-06-28,mod_2,77956,281638,Soc. Dist. + Travel Ban,solid,Jun 28,"77,956","Jun 28: 77,956 projected cases per day"
2020-06-28,mod_4,26036,411081,Moderate return,solid,Jun 28,"26,036","Jun 28: 26,036 projected cases per day"
2020-06-28,mod_5,52997,1113023,Normal (pre-intervention),solid,Jun 28,"52,997","Jun 28: 52,997 projected cases per day"
2020-06-28,mod_6,9992,34408,Cautious return,solid,Jun 28,"9,992","Jun 28: 9,992 projected cases per day"
2020-06-29,mod_2,77237,294422,Soc. Dist. + Travel Ban,solid,Jun 29,"77,237","Jun 29: 77,237 projected cases per day"
