place,r,lower,upper
Andhra Pradesh,1.5841410716557678,1.4890460947071686,1.6821494237787253
Assam,1.1400145036317995,0.9335562453739479,1.366885192191428
Bihar,1.269150704464879,1.1118082130625304,1.436879083529841
Chhattisgarh,1.7770059673010534,1.7145257538679037,1.840607187899515
Delhi,1.3974310686890075,1.3391240071736115,1.4569662564258088
Gujarat,1.4636868450395084,1.420303114084755,1.5077185064796692
Haryana,1.513057594266116,1.4517501929063148,1.5756212524912974
India,1.3995556608815651,1.3921189918280232,1.4070119509966763
Jammu and Kashmir,1.1648458860611097,1.0648237495180515,1.2693122524050688
Jharkhand,1.2607257200632564,1.1259462702353638,1.4030897252157046
Karnataka,1.5309271179735031,1.4883322797502678,1.5741185929430224
Kerala,0.7827817558185156,0.7669366741432698,0.7987868441248965
Madhya Pradesh,1.4946799675035054,1.446107639036137,1.5440482318085476
Maharashtra,1.5121560860233012,1.5019760191502358,1.5223702350625514
Odisha,0.9971545956568579,0.8954047538850923,1.1043102795635513
Punjab,1.4671244308712477,1.4351347717844904,1.499463421395278
Rajasthan,1.3152676099794605,1.2425309188844924,1.3900535238131595
Tamil Nadu,1.331790120963622,1.2903379356967672,1.3738908600179751
Telangana,1.2279130236278097,1.1542723419224743,1.303802529680452
Uttar Pradesh,1.6540526758612506,1.5568869616445,1.7541340359143982
West Bengal,1.1928524975704267,1.1301411192184814,1.2572346008932893
