place,r,lower,upper,.groups
Andhra Pradesh,0.8321925860639837,0.821950824140627,0.8424969432757841,drop_last
Assam,0.6514510749585959,0.6344373418212027,0.6686871369948443,drop_last
Bihar,0.9171157672887649,0.893764277630604,0.9407643110693505,drop_last
Chhattisgarh,1.0116357695651776,0.994697461237369,1.0287151352156387,drop_last
Delhi,0.9497043003887699,0.9337505586987251,0.9657913444912233,drop_last
Gujarat,0.9300394144498985,0.9070932577740137,0.9532683004830403,drop_last
Haryana,0.8395793392333741,0.8183023123584379,0.8611257455308777,drop_last
India,0.9098113971665225,0.9067978039194837,0.9128299230258616,drop_last
Jammu and Kashmir,0.693570246929184,0.6695845584349217,0.7179726419893852,drop_last
Jharkhand,0.7531861359587294,0.7288852927026048,0.7778810754065782,drop_last
Karnataka,1.0586158297891703,1.0493009713882493,1.067971311321068,drop_last
Kerala,1.117817094133388,1.107186583825939,1.1284977672945617,drop_last
Madhya Pradesh,0.9189885825303823,0.8996880825450071,0.9384921299766844,drop_last
Maharashtra,0.7849174415391608,0.7785251983029904,0.7913355373832973,drop_last
Odisha,0.838008805910806,0.8240766238122825,0.8520562397177226,drop_last
Punjab,0.6723820025781244,0.651344344826824,0.6937502146317549,drop_last
Rajasthan,1.0030122941073771,0.9840788842221925,1.0221236100323314,drop_last
Tamil Nadu,0.9352436767835139,0.9238203580736756,0.9467362307476823,drop_last
Telangana,0.9197428129491259,0.9006904860279694,0.9389921114641097,drop_last
Uttar Pradesh,0.8146046259896498,0.8018390088681419,0.8274697591952629,drop_last
West Bengal,1.0618736026610678,1.0462650731985155,1.0775961093252298,drop_last
