place,r,lower,upper
Andhra Pradesh,1.8802551825420175,1.8583510822395977,1.902287245385704
Assam,2.22681378424135,2.1539672001793417,2.3008882023895705
Bihar,2.3277672788961943,2.302059839403164,2.353617780291853
Chhattisgarh,1.3307785542890707,1.321108318136235,1.3404835734523572
Delhi,2.1327600801447084,2.1192744489855277,2.146288350720242
Gujarat,1.76280568945645,1.7463044245290038,1.7793840355781056
Haryana,1.8734277719382146,1.852384759297026,1.8945890015195535
India,1.5606645287322911,1.5578158450191508,1.563515791021138
Jammu and Kashmir,1.498906075674323,1.4623079970587949,1.535952676828737
Jharkhand,1.796513712415183,1.770263385103431,1.8229556178146022
Karnataka,1.801447180811239,1.7884370132161553,1.8145043050281549
Kerala,2.030668680151978,2.013944738956346,2.0474623091282043
Madhya Pradesh,1.8611848895466956,1.845232649196582,1.8772051667152023
Maharashtra,1.121589062412267,1.1176596989562972,1.1255252281706585
Odisha,2.267830990576905,2.2311883850336014,2.3047722606797376
Punjab,1.266083197137032,1.2487577438194153,1.2835267414376872
Rajasthan,1.9340591544098544,1.915113271150922,1.9530982733175957
Tamil Nadu,1.5947667592621666,1.5798405213929256,1.6097625334415957
Telangana,1.6535258660046583,1.6299595947030536,1.6772608974673742
Uttar Pradesh,2.125231366221951,2.1131370685269495,2.1373599673061388
West Bengal,1.8881544850442011,1.8682298629353176,1.9081841743513788
