place,r,lower,upper,.groups
Andhra Pradesh,0.8263477329362489,0.8139687114695484,0.8388189942838471,drop_last
Assam,0.5321596277776587,0.5108608915647979,0.5538953650546494,drop_last
Bihar,0.9336706646501731,0.9093701408862117,0.9582893234989517,drop_last
Chhattisgarh,0.8759397052671497,0.8596947470344598,0.8923348902443782,drop_last
Delhi,1.1748456954915438,1.1578897913392932,1.1919233606284516,drop_last
Gujarat,0.9190893929623203,0.8946098908682565,0.9438948486199578,drop_last
Haryana,1.0141964882644312,0.988354928158848,1.0403671138845156,drop_last
India,0.8395078609696186,0.8362691791333691,0.8427527215940358,drop_last
Jammu and Kashmir,0.8956198294309835,0.8626351592977626,0.9292151219765222,drop_last
Jharkhand,0.7877846793197972,0.756115678982013,0.8200998460370265,drop_last
Karnataka,0.6913909134606137,0.683112002876255,0.699719213836878,drop_last
Kerala,0.9530123360134521,0.9432568402106399,0.9628173659123869,drop_last
Madhya Pradesh,0.6190547751180432,0.6018689148438557,0.6364795991005031,drop_last
Maharashtra,0.7339089996532637,0.7263096100843169,0.7415475321639183,drop_last
Odisha,0.7857513870925023,0.7696857363494628,0.8019809296573736,drop_last
Punjab,0.8230626399314244,0.7904173715744336,0.8563601344308186,drop_last
Rajasthan,0.9221411277296486,0.9034693228609763,0.9410012762350506,drop_last
Tamil Nadu,0.731942652625078,0.7204820971300967,0.7434925222842854,drop_last
Telangana,0.8633208101724362,0.842450184843734,0.8844441158701267,drop_last
Uttar Pradesh,0.83386252962615,0.8183348252918565,0.8495342029415087,drop_last
West Bengal,1.0802303929024915,1.0654631214697035,1.0950978945860301,drop_last
