stat	value
thetaS_last_obs_p_mean	0.9692994
thetaI_last_obs_p_mean	3.83765e-05
thetaR_last_obs_p_mean	0.03066222
thetaS_last_obs_p_ci_low	0.9685969
thetaS_last_obs_p_ci_med	0.9692993
thetaS_last_obs_p_ci_up	0.9700006
thetaI_last_obs_p_ci_low	1.481531e-05
thetaI_last_obs_p_ci_med	3.749246e-05
thetaI_last_obs_p_ci_up	6.711572e-05
thetaR_last_obs_p_ci_low	0.02996214
thetaR_last_obs_p_ci_med	0.03066202
thetaR_last_obs_p_ci_up	0.03136469
R0_p_mean	0.645582
R0_p_ci_low	0.3923499
R0_p_ci_med	0.6529368
R0_p_ci_up	0.861499
gamma_p_mean	0.2043899
gamma_p_ci_low	0.08556365
gamma_p_ci_med	0.1972146
gamma_p_ci_up	0.3628408
beta_p_mean	0.1366737
beta_p_ci_low	0.04044889
beta_p_ci_med	0.1261913
beta_p_ci_up	0.2913326
incidence_mean	0.002461751
incidence_ci_low	0.0007311647
incidence_ci_median	0.00226889
incidence_ci_up	0.005260509
thetaI_tp1_mean	2.764543e-07
thetaI_tp1_ci_low	0
thetaI_tp1_ci_med	0
thetaI_tp1_ci_up	0
thetaR_tp1_mean	0.03078198
thetaR_tp1_ci_low	0.02084012
thetaR_tp1_ci_med	0.03056815
thetaR_tp1_ci_up	0.04198653
Y_tp1_mean	2.77155e-07
Y_tp1_ci_low	0
Y_tp1_ci_med	0
Y_tp1_ci_up	0
R_tp1_mean	0.03078261
R_tp1_ci_low	0.02079961
R_tp1_ci_med	0.03057031
R_tp1_ci_up	0.0420274
thetaI_tp2_mean	NA
thetaI_tp2_ci_low	NA
thetaI_tp2_ci_med	NA
thetaI_tp2_ci_up	NA
thetaR_tp2_mean	NA
thetaR_tp2_ci_low	NA
thetaR_tp2_ci_med	NA
thetaR_tp2_ci_up	NA
Y_tp2_mean	NA
Y_tp2_ci_low	NA
Y_tp2_ci_med	NA
Y_tp2_ci_up	NA
R_tp2_mean	NA
R_tp2_ci_low	NA
R_tp2_ci_med	NA
R_tp2_ci_up	NA
thetaR_max_mean	0.03078198
thetaR_max_ci_low	0.02084012
thetaR_max_ci_med	0.03056815
thetaR_max_ci_up	0.04198653
cumInf_mean	0.03078226
cumInf_ci_low	0.02084012
cumInf_ci_med	0.0305683
cumInf_ci_up	0.04198733
dthetaI_tp1_date	12/08/21
first_tp_mean	06/19/21
first_tp_ci_low	05/23/21
first_tp_ci_med	06/18/21
first_tp_ci_up	07/06/21
dthetaI_tp2_date	12/08/21
second_tp_mean	06/20/21
second_tp_ci_low	05/23/21
second_tp_ci_med	06/20/21
second_tp_ci_up	07/07/21
end_p_mean	07/23/21
end_p_ci_low	07/10/21
end_p_ci_med	07/19/21
end_p_ci_up	08/31/21
begin_str	05/23/2021
