Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,text
2020-05-08,mod_5,1146,7420,Normal (pre-intervention),solid,May 08,"1,146","May 08: 1,146 projected cases per day"
2020-05-08,mod_6,285,3340,Cautious return,solid,May 08,285,May 08: 285 projected cases per day
2020-05-09,mod_2,109749,1305323,Soc. Dist. + Travel Ban,solid,May 09,"109,749","May 09: 109,749 projected cases per day"
2020-05-09,mod_4,581,4569,Moderate return,solid,May 09,581,May 09: 581 projected cases per day
2020-05-09,mod_5,1523,8876,Normal (pre-intervention),solid,May 09,"1,523","May 09: 1,523 projected cases per day"
2020-05-09,mod_6,323,3099,Cautious return,solid,May 09,323,May 09: 323 projected cases per day
2020-05-10,mod_2,119504,1482047,Soc. Dist. + Travel Ban,solid,May 10,"119,504","May 10: 119,504 projected cases per day"
2020-05-10,mod_4,677,4734,Moderate return,solid,May 10,677,May 10: 677 projected cases per day
2020-05-10,mod_5,2066,10553,Normal (pre-intervention),solid,May 10,"2,066","May 10: 2,066 projected cases per day"
2020-05-10,mod_6,358,2376,Cautious return,solid,May 10,358,May 10: 358 projected cases per day
2020-05-11,mod_2,128989,1726123,Soc. Dist. + Travel Ban,solid,May 11,"128,989","May 11: 128,989 projected cases per day"
2020-05-11,mod_4,839,5527,Moderate return,solid,May 11,839,May 11: 839 projected cases per day
2020-05-11,mod_5,2823,11848,Normal (pre-intervention),solid,May 11,"2,823","May 11: 2,823 projected cases per day"
2020-05-11,mod_6,404,3284,Cautious return,solid,May 11,404,May 11: 404 projected cases per day
2020-05-12,mod_2,138635,1948489,Soc. Dist. + Travel Ban,solid,May 12,"138,635","May 12: 138,635 projected cases per day"
2020-05-12,mod_4,1024,6153,Moderate return,solid,May 12,"1,024","May 12: 1,024 projected cases per day"
2020-05-12,mod_5,3893,14911,Normal (pre-intervention),solid,May 12,"3,893","May 12: 3,893 projected cases per day"
2020-05-12,mod_6,464,3966,Cautious return,solid,May 12,464,May 12: 464 projected cases per day
2020-05-13,mod_2,147931,2126014,Soc. Dist. + Travel Ban,solid,May 13,"147,931","May 13: 147,931 projected cases per day"
2020-05-13,mod_4,1274,7042,Moderate return,solid,May 13,"1,274","May 13: 1,274 projected cases per day"
2020-05-13,mod_5,5372,17594,Normal (pre-intervention),solid,May 13,"5,372","May 13: 5,372 projected cases per day"
2020-05-13,mod_6,517,3405,Cautious return,solid,May 13,517,May 13: 517 projected cases per day
2020-05-14,mod_2,156831,2345047,Soc. Dist. + Travel Ban,solid,May 14,"156,831","May 14: 156,831 projected cases per day"
2020-05-14,mod_4,1616,7246,Moderate return,solid,May 14,"1,616","May 14: 1,616 projected cases per day"
2020-05-14,mod_5,7361,24640,Normal (pre-intervention),solid,May 14,"7,361","May 14: 7,361 projected cases per day"
2020-05-14,mod_6,606,3155,Cautious return,solid,May 14,606,May 14: 606 projected cases per day
2020-05-15,mod_2,165453,2629056,Soc. Dist. + Travel Ban,solid,May 15,"165,453","May 15: 165,453 projected cases per day"
2020-05-15,mod_4,2006,9168,Moderate return,solid,May 15,"2,006","May 15: 2,006 projected cases per day"
2020-05-15,mod_5,9611,27451,Normal (pre-intervention),solid,May 15,"9,611","May 15: 9,611 projected cases per day"
2020-05-15,mod_6,684,4935,Cautious return,solid,May 15,684,May 15: 684 projected cases per day
2020-05-16,mod_2,173639,2873227,Soc. Dist. + Travel Ban,solid,May 16,"173,639","May 16: 173,639 projected cases per day"
2020-05-16,mod_4,2486,8293,Moderate return,solid,May 16,"2,486","May 16: 2,486 projected cases per day"
2020-05-16,mod_5,12220,33647,Normal (pre-intervention),solid,May 16,"12,220","May 16: 12,220 projected cases per day"
2020-05-16,mod_6,783,4978,Cautious return,solid,May 16,783,May 16: 783 projected cases per day
2020-05-17,mod_2,181508,3029895,Soc. Dist. + Travel Ban,solid,May 17,"181,508","May 17: 181,508 projected cases per day"
2020-05-17,mod_4,3059,12600,Moderate return,solid,May 17,"3,059","May 17: 3,059 projected cases per day"
2020-05-17,mod_5,15202,41535,Normal (pre-intervention),solid,May 17,"15,202","May 17: 15,202 projected cases per day"
2020-05-17,mod_6,881,4681,Cautious return,solid,May 17,881,May 17: 881 projected cases per day
2020-05-18,mod_2,188645,3120303,Soc. Dist. + Travel Ban,solid,May 18,"188,645","May 18: 188,645 projected cases per day"
2020-05-18,mod_4,3699,11467,Moderate return,solid,May 18,"3,699","May 18: 3,699 projected cases per day"
2020-05-18,mod_5,18513,57474,Normal (pre-intervention),solid,May 18,"18,513","May 18: 18,513 projected cases per day"
2020-05-18,mod_6,1018,4482,Cautious return,solid,May 18,"1,018","May 18: 1,018 projected cases per day"
2020-05-19,mod_2,195346,3305060,Soc. Dist. + Travel Ban,solid,May 19,"195,346","May 19: 195,346 projected cases per day"
2020-05-19,mod_4,4442,12920,Moderate return,solid,May 19,"4,442","May 19: 4,442 projected cases per day"
2020-05-19,mod_5,22195,62080,Normal (pre-intervention),solid,May 19,"22,195","May 19: 22,195 projected cases per day"
2020-05-19,mod_6,1153,5758,Cautious return,solid,May 19,"1,153","May 19: 1,153 projected cases per day"
2020-05-20,mod_2,201434,3323954,Soc. Dist. + Travel Ban,solid,May 20,"201,434","May 20: 201,434 projected cases per day"
2020-05-20,mod_4,5235,16068,Moderate return,solid,May 20,"5,235","May 20: 5,235 projected cases per day"
2020-05-20,mod_5,26187,77372,Normal (pre-intervention),solid,May 20,"26,187","May 20: 26,187 projected cases per day"
2020-05-20,mod_6,1321,5778,Cautious return,solid,May 20,"1,321","May 20: 1,321 projected cases per day"
2020-05-21,mod_2,206969,3541240,Soc. Dist. + Travel Ban,solid,May 21,"206,969","May 21: 206,969 projected cases per day"
2020-05-21,mod_4,6092,16926,Moderate return,solid,May 21,"6,092","May 21: 6,092 projected cases per day"
2020-05-21,mod_5,30407,99659,Normal (pre-intervention),solid,May 21,"30,407","May 21: 30,407 projected cases per day"
2020-05-21,mod_6,1497,4804,Cautious return,solid,May 21,"1,497","May 21: 1,497 projected cases per day"
2020-05-22,mod_2,212072,3339779,Soc. Dist. + Travel Ban,solid,May 22,"212,072","May 22: 212,072 projected cases per day"
2020-05-22,mod_4,7001,16771,Moderate return,solid,May 22,"7,001","May 22: 7,001 projected cases per day"
2020-05-22,mod_5,34802,119642,Normal (pre-intervention),solid,May 22,"34,802","May 22: 34,802 projected cases per day"
2020-05-22,mod_6,1709,6982,Cautious return,solid,May 22,"1,709","May 22: 1,709 projected cases per day"
2020-05-23,mod_2,216576,3323353,Soc. Dist. + Travel Ban,solid,May 23,"216,576","May 23: 216,576 projected cases per day"
2020-05-23,mod_4,7998,21547,Moderate return,solid,May 23,"7,998","May 23: 7,998 projected cases per day"
2020-05-23,mod_5,39173,138434,Normal (pre-intervention),solid,May 23,"39,173","May 23: 39,173 projected cases per day"
2020-05-23,mod_6,1938,6603,Cautious return,solid,May 23,"1,938","May 23: 1,938 projected cases per day"
2020-05-24,mod_2,220447,3379980,Soc. Dist. + Travel Ban,solid,May 24,"220,447","May 24: 220,447 projected cases per day"
2020-05-24,mod_4,9032,23584,Moderate return,solid,May 24,"9,032","May 24: 9,032 projected cases per day"
2020-05-24,mod_5,43626,190180,Normal (pre-intervention),solid,May 24,"43,626","May 24: 43,626 projected cases per day"
2020-05-24,mod_6,2188,7415,Cautious return,solid,May 24,"2,188","May 24: 2,188 projected cases per day"
2020-05-25,mod_2,223761,3140523,Soc. Dist. + Travel Ban,solid,May 25,"223,761","May 25: 223,761 projected cases per day"
2020-05-25,mod_4,10147,27866,Moderate return,solid,May 25,"10,147","May 25: 10,147 projected cases per day"
2020-05-25,mod_5,47867,215894,Normal (pre-intervention),solid,May 25,"47,867","May 25: 47,867 projected cases per day"
2020-05-25,mod_6,2464,7492,Cautious return,solid,May 25,"2,464","May 25: 2,464 projected cases per day"
2020-05-26,mod_2,226849,2907829,Soc. Dist. + Travel Ban,solid,May 26,"226,849","May 26: 226,849 projected cases per day"
2020-05-26,mod_4,11310,29701,Moderate return,solid,May 26,"11,310","May 26: 11,310 projected cases per day"
2020-05-26,mod_5,52005,274254,Normal (pre-intervention),solid,May 26,"52,005","May 26: 52,005 projected cases per day"
2020-05-26,mod_6,2755,8627,Cautious return,solid,May 26,"2,755","May 26: 2,755 projected cases per day"
2020-05-27,mod_2,229289,2780795,Soc. Dist. + Travel Ban,solid,May 27,"229,289","May 27: 229,289 projected cases per day"
2020-05-27,mod_4,12514,34229,Moderate return,solid,May 27,"12,514","May 27: 12,514 projected cases per day"
2020-05-27,mod_5,56028,340257,Normal (pre-intervention),solid,May 27,"56,028","May 27: 56,028 projected cases per day"
2020-05-27,mod_6,3051,7910,Cautious return,solid,May 27,"3,051","May 27: 3,051 projected cases per day"
2020-05-28,mod_2,231264,2545164,Soc. Dist. + Travel Ban,solid,May 28,"231,264","May 28: 231,264 projected cases per day"
2020-05-28,mod_4,13786,37195,Moderate return,solid,May 28,"13,786","May 28: 13,786 projected cases per day"
2020-05-28,mod_5,59874,385842,Normal (pre-intervention),solid,May 28,"59,874","May 28: 59,874 projected cases per day"
2020-05-28,mod_6,3412,8872,Cautious return,solid,May 28,"3,412","May 28: 3,412 projected cases per day"
2020-05-29,mod_2,232825,2387921,Soc. Dist. + Travel Ban,solid,May 29,"232,825","May 29: 232,825 projected cases per day"
2020-05-29,mod_4,15115,43212,Moderate return,solid,May 29,"15,115","May 29: 15,115 projected cases per day"
2020-05-29,mod_5,63548,493022,Normal (pre-intervention),solid,May 29,"63,548","May 29: 63,548 projected cases per day"
2020-05-29,mod_6,3749,9541,Cautious return,solid,May 29,"3,749","May 29: 3,749 projected cases per day"
2020-05-30,mod_2,233879,2132281,Soc. Dist. + Travel Ban,solid,May 30,"233,879","May 30: 233,879 projected cases per day"
2020-05-30,mod_4,16473,49877,Moderate return,solid,May 30,"16,473","May 30: 16,473 projected cases per day"
2020-05-30,mod_5,67124,585509,Normal (pre-intervention),solid,May 30,"67,124","May 30: 67,124 projected cases per day"
2020-05-30,mod_6,4099,10861,Cautious return,solid,May 30,"4,099","May 30: 4,099 projected cases per day"
2020-05-31,mod_2,234567,2047570,Soc. Dist. + Travel Ban,solid,May 31,"234,567","May 31: 234,567 projected cases per day"
2020-05-31,mod_4,17809,48424,Moderate return,solid,May 31,"17,809","May 31: 17,809 projected cases per day"
2020-05-31,mod_5,70472,676922,Normal (pre-intervention),solid,May 31,"70,472","May 31: 70,472 projected cases per day"
2020-05-31,mod_6,4483,8455,Cautious return,solid,May 31,"4,483","May 31: 4,483 projected cases per day"
2020-06-01,mod_2,235023,1817039,Soc. Dist. + Travel Ban,solid,Jun 01,"235,023","Jun 01: 235,023 projected cases per day"
2020-06-01,mod_4,19208,68906,Moderate return,solid,Jun 01,"19,208","Jun 01: 19,208 projected cases per day"
2020-06-01,mod_5,73671,809122,Normal (pre-intervention),solid,Jun 01,"73,671","Jun 01: 73,671 projected cases per day"
2020-06-01,mod_6,4878,15122,Cautious return,solid,Jun 01,"4,878","Jun 01: 4,878 projected cases per day"
2020-06-02,mod_2,234994,1687500,Soc. Dist. + Travel Ban,solid,Jun 02,"234,994","Jun 02: 234,994 projected cases per day"
2020-06-02,mod_4,20607,62265,Moderate return,solid,Jun 02,"20,607","Jun 02: 20,607 projected cases per day"
2020-06-02,mod_5,76688,984785,Normal (pre-intervention),solid,Jun 02,"76,688","Jun 02: 76,688 projected cases per day"
2020-06-02,mod_6,5252,11513,Cautious return,solid,Jun 02,"5,252","Jun 02: 5,252 projected cases per day"
2020-06-03,mod_2,234805,1394911,Soc. Dist. + Travel Ban,solid,Jun 03,"234,805","Jun 03: 234,805 projected cases per day"
2020-06-03,mod_4,21945,80497,Moderate return,solid,Jun 03,"21,945","Jun 03: 21,945 projected cases per day"
2020-06-03,mod_5,79455,1126028,Normal (pre-intervention),solid,Jun 03,"79,455","Jun 03: 79,455 projected cases per day"
2020-06-03,mod_6,5665,12976,Cautious return,solid,Jun 03,"5,665","Jun 03: 5,665 projected cases per day"
2020-06-04,mod_2,234117,1358550,Soc. Dist. + Travel Ban,solid,Jun 04,"234,117","Jun 04: 234,117 projected cases per day"
2020-06-04,mod_4,23425,83584,Moderate return,solid,Jun 04,"23,425","Jun 04: 23,425 projected cases per day"
2020-06-04,mod_5,82110,1188065,Normal (pre-intervention),solid,Jun 04,"82,110","Jun 04: 82,110 projected cases per day"
2020-06-04,mod_6,6082,14789,Cautious return,solid,Jun 04,"6,082","Jun 04: 6,082 projected cases per day"
2020-06-05,mod_2,233135,1274407,Soc. Dist. + Travel Ban,solid,Jun 05,"233,135","Jun 05: 233,135 projected cases per day"
2020-06-05,mod_4,24705,98459,Moderate return,solid,Jun 05,"24,705","Jun 05: 24,705 projected cases per day"
2020-06-05,mod_5,84485,1391282,Normal (pre-intervention),solid,Jun 05,"84,485","Jun 05: 84,485 projected cases per day"
2020-06-05,mod_6,6510,16135,Cautious return,solid,Jun 05,"6,510","Jun 05: 6,510 projected cases per day"
2020-06-06,mod_2,231888,1058862,Soc. Dist. + Travel Ban,solid,Jun 06,"231,888","Jun 06: 231,888 projected cases per day"
2020-06-06,mod_4,26058,103947,Moderate return,solid,Jun 06,"26,058","Jun 06: 26,058 projected cases per day"
2020-06-06,mod_5,86648,1522405,Normal (pre-intervention),solid,Jun 06,"86,648","Jun 06: 86,648 projected cases per day"
2020-06-06,mod_6,6936,14288,Cautious return,solid,Jun 06,"6,936","Jun 06: 6,936 projected cases per day"
2020-06-07,mod_2,230599,1046757,Soc. Dist. + Travel Ban,solid,Jun 07,"230,599","Jun 07: 230,599 projected cases per day"
2020-06-07,mod_4,27346,121446,Moderate return,solid,Jun 07,"27,346","Jun 07: 27,346 projected cases per day"
2020-06-07,mod_5,88664,1637717,Normal (pre-intervention),solid,Jun 07,"88,664","Jun 07: 88,664 projected cases per day"
2020-06-07,mod_6,7391,19734,Cautious return,solid,Jun 07,"7,391","Jun 07: 7,391 projected cases per day"
2020-06-08,mod_2,228941,1032590,Soc. Dist. + Travel Ban,solid,Jun 08,"228,941","Jun 08: 228,941 projected cases per day"
2020-06-08,mod_4,28619,147805,Moderate return,solid,Jun 08,"28,619","Jun 08: 28,619 projected cases per day"
2020-06-08,mod_5,90292,1732561,Normal (pre-intervention),solid,Jun 08,"90,292","Jun 08: 90,292 projected cases per day"
2020-06-08,mod_6,7831,19628,Cautious return,solid,Jun 08,"7,831","Jun 08: 7,831 projected cases per day"
2020-06-09,mod_2,227362,838214,Soc. Dist. + Travel Ban,solid,Jun 09,"227,362","Jun 09: 227,362 projected cases per day"
2020-06-09,mod_4,29809,143186,Moderate return,solid,Jun 09,"29,809","Jun 09: 29,809 projected cases per day"
2020-06-09,mod_5,91809,1920706,Normal (pre-intervention),solid,Jun 09,"91,809","Jun 09: 91,809 projected cases per day"
2020-06-09,mod_6,8290,21745,Cautious return,solid,Jun 09,"8,290","Jun 09: 8,290 projected cases per day"
2020-06-10,mod_2,225184,825091,Soc. Dist. + Travel Ban,solid,Jun 10,"225,184","Jun 10: 225,184 projected cases per day"
2020-06-10,mod_4,30983,171928,Moderate return,solid,Jun 10,"30,983","Jun 10: 30,983 projected cases per day"
2020-06-10,mod_5,93024,2107883,Normal (pre-intervention),solid,Jun 10,"93,024","Jun 10: 93,024 projected cases per day"
2020-06-10,mod_6,8732,19592,Cautious return,solid,Jun 10,"8,732","Jun 10: 8,732 projected cases per day"
2020-06-11,mod_2,222970,729827,Soc. Dist. + Travel Ban,solid,Jun 11,"222,970","Jun 11: 222,970 projected cases per day"
2020-06-11,mod_4,32104,186140,Moderate return,solid,Jun 11,"32,104","Jun 11: 32,104 projected cases per day"
2020-06-11,mod_5,94085,2161433,Normal (pre-intervention),solid,Jun 11,"94,085","Jun 11: 94,085 projected cases per day"
2020-06-11,mod_6,9200,24410,Cautious return,solid,Jun 11,"9,200","Jun 11: 9,200 projected cases per day"
2020-06-12,mod_2,220940,601297,Soc. Dist. + Travel Ban,solid,Jun 12,"220,940","Jun 12: 220,940 projected cases per day"
2020-06-12,mod_4,33185,200987,Moderate return,solid,Jun 12,"33,185","Jun 12: 33,185 projected cases per day"
2020-06-12,mod_5,94731,2251010,Normal (pre-intervention),solid,Jun 12,"94,731","Jun 12: 94,731 projected cases per day"
2020-06-12,mod_6,9658,21497,Cautious return,solid,Jun 12,"9,658","Jun 12: 9,658 projected cases per day"
2020-06-13,mod_2,218433,724267,Soc. Dist. + Travel Ban,solid,Jun 13,"218,433","Jun 13: 218,433 projected cases per day"
2020-06-13,mod_4,34174,231810,Moderate return,solid,Jun 13,"34,174","Jun 13: 34,174 projected cases per day"
2020-06-13,mod_5,95277,2334014,Normal (pre-intervention),solid,Jun 13,"95,277","Jun 13: 95,277 projected cases per day"
2020-06-13,mod_6,10097,27734,Cautious return,solid,Jun 13,"10,097","Jun 13: 10,097 projected cases per day"
2020-06-14,mod_2,216149,479510,Soc. Dist. + Travel Ban,solid,Jun 14,"216,149","Jun 14: 216,149 projected cases per day"
2020-06-14,mod_4,35105,262135,Moderate return,solid,Jun 14,"35,105","Jun 14: 35,105 projected cases per day"
2020-06-14,mod_5,95726,2464265,Normal (pre-intervention),solid,Jun 14,"95,726","Jun 14: 95,726 projected cases per day"
2020-06-14,mod_6,10600,30717,Cautious return,solid,Jun 14,"10,600","Jun 14: 10,600 projected cases per day"
2020-06-15,mod_2,213648,661442,Soc. Dist. + Travel Ban,solid,Jun 15,"213,648","Jun 15: 213,648 projected cases per day"
2020-06-15,mod_4,35943,281355,Moderate return,solid,Jun 15,"35,943","Jun 15: 35,943 projected cases per day"
2020-06-15,mod_5,95841,2484171,Normal (pre-intervention),solid,Jun 15,"95,841","Jun 15: 95,841 projected cases per day"
2020-06-15,mod_6,11025,27209,Cautious return,solid,Jun 15,"11,025","Jun 15: 11,025 projected cases per day"
2020-06-16,mod_2,210799,549175,Soc. Dist. + Travel Ban,solid,Jun 16,"210,799","Jun 16: 210,799 projected cases per day"
2020-06-16,mod_4,36727,307710,Moderate return,solid,Jun 16,"36,727","Jun 16: 36,727 projected cases per day"
2020-06-16,mod_5,96002,2680843,Normal (pre-intervention),solid,Jun 16,"96,002","Jun 16: 96,002 projected cases per day"
2020-06-16,mod_6,11396,34047,Cautious return,solid,Jun 16,"11,396","Jun 16: 11,396 projected cases per day"
2020-06-17,mod_2,208046,401472,Soc. Dist. + Travel Ban,solid,Jun 17,"208,046","Jun 17: 208,046 projected cases per day"
2020-06-17,mod_4,37533,341031,Moderate return,solid,Jun 17,"37,533","Jun 17: 37,533 projected cases per day"
2020-06-17,mod_5,95933,2555599,Normal (pre-intervention),solid,Jun 17,"95,933","Jun 17: 95,933 projected cases per day"
2020-06-17,mod_6,11859,33457,Cautious return,solid,Jun 17,"11,859","Jun 17: 11,859 projected cases per day"
2020-06-18,mod_2,205336,451065,Soc. Dist. + Travel Ban,solid,Jun 18,"205,336","Jun 18: 205,336 projected cases per day"
2020-06-18,mod_4,38199,392260,Moderate return,solid,Jun 18,"38,199","Jun 18: 38,199 projected cases per day"
2020-06-18,mod_5,95584,2565496,Normal (pre-intervention),solid,Jun 18,"95,584","Jun 18: 95,584 projected cases per day"
2020-06-18,mod_6,12349,33574,Cautious return,solid,Jun 18,"12,349","Jun 18: 12,349 projected cases per day"
2020-06-19,mod_2,202649,399273,Soc. Dist. + Travel Ban,solid,Jun 19,"202,649","Jun 19: 202,649 projected cases per day"
2020-06-19,mod_4,38728,424200,Moderate return,solid,Jun 19,"38,728","Jun 19: 38,728 projected cases per day"
2020-06-19,mod_5,95203,2647632,Normal (pre-intervention),solid,Jun 19,"95,203","Jun 19: 95,203 projected cases per day"
2020-06-19,mod_6,12731,44489,Cautious return,solid,Jun 19,"12,731","Jun 19: 12,731 projected cases per day"
2020-06-20,mod_2,199815,336049,Soc. Dist. + Travel Ban,solid,Jun 20,"199,815","Jun 20: 199,815 projected cases per day"
2020-06-20,mod_4,39268,420100,Moderate return,solid,Jun 20,"39,268","Jun 20: 39,268 projected cases per day"
2020-06-20,mod_5,94779,2454373,Normal (pre-intervention),solid,Jun 20,"94,779","Jun 20: 94,779 projected cases per day"
2020-06-20,mod_6,13153,35545,Cautious return,solid,Jun 20,"13,153","Jun 20: 13,153 projected cases per day"
2020-06-21,mod_2,196776,317543,Soc. Dist. + Travel Ban,solid,Jun 21,"196,776","Jun 21: 196,776 projected cases per day"
2020-06-21,mod_4,39845,495445,Moderate return,solid,Jun 21,"39,845","Jun 21: 39,845 projected cases per day"
2020-06-21,mod_5,94226,2345153,Normal (pre-intervention),solid,Jun 21,"94,226","Jun 21: 94,226 projected cases per day"
2020-06-21,mod_6,13530,43929,Cautious return,solid,Jun 21,"13,530","Jun 21: 13,530 projected cases per day"
2020-06-22,mod_2,193832,288248,Soc. Dist. + Travel Ban,solid,Jun 22,"193,832","Jun 22: 193,832 projected cases per day"
2020-06-22,mod_4,40180,489020,Moderate return,solid,Jun 22,"40,180","Jun 22: 40,180 projected cases per day"
2020-06-22,mod_5,93506,2400731,Normal (pre-intervention),solid,Jun 22,"93,506","Jun 22: 93,506 projected cases per day"
2020-06-22,mod_6,13944,39877,Cautious return,solid,Jun 22,"13,944","Jun 22: 13,944 projected cases per day"
2020-06-23,mod_2,190810,279173,Soc. Dist. + Travel Ban,solid,Jun 23,"190,810","Jun 23: 190,810 projected cases per day"
2020-06-23,mod_4,40558,519536,Moderate return,solid,Jun 23,"40,558","Jun 23: 40,558 projected cases per day"
2020-06-23,mod_5,92754,2381759,Normal (pre-intervention),solid,Jun 23,"92,754","Jun 23: 92,754 projected cases per day"
2020-06-23,mod_6,14343,60246,Cautious return,solid,Jun 23,"14,343","Jun 23: 14,343 projected cases per day"
2020-06-24,mod_2,188043,200938,Soc. Dist. + Travel Ban,solid,Jun 24,"188,043","Jun 24: 188,043 projected cases per day"
2020-06-24,mod_4,41014,587531,Moderate return,solid,Jun 24,"41,014","Jun 24: 41,014 projected cases per day"
2020-06-24,mod_5,92046,2181343,Normal (pre-intervention),solid,Jun 24,"92,046","Jun 24: 92,046 projected cases per day"
2020-06-24,mod_6,14683,51527,Cautious return,solid,Jun 24,"14,683","Jun 24: 14,683 projected cases per day"
2020-06-25,mod_2,184973,218954,Soc. Dist. + Travel Ban,solid,Jun 25,"184,973","Jun 25: 184,973 projected cases per day"
2020-06-25,mod_4,41264,660648,Moderate return,solid,Jun 25,"41,264","Jun 25: 41,264 projected cases per day"
2020-06-25,mod_5,91181,2000082,Normal (pre-intervention),solid,Jun 25,"91,181","Jun 25: 91,181 projected cases per day"
2020-06-25,mod_6,15083,57780,Cautious return,solid,Jun 25,"15,083","Jun 25: 15,083 projected cases per day"
2020-06-26,mod_2,182062,277137,Soc. Dist. + Travel Ban,solid,Jun 26,"182,062","Jun 26: 182,062 projected cases per day"
2020-06-26,mod_4,41624,598714,Moderate return,solid,Jun 26,"41,624","Jun 26: 41,624 projected cases per day"
2020-06-26,mod_5,90097,1952266,Normal (pre-intervention),solid,Jun 26,"90,097","Jun 26: 90,097 projected cases per day"
2020-06-26,mod_6,15426,54395,Cautious return,solid,Jun 26,"15,426","Jun 26: 15,426 projected cases per day"
2020-06-27,mod_2,178956,198990,Soc. Dist. + Travel Ban,solid,Jun 27,"178,956","Jun 27: 178,956 projected cases per day"
2020-06-27,mod_4,41849,746120,Moderate return,solid,Jun 27,"41,849","Jun 27: 41,849 projected cases per day"
2020-06-27,mod_5,89159,1821908,Normal (pre-intervention),solid,Jun 27,"89,159","Jun 27: 89,159 projected cases per day"
2020-06-27,mod_6,15715,65042,Cautious return,solid,Jun 27,"15,715","Jun 27: 15,715 projected cases per day"
2020-06-28,mod_2,176135,172630,Soc. Dist. + Travel Ban,solid,Jun 28,"176,135","Jun 28: 176,135 projected cases per day"
2020-06-28,mod_4,42086,749660,Moderate return,solid,Jun 28,"42,086","Jun 28: 42,086 projected cases per day"
2020-06-28,mod_5,88024,1624474,Normal (pre-intervention),solid,Jun 28,"88,024","Jun 28: 88,024 projected cases per day"
2020-06-28,mod_6,16076,67550,Cautious return,solid,Jun 28,"16,076","Jun 28: 16,076 projected cases per day"
