place,r,lower,upper,.groups
Andhra Pradesh,0.8588852355263029,0.8497267739640767,0.8680921606324418,drop_last
Assam,1.093288941375548,1.0735098907545413,1.1132473072640843,drop_last
Bihar,0.9640546237834595,0.9417938760709433,0.9865718489849057,drop_last
Chhattisgarh,1.040265571662104,1.0233681770710374,1.0572994633151567,drop_last
Delhi,0.8714998201134088,0.8581266034826593,0.8849752017818024,drop_last
Gujarat,1.0040489234511603,0.9806671500016481,1.0277023444150926,drop_last
Haryana,0.7825319298068671,0.76579765000795,0.7994447724407779,drop_last
India,0.9462938522676039,0.9434087443237894,0.9491833052567982,drop_last
Jammu and Kashmir,0.847591230821087,0.8252793307978565,0.8701968864755262,drop_last
Jharkhand,0.904078647386992,0.8812936172888164,0.9271505813600329,drop_last
Karnataka,1.0514570673980332,1.0415676005288477,1.0613926471255661,drop_last
Kerala,1.4627278146606741,1.4471010387272736,1.4784374909853648,drop_last
Madhya Pradesh,0.904980887092918,0.8879902161103143,0.9221304720049355,drop_last
Maharashtra,0.8708523056733517,0.8650515535686276,0.8766722064274818,drop_last
Odisha,0.9227899614526376,0.9097502764488401,0.9359213199204132,drop_last
Punjab,0.6956702401680422,0.6798990807105852,0.7116205182723246,drop_last
Rajasthan,1.1063596878095439,1.0851772888976825,1.127744037283726,drop_last
Tamil Nadu,1.0148578139831599,1.0030368702919834,1.026747049117549,drop_last
Telangana,0.9848746059109753,0.9659111982648731,1.0040199513110974,drop_last
Uttar Pradesh,0.7885123909490971,0.777940545790476,0.799154663808681,drop_last
West Bengal,1.004988809179466,0.9894745521888089,1.020622077209582,drop_last
