place,r,lower,upper
Andhra Pradesh,1.855907610139096,1.8068647703446867,1.9056003970790596
Assam,1.3811827335290905,1.2163076152669152,1.556428479089045
Bihar,2.0578124135361264,1.9598854146956244,2.1581768635024856
Chhattisgarh,1.7638723687883864,1.7371092987789667,1.7908405592179915
Delhi,1.7640914149197342,1.730091129520337,1.7984227944113682
Gujarat,1.340606869017306,1.3164504330927025,1.3649800625243806
Haryana,1.3778477246888727,1.3448648590266727,1.4112261575716736
India,1.3773773207361024,1.3727861206785297,1.3819761109028812
Jammu and Kashmir,1.826111674409499,1.7410947837565012,1.913154632262636
Jharkhand,2.287624319524336,2.194438885506669,2.382779423763177
Karnataka,1.6273295911424477,1.6032134878202493,1.6516245253479207
Kerala,1.1533475292706148,1.1323327256125888,1.1745534670320903
Madhya Pradesh,1.4746438116151546,1.4481181495176696,1.501407244004364
Maharashtra,1.2776000717856306,1.2718862079883086,1.2833265997922167
Odisha,1.771710099667128,1.681723029060319,1.8640362491810878
Punjab,1.1293768953885104,1.1107872490508521,1.1481186873229927
Rajasthan,1.6492047165159962,1.6042778386472327,1.6947478546041685
Tamil Nadu,1.5749016593585405,1.5473393976171208,1.6027050835809895
Telangana,1.5579054465636881,1.5046075718762775,1.6121334717644964
Uttar Pradesh,2.1742182158611865,2.1266816381102593,2.222287081195109
West Bengal,1.8731217243012905,1.8204466589250143,1.9265528452123588
