place,r,lower,upper
Andhra Pradesh,1.8862748489648888,1.8578813740715376,1.9148824506692672
Assam,2.998963191875195,2.8639126199673557,3.137138638507527
Bihar,2.8359646828724676,2.791593430797728,2.8806880151041265
Chhattisgarh,1.776243634095134,1.7623855735520515,1.7901553283757292
Delhi,2.2721164429975684,2.2525463984518477,2.291771543025523
Gujarat,1.6975824813642855,1.6776257402412573,1.717656750768722
Haryana,1.7226349554231795,1.697471755886187,1.747982818647745
India,1.5641863774151838,1.5607866243836646,1.5675897936464513
Jammu and Kashmir,1.682303666439803,1.635098256798163,1.730173688125318
Jharkhand,2.135511101252088,2.096689506794434,2.174687134848499
Karnataka,1.6592939198021646,1.6439402749448786,1.6747184839588454
Kerala,1.8539766783652896,1.8333103036505438,1.8747583119442428
Madhya Pradesh,1.8164082620463078,1.7964721276080886,1.8364547164122682
Maharashtra,1.1768556939803139,1.1725827829997586,1.1811362693678218
Odisha,2.3904670049744867,2.3364205641005906,2.4451356464907446
Punjab,1.1196402884994427,1.1025526529237117,1.136857572147913
Rajasthan,2.1338076675011846,2.1066367311436425,2.161152116651887
Tamil Nadu,1.66408363513819,1.6455123760307677,1.682758349247782
Telangana,1.9036283662738354,1.870970762205294,1.9365652468965056
Uttar Pradesh,2.6812843326936298,2.6607364695517455,2.7019117347249666
West Bengal,2.061204098929957,2.033313037604498,2.089284742589344
