place,r,lower,upper,.groups
Andhra Pradesh,0.8215342551831659,0.8090284620659458,0.8341348327914742,drop_last
Assam,0.5189330281101713,0.49714746243344343,0.5411885278905033,drop_last
Bihar,0.871982622170293,0.8485204381767334,0.8957634582916196,drop_last
Chhattisgarh,0.858208545782473,0.8420146230577239,0.8745550198377869,drop_last
Delhi,1.2006270205482834,1.1836610723713807,1.2177122265359284,drop_last
Gujarat,0.91185694296588915,0.8873437733187183,0.9366996796104683,drop_last
Haryana,1.0416978654255793,1.0154762691321344,1.0682492967647443,drop_last
India,0.8352023430536931,0.8319354132634923,0.8384755942820421,drop_last
Jammu and Kashmir,0.8914693190422738,0.8583246401912469,0.9252337969407795,drop_last
Jharkhand,0.7544575974543012,0.723064255531605,0.7865170118707379,drop_last
Karnataka,0.6724356650331381,0.6640981775952501,0.68082476295736,drop_last
Kerala,0.9487372623344498,0.9389684017166923,0.9585560276197264,drop_last
Madhya Pradesh,0.6283408404822606,0.6105260872540991,0.6464088916619651,drop_last
Maharashtra,0.7196489439142703,0.7119880784906517,0.7273503932289287,drop_last
Odisha,0.779454979724133,0.7632044900485244,0.7958746153310922,drop_last
Punjab,0.8366307057662059,0.8031840080271976,0.87075137703601,drop_last
Rajasthan,0.9238718102514418,0.9050810998113933,0.9428529116593575,drop_last
Tamil Nadu,0.7305142803526405,0.7188386937128021,0.7422827234352336,drop_last
Telangana,0.8443846754436946,0.8235722036416564,0.8654544418525718,drop_last
Uttar Pradesh,0.8384973589580913,0.8227221546690644,0.8544203715816463,drop_last
West Bengal,1.070065129896701,1.055455398886686,1.0847738930676842,drop_last
