place,r,lower,upper,.groups
Andhra Pradesh,0.6635925784920127,0.6478125747296246,0.6795607286817175,drop_last
Assam,0.6747709788925812,0.6311280729877613,0.719854966755051,drop_last
Bihar,0.7791155343165417,0.750281227205417,0.8084871681995921,drop_last
Chhattisgarh,0.8588368834801492,0.8386979139701122,0.8792130260176294,drop_last
Delhi,0.9404746149064358,0.9301073553817736,0.9508987193044617,drop_last
Gujarat,1.0835564138930072,1.0554011937534273,1.1120772420074354,drop_last
Haryana,1.0659832858134053,1.0468881745428564,1.0852486688200969,drop_last
India,0.8913495748632163,0.8874307729591273,0.8952769013724388,drop_last
Jammu and Kashmir,1.0182201739543502,0.980017192172157,1.057143628133548,drop_last
Jharkhand,0.7497531689878498,0.7054141954263962,0.7954266791504018,drop_last
Karnataka,0.6980198016586678,0.6835730533709842,0.7126162321206169,drop_last
Kerala,0.8829321296301081,0.8724021453274595,0.8935244977074884,drop_last
Madhya Pradesh,1.1375137181579953,1.1057377443789367,1.1697341302456514,drop_last
Maharashtra,0.8214396112147168,0.8098083620263262,0.833152872298914,drop_last
Odisha,0.6994906908178112,0.6787005141803375,0.7205910193661759,drop_last
Punjab,NA,NA,NA,drop_last
Rajasthan,1.1352207443106053,1.1140840731214363,1.1565533530195065,drop_last
Tamil Nadu,0.8216869734417682,0.8050094450153696,0.8385333173083575,drop_last
Telangana,0.7266707301410943,0.7055352301760127,0.7481146509550103,drop_last
Uttar Pradesh,0.9865968336331402,0.9671185566865637,1.0062668673013189,drop_last
West Bengal,0.920233357540763,0.906756479996793,0.9338083137880723,drop_last
