place,r,lower,upper
Andhra Pradesh,2.1496825740549532,2.0741602537019777,2.2265741258749068
Assam,1.4805029915107826,1.2790031323109294,1.6965795768956198
Bihar,2.138892754383363,1.995647582296825,2.287157052473192
Chhattisgarh,2.0205158509174677,1.980638483867866,2.060790166094556
Delhi,1.94115741968242,1.8927650795968542,1.9901597015173103
Gujarat,1.559217456047863,1.5276006987879494,1.5911545764734882
Haryana,1.6095297034904348,1.5657457003905366,1.6539119366150976
India,1.4885817985797165,1.4828944247151394,1.494279948889273
Jammu and Kashmir,1.4778798775446147,1.3843446340810852,1.5744543854313737
Jharkhand,2.0924500679750895,1.9634100167494393,2.225668815281122
Karnataka,1.637128511975731,1.6066162486683935,1.667925907308962
Kerala,1.012069278287644,0.992098024835254,1.0322368890018645
Madhya Pradesh,1.710871951339543,1.6745423445507195,1.7475886624626786
Maharashtra,1.4429831549500338,1.4358860319425704,1.4500975784681802
Odisha,1.7783537338944226,1.660679307826187,1.9000587488418736
Punjab,1.3061645647393874,1.2838666350652834,1.3286519643777959
Rajasthan,1.8423894267531375,1.7796825706806074,1.9061785230935882
Tamil Nadu,1.6056983831516976,1.5710463026905905,1.640725595897409
Telangana,1.5610580691645752,1.4958592112731812,1.6276324333047316
Uttar Pradesh,2.220371122056618,2.149406281999155,2.2924949236691474
West Bengal,1.5553298660135757,1.4955724704100406,1.6162549762161635
