place,r,lower,upper,.groups
Andhra Pradesh,0.8105119097192285,0.7803576086802697,0.8412300070473536,drop_last
Assam,0.8440176801329792,0.7814670726144848,0.9089438495560612,drop_last
Bihar,1.012207932628189,0.9762018449869008,1.0488571921969523,drop_last
Chhattisgarh,0.9085561723534593,0.8878168580831408,0.9295316275829879,drop_last
Delhi,0.6168573930358549,0.6061206783338154,0.627687554963898,drop_last
Gujarat,0.908257016867927,0.8867467744667645,0.9300216920181944,drop_last
Haryana,0.7662443317405911,0.7481084811299457,0.7845949123738226,drop_last
India,0.8533758867867326,0.8491516624357192,0.8576104527411331,drop_last
Jammu and Kashmir,0.883634824537136,0.8464861075956398,0.9215714846815737,drop_last
Jharkhand,0.9015776857830891,0.8428614961348975,0.9622436713624644,drop_last
Karnataka,0.8997790154910342,0.8774597336875218,0.9223747195863611,drop_last
Kerala,0.9179811904691043,0.9063996875468807,0.9296352357708099,drop_last
Madhya Pradesh,0.9225111677201808,0.9005747045656235,0.9447080219084113,drop_last
Maharashtra,0.8850086227226847,0.8732023103669164,0.8968931515348247,drop_last
Odisha,0.7827344592023311,0.7476436804312023,0.8186188509405422,drop_last
Punjab,0.9044265929572186,0.8727731865075702,0.9366368866483195,drop_last
Rajasthan,0.7318931889460506,0.7164963912327192,0.7474519701474731,drop_last
Tamil Nadu,0.8970666080479217,0.8751901993577034,0.9192094040723305,drop_last
Telangana,0.9401204963362608,0.907561922363313,0.9732449578700101,drop_last
Uttar Pradesh,0.8504442205176407,0.832124043409973,0.8689613603232509,drop_last
West Bengal,0.8894793662450774,0.8749327603194742,0.9041442683116104,drop_last
