place,r,lower,upper,.groups
Andhra Pradesh,1.0720409610417512,1.062576485395843,1.081546853189702,drop_last
Assam,0.9492452649490271,0.9305525687362196,0.9681219137444007,drop_last
Bihar,0.7087225903765766,0.6945890241214816,0.7229966780307931,drop_last
Chhattisgarh,1.555737317225234,1.5152530987447257,1.5967511570189035,drop_last
Delhi,1.2658631230212005,1.2377195491984552,1.2943199809313142,drop_last
Gujarat,1.0352640490527025,1.008870026733523,1.0619942405141223,drop_last
Haryana,1.2572032157873012,1.2257274503099929,1.2890728712314516,drop_last
India,1.084038813347562,1.0804505732896394,1.0876329255130985,drop_last
Jammu and Kashmir,1.1210134632795716,1.0823516087539877,1.1603445147255023,drop_last
Jharkhand,1.2125571367545191,1.1807376755784806,1.2447945312347997,drop_last
Karnataka,1.065060782218114,1.0544917413096253,1.075681921996488,drop_last
Kerala,1.1839100008990293,1.16153607353773,1.2064948952219523,drop_last
Madhya Pradesh,1.2016663205956715,1.1722276290462292,1.2314650774797986,drop_last
Maharashtra,1.0859080184126462,1.0776381303920053,1.0942091336078357,drop_last
Odisha,1.2350688732918889,1.2156446084654646,1.2546451027425767,drop_last
Punjab,1.0721081246001085,1.0476347049715133,1.0968604061835536,drop_last
Rajasthan,1.034723829605779,1.0102049581058674,1.0595326155400868,drop_last
Tamil Nadu,1.0187512536138148,1.0072639565512653,1.0303027840779984,drop_last
Telangana,1.368295686465739,1.344312344035581,1.392488989489262,drop_last
Uttar Pradesh,1.1121306322315276,1.098686731080259,1.125655188977845,drop_last
West Bengal,0.9866134051714243,0.9710353819951053,1.0023136927744731,drop_last
