place,r,lower,upper
Andhra Pradesh,1.655928512848345,1.6164109476713138,1.695919497635428
Assam,1.515508924380304,1.3553099119215333,1.6846372352884904
Bihar,2.552854459120532,2.461515936623673,2.645916769348198
Chhattisgarh,1.9793772180779778,1.954728574465939,2.0041813850173336
Delhi,1.9514052099648356,1.9202589905050909,1.9828036097159691
Gujarat,1.3138594302375208,1.291586558240359,1.3363205998659802
Haryana,1.4622810271922264,1.4308791607961815,1.4940220544769853
India,1.4585525524867782,1.4541735044147082,1.4629381377726873
Jammu and Kashmir,1.8228446096584103,1.7486491651495422,1.8985703484091636
Jharkhand,2.3681400900632688,2.2905697496638346,2.4470097893796594
Karnataka,1.630737431854411,1.6091999267905117,1.6524168910617645
Kerala,1.236003606553192,1.2148359681225525,1.2573517898278945
Madhya Pradesh,1.4326002845563814,1.4088453636283114,1.4565519303619927
Maharashtra,1.3400445018495992,1.3345239489492626,1.3455763475202076
Odisha,1.874508080878132,1.79388735282775,1.956901592986151
Punjab,1.0755638906175546,1.0579462529789938,1.0933250046532756
Rajasthan,1.8155151357303358,1.7740320288277653,1.857480507297645
Tamil Nadu,1.5608893937025985,1.536234478011174,1.5857388109407584
Telangana,1.8499061787561115,1.7973132012205724,1.9032617689446845
Uttar Pradesh,2.497877251581743,2.455982000996686,2.540135318857153
West Bengal,2.077874377147669,2.029893334214381,2.1264198459788215
