place,r,lower,upper
Andhra Pradesh,2.2063260845806703,2.137519785348692,2.27622354155414
Assam,1.4522010725089352,1.2633044826467779,1.6540828481906826
Bihar,2.0539850518895726,1.928482121432438,2.1834211564970833
Chhattisgarh,1.9134818661731616,1.8788081617173844,1.9484698074646705
Delhi,1.848470750511612,1.8057958969173136,1.8916396237116937
Gujarat,1.4837086610337489,1.455024340997982,1.5126697024998546
Haryana,1.511798402228668,1.4724880145130606,1.5516207387046292
India,1.4351594414126072,1.4299127753062244,1.440415600293766
Jammu and Kashmir,1.5886196760154159,1.4970805258829092,1.682869403232116
Jharkhand,2.22600215226501,2.105591942244001,2.349772617785147
Karnataka,1.6285245284715322,1.6003452073810869,1.6569477744846604
Kerala,1.0439817325454486,1.0236855922226828,1.0644744567973194
Madhya Pradesh,1.6548569250927883,1.622004975090321,1.6880350629318723
Maharashtra,1.3671704919825998,1.3606595359985072,1.3736967900752997
Odisha,1.8009834666461912,1.6915893315039994,1.9137825625749736
Punjab,1.2330098287566884,1.2123073924297476,1.2538851993690698
Rajasthan,1.7765740135893417,1.720525156141623,1.8335139826318911
Tamil Nadu,1.6043200501329442,1.5720831091371668,1.6368812717505072
Telangana,1.471862237814147,1.4128560499408482,1.532060196009133
Uttar Pradesh,2.139191365274764,2.077821317964693,2.2014530268398835
West Bengal,1.634626299671923,1.5769504888465113,1.6933337467084282
